"com_code","com_annee","com_type","popleg_annee","popleg_mun","popleg_a_part","popleg_tot","popleg_date_maj"
"27413","2022","COM","2020","783","12","795","2023-01-02"
"27414","2022","COM","2020","829","7","836","2023-01-02"
"27415","2022","COM","2020","368","7","375","2023-01-02"
"27417","2022","COM","2020","673","12","685","2023-01-02"
"27418","2022","COM","2020","111","3","114","2023-01-02"
"27419","2022","COM","2020","747","17","764","2023-01-02"
"27420","2022","COM","2020","164","6","170","2023-01-02"
"27421","2022","COM","2020","634","13","647","2023-01-02"
"27422","2022","COM","2020","876","21","897","2023-01-02"
"27423","2022","COM","2020","766","17","783","2023-01-02"
"27424","2022","COM","2020","329","4","333","2023-01-02"
"27425","2022","COM","2020","2366","40","2406","2023-01-02"
"27426","2022","COM","2020","1341","6","1347","2023-01-02"
"27427","2022","COM","2020","419","9","428","2023-01-02"
"27428","2022","COM","2020","4254","224","4478","2023-01-02"
"27429","2022","COM","2020","186","0","186","2023-01-02"
"27430","2022","COM","2020","358","4","362","2023-01-02"
"27431","2022","COM","2020","580","5","585","2023-01-02"
"27432","2022","COM","2020","719","7","726","2023-01-02"
"27433","2022","COM","2020","194","2","196","2023-01-02"
"27434","2022","COM","2020","54","0","54","2023-01-02"
"27435","2022","COM","2020","274","5","279","2023-01-02"
"27436","2022","COM","2020","441","6","447","2023-01-02"
"27437","2022","COM","2020","341","6","347","2023-01-02"
"27438","2022","COM","2020","2260","41","2301","2023-01-02"
"27439","2022","COM","2020","1105","25","1130","2023-01-02"
"27440","2022","COM","2020","653","22","675","2023-01-02"
"27441","2022","COM","2020","71","1","72","2023-01-02"
"27442","2022","COM","2020","194","7","201","2023-01-02"
"27444","2022","COM","2020","231","1","232","2023-01-02"
"27445","2022","COM","2020","248","4","252","2023-01-02"
"27446","2022","COM","2020","479","3","482","2023-01-02"
"27447","2022","COM","2020","888","55","943","2023-01-02"
"27448","2022","COM","2020","5042","126","5168","2023-01-02"
"27451","2022","COM","2020","291","6","297","2023-01-02"
"27453","2022","COM","2020","1801","21","1822","2023-01-02"
"27454","2022","COM","2020","463","7","470","2023-01-02"
"27455","2022","COM","2020","166","3","169","2023-01-02"
"27456","2022","COM","2020","767","18","785","2023-01-02"
"27457","2022","COM","2020","694","12","706","2023-01-02"
"27458","2022","COM","2020","2620","25","2645","2023-01-02"
"27459","2022","COM","2020","71","2","73","2023-01-02"
"27460","2022","COM","2020","205","5","210","2023-01-02"
"27462","2022","COM","2020","166","1","167","2023-01-02"
"27463","2022","COM","2020","724","18","742","2023-01-02"
"27464","2022","COM","2020","919","19","938","2023-01-02"
"27465","2022","COM","2020","399","13","412","2023-01-02"
"27466","2022","COM","2020","341","5","346","2023-01-02"
"27467","2022","COM","2020","9891","261","10152","2023-01-02"
"27468","2022","COM","2020","589","9","598","2023-01-02"
"27469","2022","COM","2020","4139","51","4190","2023-01-02"
"27470","2022","COM","2020","1137","22","1159","2023-01-02"
"27471","2022","COM","2020","207","5","212","2023-01-02"
"27472","2022","COM","2020","271","6","277","2023-01-02"
"27473","2022","COM","2020","903","21","924","2023-01-02"
"27474","2022","COM","2020","1143","19","1162","2023-01-02"
"27475","2022","COM","2020","164","1","165","2023-01-02"
"27476","2022","COM","2020","393","8","401","2023-01-02"
"27477","2022","COM","2020","696","16","712","2023-01-02"
"27478","2022","COM","2020","968","25","993","2023-01-02"
"27480","2022","COM","2020","640","19","659","2023-01-02"
"27481","2022","COM","2020","401","54","455","2023-01-02"
"27482","2022","COM","2020","168","4","172","2023-01-02"
"27483","2022","COM","2020","437","3","440","2023-01-02"
"27485","2022","COM","2020","826","9","835","2023-01-02"
"27486","2022","COM","2020","650","19","669","2023-01-02"
"27487","2022","COM","2020","655","3","658","2023-01-02"
"27488","2022","COM","2020","191","6","197","2023-01-02"
"27489","2022","COM","2020","519","13","532","2023-01-02"
"27490","2022","COM","2020","267","4","271","2023-01-02"
"27492","2022","COM","2020","321","11","332","2023-01-02"
"27493","2022","COM","2020","3268","43","3311","2023-01-02"
"27495","2022","COM","2020","239","2","241","2023-01-02"
"27496","2022","COM","2020","510","6","516","2023-01-02"
"27497","2022","COM","2020","1038","17","1055","2023-01-02"
"27498","2022","COM","2020","365","4","369","2023-01-02"
"27500","2022","COM","2020","1699","56","1755","2023-01-02"
"27501","2022","COM","2020","260","6","266","2023-01-02"
"27502","2022","COM","2020","2204","27","2231","2023-01-02"
"27504","2022","COM","2020","1261","37","1298","2023-01-02"
"27505","2022","COM","2020","166","1","167","2023-01-02"
"27507","2022","COM","2020","4055","66","4121","2023-01-02"
"27508","2022","COM","2020","206","2","208","2023-01-02"
"27511","2022","COM","2020","735","11","746","2023-01-02"
"27512","2022","COM","2020","335","7","342","2023-01-02"
"27514","2022","COM","2020","370","6","376","2023-01-02"
"27516","2022","COM","2020","1386","34","1420","2023-01-02"
"27517","2022","COM","2020","2171","49","2220","2023-01-02"
"27518","2022","COM","2020","758","14","772","2023-01-02"
"27520","2022","COM","2020","141","1","142","2023-01-02"
"27521","2022","COM","2020","136","6","142","2023-01-02"
"27522","2022","COM","2020","439","4","443","2023-01-02"
"27524","2022","COM","2020","879","7","886","2023-01-02"
"27525","2022","COM","2020","299","18","317","2023-01-02"
"27527","2022","COM","2020","205","1","206","2023-01-02"
"27528","2022","COM","2020","3660","88","3748","2023-01-02"
"27529","2022","COM","2020","433","6","439","2023-01-02"
"27530","2022","COM","2020","80","3","83","2023-01-02"
"27531","2022","COM","2020","204","4","208","2023-01-02"
"27533","2022","COM","2020","491","19","510","2023-01-02"
"27534","2022","COM","2020","890","10","900","2023-01-02"
"27535","2022","COM","2020","427","11","438","2023-01-02"
"27536","2022","COM","2020","543","15","558","2023-01-02"
"27537","2022","COM","2020","872","15","887","2023-01-02"
"27538","2022","COM","2020","541","9","550","2023-01-02"
"27539","2022","COM","2020","386","6","392","2023-01-02"
"27540","2022","COM","2020","660","12","672","2023-01-02"
"27541","2022","COM","2020","202","5","207","2023-01-02"
"27542","2022","COM","2020","889","12","901","2023-01-02"
"27543","2022","COM","2020","879","11","890","2023-01-02"
"27544","2022","COM","2020","202","5","207","2023-01-02"
"27545","2022","COM","2020","122","0","122","2023-01-02"
"27546","2022","COM","2020","168","2","170","2023-01-02"
"27547","2022","COM","2020","864","21","885","2023-01-02"
"27548","2022","COM","2020","1179","25","1204","2023-01-02"
"27550","2022","COM","2020","307","7","314","2023-01-02"
"27552","2022","COM","2020","237","6","243","2023-01-02"
"27553","2022","COM","2020","418","2","420","2023-01-02"
"27554","2022","COM","2020","3319","105","3424","2023-01-02"
"27555","2022","COM","2020","246","5","251","2023-01-02"
"27556","2022","COM","2020","65","0","65","2023-01-02"
"27557","2022","COM","2020","466","6","472","2023-01-02"
"27558","2022","COM","2020","177","6","183","2023-01-02"
"27560","2022","COM","2020","249","12","261","2023-01-02"
"27561","2022","COM","2020","658","11","669","2023-01-02"
"27562","2022","COM","2020","4412","135","4547","2023-01-02"
"27563","2022","COM","2020","831","23","854","2023-01-02"
"27564","2022","COM","2020","334","5","339","2023-01-02"
"27565","2022","COM","2020","684","9","693","2023-01-02"
"27567","2022","COM","2020","280","6","286","2023-01-02"
"27568","2022","COM","2020","496","8","504","2023-01-02"
"27569","2022","COM","2020","247","10","257","2023-01-02"
"27570","2022","COM","2020","102","2","104","2023-01-02"
"27571","2022","COM","2020","336","11","347","2023-01-02"
"27572","2022","COM","2020","299","4","303","2023-01-02"
"27576","2022","COM","2020","647","15","662","2023-01-02"
"27577","2022","COM","2020","435","11","446","2023-01-02"
"27578","2022","COM","2020","591","12","603","2023-01-02"
"27579","2022","COM","2020","101","2","103","2023-01-02"
"27580","2022","COM","2020","2452","29","2481","2023-01-02"
"27582","2022","COM","2020","1747","16","1763","2023-01-02"
"27584","2022","COM","2020","277","9","286","2023-01-02"
"27586","2022","COM","2020","173","1","174","2023-01-02"
"27587","2022","COM","2020","789","6","795","2023-01-02"
"27589","2022","COM","2020","977","32","1009","2023-01-02"
"27590","2022","COM","2020","239","4","243","2023-01-02"
"27591","2022","COM","2020","589","11","600","2023-01-02"
"27592","2022","COM","2020","244","3","247","2023-01-02"
"27593","2022","COM","2020","1634","22","1656","2023-01-02"
"27594","2022","COM","2020","272","3","275","2023-01-02"
"27595","2022","COM","2020","995","19","1014","2023-01-02"
"27597","2022","COM","2020","589","1","590","2023-01-02"
"27598","2022","COM","2020","1240","22","1262","2023-01-02"
"27599","2022","COM","2020","918","10","928","2023-01-02"
"27601","2022","COM","2020","431","12","443","2023-01-02"
"27602","2022","COM","2020","5561","167","5728","2023-01-02"
"27603","2022","COM","2020","310","6","316","2023-01-02"
"27604","2022","COM","2020","154","2","156","2023-01-02"
"27605","2022","COM","2020","229","4","233","2023-01-02"
"27606","2022","COM","2020","482","4","486","2023-01-02"
"27608","2022","COM","2020","444","9","453","2023-01-02"
"27609","2022","COM","2020","339","6","345","2023-01-02"
"27610","2022","COM","2020","55","1","56","2023-01-02"
"27611","2022","COM","2020","316","10","326","2023-01-02"
"27612","2022","COM","2020","335","9","344","2023-01-02"
"27613","2022","COM","2020","376","5","381","2023-01-02"
"27614","2022","COM","2020","173","2","175","2023-01-02"
"27615","2022","COM","2020","194","5","199","2023-01-02"
"27616","2022","COM","2020","1889","53","1942","2023-01-02"
"27617","2022","COM","2020","530","9","539","2023-01-02"
"27618","2022","COM","2020","465","11","476","2023-01-02"
"27620","2022","COM","2020","468","2","470","2023-01-02"
"27621","2022","COM","2020","172","5","177","2023-01-02"
"27622","2022","COM","2020","1793","45","1838","2023-01-02"
"27623","2022","COM","2020","491","14","505","2023-01-02"
"27624","2022","COM","2020","877","23","900","2023-01-02"
"27625","2022","COM","2020","354","6","360","2023-01-02"
"27627","2022","COM","2020","243","12","255","2023-01-02"
"27629","2022","COM","2020","1781","22","1803","2023-01-02"
"27630","2022","COM","2020","321","32","353","2023-01-02"
"27631","2022","COM","2020","371","4","375","2023-01-02"
"27632","2022","COM","2020","596","8","604","2023-01-02"
"27633","2022","COM","2020","497","4","501","2023-01-02"
"27635","2022","COM","2020","141","1","142","2023-01-02"
"27638","2022","COM","2020","3734","55","3789","2023-01-02"
"27640","2022","COM","2020","190","4","194","2023-01-02"
"27641","2022","COM","2020","262","5","267","2023-01-02"
"27643","2022","COM","2020","1059","16","1075","2023-01-02"
"27644","2022","COM","2020","566","41","607","2023-01-02"
"27645","2022","COM","2020","155","4","159","2023-01-02"
"27646","2022","COM","2020","443","5","448","2023-01-02"
"27649","2022","COM","2020","353","7","360","2023-01-02"
"27650","2022","COM","2020","464","8","472","2023-01-02"
"27652","2022","COM","2020","305","8","313","2023-01-02"
"27654","2022","COM","2020","1127","12","1139","2023-01-02"
"27655","2022","COM","2020","731","160","891","2023-01-02"
"27656","2022","COM","2020","1294","32","1326","2023-01-02"
"27658","2022","COM","2020","369","9","378","2023-01-02"
"27659","2022","COM","2020","127","6","133","2023-01-02"
"27660","2022","COM","2020","236","2","238","2023-01-02"
"27661","2022","COM","2020","424","9","433","2023-01-02"
"27662","2022","COM","2020","336","5","341","2023-01-02"
"27663","2022","COM","2020","169","4","173","2023-01-02"
"27664","2022","COM","2020","516","8","524","2023-01-02"
"27665","2022","COM","2020","756","13","769","2023-01-02"
"27666","2022","COM","2020","570","19","589","2023-01-02"
"27667","2022","COM","2020","392","11","403","2023-01-02"
"27668","2022","COM","2020","690","11","701","2023-01-02"
"27669","2022","COM","2020","431","8","439","2023-01-02"
"27670","2022","COM","2020","966","18","984","2023-01-02"
"27671","2022","COM","2020","163","0","163","2023-01-02"
"27672","2022","COM","2020","355","1","356","2023-01-02"
"27673","2022","COM","2020","176","4","180","2023-01-02"
"27674","2022","COM","2020","268","10","278","2023-01-02"
"27677","2022","COM","2020","405","6","411","2023-01-02"
"27678","2022","COM","2020","1043","23","1066","2023-01-02"
"27679","2022","COM","2020","7374","343","7717","2023-01-02"
"27680","2022","COM","2020","189","6","195","2023-01-02"
"27681","2022","COM","2020","24056","622","24678","2023-01-02"
"27682","2022","COM","2020","639","16","655","2023-01-02"
"27683","2022","COM","2020","231","3","234","2023-01-02"
"27684","2022","COM","2020","838","11","849","2023-01-02"
"27685","2022","COM","2020","663","19","682","2023-01-02"
"27686","2022","COM","2020","48","0","48","2023-01-02"
"27689","2022","COM","2020","350","17","367","2023-01-02"
"27690","2022","COM","2020","312","7","319","2023-01-02"
"27691","2022","COM","2020","865","19","884","2023-01-02"
"27692","2022","COM","2020","164","7","171","2023-01-02"
"27693","2022","COM","2020","1299","32","1331","2023-01-02"
"27694","2022","COM","2020","319","15","334","2023-01-02"
"27695","2022","COM","2020","265","11","276","2023-01-02"
"27696","2022","COM","2020","908","22","930","2023-01-02"
"27697","2022","COM","2020","329","17","346","2023-01-02"
"27698","2022","COM","2020","564","13","577","2023-01-02"
"27699","2022","COM","2020","118","3","121","2023-01-02"
"27700","2022","COM","2020","727","14","741","2023-01-02"
"27701","2022","COM","2020","12702","286","12988","2023-01-02"
"28001","2022","COM","2020","2409","46","2455","2023-01-02"
"28003","2022","COM","2020","141","4","145","2023-01-02"
"28004","2022","COM","2020","316","3","319","2023-01-02"
"28005","2022","COM","2020","751","87","838","2023-01-02"
"28006","2022","COM","2020","1809","47","1856","2023-01-02"
"28007","2022","COM","2020","2689","104","2793","2023-01-02"
"28008","2022","COM","2020","208","2","210","2023-01-02"
"28009","2022","COM","2020","71","1","72","2023-01-02"
"28010","2022","COM","2020","323","8","331","2023-01-02"
"28012","2022","COM","2020","3580","59","3639","2023-01-02"
"28013","2022","COM","2020","1565","24","1589","2023-01-02"
"28014","2022","COM","2020","686","7","693","2023-01-02"
"28015","2022","COM","2020","6230","94","6324","2023-01-02"
"28016","2022","COM","2020","118","6","124","2023-01-02"
"28018","2022","COM","2020","1492","16","1508","2023-01-02"
"28019","2022","COM","2020","204","3","207","2023-01-02"
"28021","2022","COM","2020","1597","30","1627","2023-01-02"
"28022","2022","COM","2020","1146","31","1177","2023-01-02"
"28023","2022","COM","2020","1367","26","1393","2023-01-02"
"28024","2022","COM","2020","1780","61","1841","2023-01-02"
"28025","2022","COM","2020","100","2","102","2023-01-02"
"28026","2022","COM","2020","243","0","243","2023-01-02"
"28027","2022","COM","2020","1223","20","1243","2023-01-02"
"28028","2022","COM","2020","260","4","264","2023-01-02"
"28029","2022","COM","2020","322","6","328","2023-01-02"
"28030","2022","COM","2020","278","5","283","2023-01-02"
"28031","2022","COM","2020","386","111","497","2023-01-02"
"28032","2022","COM","2020","343","4","347","2023-01-02"
"28033","2022","COM","2020","797","32","829","2023-01-02"
"28034","2022","COM","2020","890","13","903","2023-01-02"
"28035","2022","COM","2020","969","23","992","2023-01-02"
"28036","2022","COM","2020","842","21","863","2023-01-02"
"28037","2022","COM","2020","337","4","341","2023-01-02"
"28038","2022","COM","2020","118","4","122","2023-01-02"
"28039","2022","COM","2020","1670","32","1702","2023-01-02"
"28040","2022","COM","2020","320","9","329","2023-01-02"
"28041","2022","COM","2020","278","4","282","2023-01-02"
"28045","2022","COM","2020","228","6","234","2023-01-02"
"28046","2022","COM","2020","480","8","488","2023-01-02"
"28047","2022","COM","2020","718","15","733","2023-01-02"
"28048","2022","COM","2020","744","14","758","2023-01-02"
"28049","2022","COM","2020","244","5","249","2023-01-02"
"28050","2022","COM","2020","268","6","274","2023-01-02"
"28051","2022","COM","2020","4841","101","4942","2023-01-02"
"28052","2022","COM","2020","746","15","761","2023-01-02"
"28053","2022","COM","2020","246","3","249","2023-01-02"
"28054","2022","COM","2020","506","10","516","2023-01-02"
"28055","2022","COM","2020","563","9","572","2023-01-02"
"28056","2022","COM","2020","1676","45","1721","2023-01-02"
"28057","2022","COM","2020","598","9","607","2023-01-02"
"28058","2022","COM","2020","363","4","367","2023-01-02"
"28059","2022","COM","2020","1814","26","1840","2023-01-02"
"28060","2022","COM","2020","264","4","268","2023-01-02"
"28061","2022","COM","2020","3265","37","3302","2023-01-02"
"28062","2022","COM","2020","904","15","919","2023-01-02"
"28064","2022","COM","2020","2026","51","2077","2023-01-02"
"28065","2022","COM","2020","107","5","112","2023-01-02"
"28067","2022","COM","2020","89","2","91","2023-01-02"
"28068","2022","COM","2020","431","12","443","2023-01-02"
"28070","2022","COM","2020","3737","111","3848","2023-01-02"
"28071","2022","COM","2020","702","3","705","2023-01-02"
"28072","2022","COM","2020","405","12","417","2023-01-02"
"28073","2022","COM","2020","344","5","349","2023-01-02"
"28074","2022","COM","2020","247","4","251","2023-01-02"
"28075","2022","COM","2020","1014","180","1194","2023-01-02"
"28076","2022","COM","2020","196","3","199","2023-01-02"
"28077","2022","COM","2020","169","4","173","2023-01-02"
"28078","2022","COM","2020","184","4","188","2023-01-02"
"28079","2022","COM","2020","296","4","300","2023-01-02"
"28080","2022","COM","2020","255","3","258","2023-01-02"
"28081","2022","COM","2020","302","5","307","2023-01-02"
"28082","2022","COM","2020","646","14","660","2023-01-02"
"28084","2022","COM","2020","690","22","712","2023-01-02"
"28085","2022","COM","2020","38443","1068","39511","2023-01-02"
"28086","2022","COM","2020","320","8","328","2023-01-02"
"28087","2022","COM","2020","240","4","244","2023-01-02"
"28088","2022","COM","2020","12949","310","13259","2023-01-02"
"28089","2022","COM","2020","2614","33","2647","2023-01-02"
"28090","2022","COM","2020","107","3","110","2023-01-02"
"28091","2022","COM","2020","146","3","149","2023-01-02"
"28092","2022","COM","2020","230","6","236","2023-01-02"
"28094","2022","COM","2020","1662","27","1689","2023-01-02"
"28095","2022","COM","2020","281","6","287","2023-01-02"
"28096","2022","COM","2020","1264","19","1283","2023-01-02"
"28098","2022","COM","2020","1829","48","1877","2023-01-02"
"28099","2022","COM","2020","1096","21","1117","2023-01-02"
"28100","2022","COM","2020","452","6","458","2023-01-02"
"28102","2022","COM","2020","716","9","725","2023-01-02"
"28103","2022","COM","2020","5618","106","5724","2023-01-02"
"28104","2022","COM","2020","911","28","939","2023-01-02"
"28105","2022","COM","2020","552","6","558","2023-01-02"
"28106","2022","COM","2020","400","11","411","2023-01-02"
"28107","2022","COM","2020","356","9","365","2023-01-02"
"28108","2022","COM","2020","231","8","239","2023-01-02"
"28109","2022","COM","2020","319","5","324","2023-01-02"
"28110","2022","COM","2020","4042","118","4160","2023-01-02"
"28111","2022","COM","2020","366","13","379","2023-01-02"
"28113","2022","COM","2020","1337","32","1369","2023-01-02"
"28114","2022","COM","2020","135","0","135","2023-01-02"
"28116","2022","COM","2020","2812","62","2874","2023-01-02"
"28117","2022","COM","2020","266","9","275","2023-01-02"
"28118","2022","COM","2020","426","15","441","2023-01-02"
"28119","2022","COM","2020","148","2","150","2023-01-02"
"28120","2022","COM","2020","449","2","451","2023-01-02"
"28121","2022","COM","2020","110","0","110","2023-01-02"
"28122","2022","COM","2020","1499","23","1522","2023-01-02"
"28123","2022","COM","2020","449","5","454","2023-01-02"
"28124","2022","COM","2020","746","18","764","2023-01-02"
"28126","2022","COM","2020","199","4","203","2023-01-02"
"28127","2022","COM","2020","1250","26","1276","2023-01-02"
"28128","2022","COM","2020","434","6","440","2023-01-02"
"28129","2022","COM","2020","775","21","796","2023-01-02"
"28130","2022","COM","2020","996","13","1009","2023-01-02"
"28132","2022","COM","2020","662","16","678","2023-01-02"
"28134","2022","COM","2020","30744","495","31239","2023-01-02"
"28135","2022","COM","2020","1208","57","1265","2023-01-02"
"28136","2022","COM","2020","164","1","165","2023-01-02"
"28137","2022","COM","2020","829","17","846","2023-01-02"
"28139","2022","COM","2020","184","1","185","2023-01-02"
"28140","2022","COM","2020","5601","68","5669","2023-01-02"
"28141","2022","COM","2020","319","11","330","2023-01-02"
"28142","2022","COM","2020","182","2","184","2023-01-02"
"28143","2022","COM","2020","245","3","248","2023-01-02"
"28144","2022","COM","2020","206","7","213","2023-01-02"
"28146","2022","COM","2020","852","9","861","2023-01-02"
"28147","2022","COM","2020","609","10","619","2023-01-02"
"28148","2022","COM","2020","371","11","382","2023-01-02"
"28149","2022","COM","2020","581","16","597","2023-01-02"
"28151","2022","COM","2020","176","5","181","2023-01-02"
"28153","2022","COM","2020","207","6","213","2023-01-02"
"28154","2022","COM","2020","1699","33","1732","2023-01-02"
"28155","2022","COM","2020","199","5","204","2023-01-02"
"28156","2022","COM","2020","894","16","910","2023-01-02"
"28157","2022","COM","2020","130","3","133","2023-01-02"
"28158","2022","COM","2020","1127","28","1155","2023-01-02"
"28159","2022","COM","2020","346","4","350","2023-01-02"
"28160","2022","COM","2020","864","8","872","2023-01-02"
"28161","2022","COM","2020","499","7","506","2023-01-02"
"28162","2022","COM","2020","294","5","299","2023-01-02"
"28163","2022","COM","2020","215","3","218","2023-01-02"
"28164","2022","COM","2020","737","10","747","2023-01-02"
"28166","2022","COM","2020","255","2","257","2023-01-02"
"28167","2022","COM","2020","382","7","389","2023-01-02"
"28168","2022","COM","2020","3641","66","3707","2023-01-02"
"28169","2022","COM","2020","225","7","232","2023-01-02"
"28170","2022","COM","2020","283","6","289","2023-01-02"
"28171","2022","COM","2020","943","22","965","2023-01-02"
"28172","2022","COM","2020","774","16","790","2023-01-02"
"28173","2022","COM","2020","1489","33","1522","2023-01-02"
"28175","2022","COM","2020","177","3","180","2023-01-02"
"28176","2022","COM","2020","680","13","693","2023-01-02"
"28177","2022","COM","2020","751","14","765","2023-01-02"
"28178","2022","COM","2020","325","6","331","2023-01-02"
"28180","2022","COM","2020","491","13","504","2023-01-02"
"28182","2022","COM","2020","316","2","318","2023-01-02"
"28183","2022","COM","2020","682","13","695","2023-01-02"
"28184","2022","COM","2020","341","4","345","2023-01-02"
"28185","2022","COM","2020","1307","21","1328","2023-01-02"
"28187","2022","COM","2020","661","14","675","2023-01-02"
"28188","2022","COM","2020","948","16","964","2023-01-02"
"28189","2022","COM","2020","178","4","182","2023-01-02"
"28190","2022","COM","2020","459","13","472","2023-01-02"
"28191","2022","COM","2020","2675","57","2732","2023-01-02"
"28192","2022","COM","2020","319","3","322","2023-01-02"
"28193","2022","COM","2020","131","3","134","2023-01-02"
"28194","2022","COM","2020","403","16","419","2023-01-02"
"28195","2022","COM","2020","749","12","761","2023-01-02"
"28196","2022","COM","2020","3237","50","3287","2023-01-02"
"28197","2022","COM","2020","139","1","140","2023-01-02"
"28198","2022","COM","2020","796","11","807","2023-01-02"
"28199","2022","COM","2020","2541","44","2585","2023-01-02"
"28200","2022","COM","2020","421","5","426","2023-01-02"
"28201","2022","COM","2020","1970","44","2014","2023-01-02"
"28202","2022","COM","2020","325","6","331","2023-01-02"
"28203","2022","COM","2020","641","6","647","2023-01-02"
"28206","2022","COM","2020","671","13","684","2023-01-02"
"28207","2022","COM","2020","233","3","236","2023-01-02"
"28208","2022","COM","2020","378","14","392","2023-01-02"
"28209","2022","COM","2020","5629","159","5788","2023-01-02"
"28210","2022","COM","2020","224","2","226","2023-01-02"
"28211","2022","COM","2020","577","7","584","2023-01-02"
"28212","2022","COM","2020","202","9","211","2023-01-02"
"28213","2022","COM","2020","676","11","687","2023-01-02"
"28214","2022","COM","2020","3327","81","3408","2023-01-02"
"28215","2022","COM","2020","252","6","258","2023-01-02"
"28216","2022","COM","2020","204","1","205","2023-01-02"
"28217","2022","COM","2020","179","2","181","2023-01-02"
"28218","2022","COM","2020","15525","209","15734","2023-01-02"
"28219","2022","COM","2020","413","10","423","2023-01-02"
"28220","2022","COM","2020","6686","313","6999","2023-01-02"
"28221","2022","COM","2020","135","7","142","2023-01-02"
"28222","2022","COM","2020","385","10","395","2023-01-02"
"28223","2022","COM","2020","1563","23","1586","2023-01-02"
"28225","2022","COM","2020","645","11","656","2023-01-02"
"28226","2022","COM","2020","896","15","911","2023-01-02"
"28227","2022","COM","2020","4494","78","4572","2023-01-02"
"28229","2022","COM","2020","11186","259","11445","2023-01-02"
"28230","2022","COM","2020","384","7","391","2023-01-02"
"28231","2022","COM","2020","169","4","173","2023-01-02"
"28232","2022","COM","2020","592","30","622","2023-01-02"
"28233","2022","COM","2020","1156","26","1182","2023-01-02"
"28234","2022","COM","2020","476","8","484","2023-01-02"
"28235","2022","COM","2020","383","3","386","2023-01-02"
"28236","2022","COM","2020","2190","42","2232","2023-01-02"
"28237","2022","COM","2020","207","4","211","2023-01-02"
"28239","2022","COM","2020","983","25","1008","2023-01-02"
"28240","2022","COM","2020","507","8","515","2023-01-02"
"28242","2022","COM","2020","101","1","102","2023-01-02"
"28243","2022","COM","2020","212","7","219","2023-01-02"
"28245","2022","COM","2020","367","9","376","2023-01-02"
"28246","2022","COM","2020","533","9","542","2023-01-02"
"28247","2022","COM","2020","570","15","585","2023-01-02"
"28248","2022","COM","2020","332","5","337","2023-01-02"
"28249","2022","COM","2020","617","14","631","2023-01-02"
"28251","2022","COM","2020","1063","27","1090","2023-01-02"
"28252","2022","COM","2020","186","3","189","2023-01-02"
"28253","2022","COM","2020","1091","82","1173","2023-01-02"
"28254","2022","COM","2020","797","13","810","2023-01-02"
"28255","2022","COM","2020","166","2","168","2023-01-02"
"28256","2022","COM","2020","444","14","458","2023-01-02"
"28257","2022","COM","2020","87","2","89","2023-01-02"
"28259","2022","COM","2020","332","5","337","2023-01-02"
"28260","2022","COM","2020","100","5","105","2023-01-02"
"28261","2022","COM","2020","597","12","609","2023-01-02"
"28263","2022","COM","2020","252","6","258","2023-01-02"
"28264","2022","COM","2020","138","3","141","2023-01-02"
"28265","2022","COM","2020","258","2","260","2023-01-02"
"28267","2022","COM","2020","514","5","519","2023-01-02"
"28268","2022","COM","2020","16","2","18","2023-01-02"
"28269","2022","COM","2020","1908","58","1966","2023-01-02"
"28270","2022","COM","2020","222","4","226","2023-01-02"
"28271","2022","COM","2020","136","4","140","2023-01-02"
"28272","2022","COM","2020","154","3","157","2023-01-02"
"28273","2022","COM","2020","139","2","141","2023-01-02"
"28274","2022","COM","2020","238","6","244","2023-01-02"
"28275","2022","COM","2020","667","15","682","2023-01-02"
"28276","2022","COM","2020","206","8","214","2023-01-02"
"28277","2022","COM","2020","304","13","317","2023-01-02"
"28278","2022","COM","2020","1484","34","1518","2023-01-02"
"28279","2022","COM","2020","3990","67","4057","2023-01-02"
"28280","2022","COM","2020","9433","433","9866","2023-01-02"
"28281","2022","COM","2020","513","15","528","2023-01-02"
"28282","2022","COM","2020","434","10","444","2023-01-02"
"28283","2022","COM","2020","283","5","288","2023-01-02"
"28284","2022","COM","2020","277","6","283","2023-01-02"
"28285","2022","COM","2020","352","9","361","2023-01-02"
"28286","2022","COM","2020","623","12","635","2023-01-02"
"28287","2022","COM","2020","1003","15","1018","2023-01-02"
"28289","2022","COM","2020","219","6","225","2023-01-02"
"28290","2022","COM","2020","284","9","293","2023-01-02"
"28291","2022","COM","2020","519","16","535","2023-01-02"
"28292","2022","COM","2020","751","14","765","2023-01-02"
"28293","2022","COM","2020","1190","27","1217","2023-01-02"
"28294","2022","COM","2020","523","13","536","2023-01-02"
"28296","2022","COM","2020","269","4","273","2023-01-02"
"28298","2022","COM","2020","2768","47","2815","2023-01-02"
"28299","2022","COM","2020","166","6","172","2023-01-02"
"28300","2022","COM","2020","160","6","166","2023-01-02"
"28301","2022","COM","2020","445","6","451","2023-01-02"
"28302","2022","COM","2020","1095","319","1414","2023-01-02"
"28303","2022","COM","2020","96","3","99","2023-01-02"
"28304","2022","COM","2020","438","7","445","2023-01-02"
"28305","2022","COM","2020","295","7","302","2023-01-02"
"28306","2022","COM","2020","191","3","194","2023-01-02"
"28308","2022","COM","2020","261","11","272","2023-01-02"
"28309","2022","COM","2020","1077","16","1093","2023-01-02"
"28310","2022","COM","2020","257","6","263","2023-01-02"
"28312","2022","COM","2020","128","2","130","2023-01-02"
"28313","2022","COM","2020","196","1","197","2023-01-02"
"28314","2022","COM","2020","128","4","132","2023-01-02"
"28315","2022","COM","2020","22","1","23","2023-01-02"
