﻿code_insee;nom_commune;code_departement;dose_rayonnements_telluriques;dose_rayonnements_cosmiques;dose_radon_maison_individuelle;dose_radon_habitat_collectif;dose_depots_essais_atmospheriques_et_tchernobyl
02181;Chéry-lès-Rozoy;02;518;310;1430;866;9
02182;Chevennes;02;523;308;1771;981;9
02183;Chevregny;02;398;305;1270;811;9
02184;Chevresis-Monceau;02;508;303;1647;939;9
02185;Chézy-en-Orxois;02;359;308;1278;814;9
02186;Chézy-sur-Marne;02;369;302;1120;761;9
02187;Chierry;02;337;304;1066;742;9
02188;Chigny;02;596;316;1452;873;9
02189;Chivres-en-Laonnois;02;518;303;1515;895;9
02190;Chivres-Val;02;372;303;1377;848;9
02191;Chivy-lès-Étouvelles;02;424;303;1270;812;9
02192;Chouy;02;362;310;1461;876;9
02193;Cierges;02;326;312;1418;862;9
02194;Cilly;02;536;305;1673;948;9
02195;Ciry-Salsogne;02;392;303;1392;853;9
02196;Clacy-et-Thierret;02;435;305;1335;833;9
02197;Clairfontaine;02;542;317;1178;780;9
02198;Clamecy;02;379;309;1364;843;9
02199;Clastres;02;474;304;1699;957;9
02200;Clermont-les-Fermes;02;522;309;1735;969;9
02201;Cœuvres-et-Valsery;02;372;306;1249;804;9
02203;Coincy;02;334;306;1399;855;9
02204;Coingt;02;523;316;1326;830;9
02205;Colligis-Crandelain;02;396;306;1261;808;9
02206;Colonfay;02;553;310;1604;925;9
02207;Commenchon;02;449;305;1473;881;9
02208;Concevreux;02;412;302;1207;790;9
02209;Condé-en-Brie;02;357;304;1156;773;9
02210;Condé-sur-Aisne;02;367;303;1393;853;9
02211;Condé-sur-Suippe;02;451;302;1646;939;9
02212;Condren;02;478;301;1614;928;9
02213;Connigis;02;344;304;1238;801;9
02214;Contescourt;02;480;305;1722;965;9
02215;Corbeny;02;427;305;1258;807;9
02216;Corcy;02;373;304;1299;821;9
02217;Coucy-le-Château-Auffrique;02;407;308;1184;782;9
02218;Coucy-lès-Eppes;02;458;306;1481;883;9
02219;Coucy-la-Ville;02;412;304;1202;788;9
02220;Coulonges-Cohan;02;329;309;1635;936;9
02221;Coupru;02;345;311;1326;830;9
02222;Courbes;02;458;302;1591;921;9
02223;Courboin;02;355;316;1202;788;9
02224;Courcelles-sur-Vesle;02;376;305;1322;829;9
02225;Courchamps;02;342;311;1324;830;9
02226;Courmelles;02;357;302;1423;863;9
02227;Courmont;02;327;313;1396;854;9
02228;Courtemont-Varennes;02;372;304;1418;862;9
02229;Courtrizy-et-Fussigny;02;441;309;1382;850;9
02230;Couvrelles;02;352;303;1378;848;9
02231;Couvron-et-Aumencourt;02;457;303;1625;932;9
02232;Coyolles;02;389;307;1510;893;9
02233;Cramaille;02;337;311;1554;908;9
02234;Craonne;02;402;304;1298;821;9
02235;Craonnelle;02;395;305;1316;827;9
02236;Crécy-au-Mont;02;429;303;1092;751;9
02237;Crécy-sur-Serre;02;508;303;1788;987;9
02238;Crépy;02;449;304;1337;834;9
02239;Crézancy;02;343;304;1188;784;9
02240;Croix-Fonsomme;02;572;305;1662;944;9
02241;La Croix-sur-Ourcq;02;338;307;1362;843;9
02242;Crouttes-sur-Marne;02;347;303;1351;839;9
02243;Crouy;02;377;302;1454;874;9
02244;Crupilly;02;567;311;1447;872;9
02245;Cuffies;02;370;302;1628;933;9
02246;Cugny;02;468;303;1618;930;9
02248;Cuirieux;02;497;304;1612;928;9
02249;Cuiry-Housse;02;342;306;1570;913;9
02250;Cuiry-lès-Chaudardes;02;408;301;1280;815;9
02251;Cuiry-lès-Iviers;02;523;314;1375;847;9
02252;Cuissy-et-Geny;02;401;311;1281;815;9
02253;Cuisy-en-Almont;02;378;308;1237;800;9
02254;Cutry;02;367;305;1225;796;9
02255;Cys-la-Commune;02;398;301;1653;942;9
02256;Dagny-Lambercy;02;524;315;1399;855;9
02257;Dallon;02;501;304;1649;940;9
02258;Dammard;02;354;309;1152;771;9
02259;Dampleux;02;386;311;1225;796;9
02260;Danizy;02;477;303;1388;852;9
02261;Dercy;02;519;303;1673;948;9
02262;Deuillet;02;439;306;1428;865;9
02263;Dhuizel;02;360;306;1337;834;9
02264;Dizy-le-Gros;02;589;307;1916;1031;9
02265;Dohis;02;524;317;1352;839;9
02266;Dolignon;02;516;311;1420;863;9
02267;Dommiers;02;362;309;1277;814;9
02268;Domptin;02;343;307;1304;823;9
02269;Dorengt;02;580;310;1352;839;9
02270;Douchy;02;492;305;1723;965;9
02271;Dravegny;02;329;312;1497;889;9
02272;Droizy;02;346;308;1654;942;9
02273;Dury;02;484;303;1713;962;9
02274;Ébouleau;02;507;307;1765;980;9
02275;Effry;02;533;310;1316;827;9
02276;Englancourt;02;594;312;1491;887;9
02277;Épagny;02;394;303;1179;780;9
02278;Éparcy;02;527;311;1301;822;9
02279;Épaux-Bézu;02;333;307;1231;798;9
02280;Épieds;02;327;311;1340;835;9
02281;L'Épine-aux-Bois;02;374;312;1266;810;9
02282;Eppes;02;437;304;1376;848;9
02283;Erlon;02;528;304;1805;993;9
02284;Erloy;02;589;317;1528;899;9
02286;Esquéhéries;02;581;312;1508;892;9
02287;Essigny-le-Grand;02;482;306;1791;988;9
02288;Essigny-le-Petit;02;551;307;1683;952;9
02289;Essises;02;348;302;1115;759;9
02290;Essômes-sur-Marne;02;361;303;1119;760;9
02291;Estrées;02;586;308;1967;1048;9
02292;Étampes-sur-Marne;02;355;304;1019;726;9
02293;Étaves-et-Bocquiaux;02;567;311;1681;951;9
02294;Étouvelles;02;416;302;1267;811;9
02295;Étréaupont;02;572;308;1707;960;9
02296;Étreillers;02;506;305;1703;959;9
02297;Étrépilly;02;329;313;1279;815;9
02298;Étreux;02;593;308;1204;789;9
02299;Évergnicourt;02;480;302;1673;948;9
02302;Faverolles;02;375;312;1232;799;9
02303;Fayet;02;527;306;1675;949;9
02304;La Fère;02;480;301;1207;790;9
02305;Fère-en-Tardenois;02;331;308;1195;786;9
02306;La Ferté-Chevresis;02;498;303;1551;907;9
02307;La Ferté-Milon;02;377;303;1152;771;9
02308;Fesmy-le-Sart;02;631;311;1308;824;9
02309;Festieux;02;437;306;1363;843;9
02310;Fieulaine;02;553;310;1621;931;9
02311;Filain;02;392;305;1314;827;9
02312;La Flamengrie;02;556;315;988;716;9
02313;Flavigny-le-Grand-et-Beaurain;02;593;306;1386;851;9
02315;Flavy-le-Martel;02;468;304;1728;967;9
02316;Fleury;02;380;308;1240;801;9
02317;Fluquières;02;493;305;1714;962;9
02318;Folembray;02;426;304;1086;749;9
02319;Fonsomme;02;554;305;1531;900;9
02320;Fontaine-lès-Clercs;02;492;304;1714;962;9
02321;Fontaine-lès-Vervins;02;537;315;1512;894;9
02322;Fontaine-Notre-Dame;02;545;303;1632;934;9
02323;Fontaine-Uterte;02;566;310;1684;952;9
02324;Fontenelle;02;572;315;1467;878;9
02326;Fontenoy;02;399;308;1137;766;9
02327;Foreste;02;499;305;1718;964;9
02328;Fossoy;02;370;312;1201;788;9
02329;Fourdrain;02;445;304;1434;867;9
02330;Francilly-Selency;02;518;307;1623;931;9
02331;Franqueville;02;523;309;1983;1054;9
02332;Fresnes-en-Tardenois;02;326;312;1404;857;9
02333;Fresnes-sous-Coucy;02;419;314;1335;833;9
02334;Fresnoy-le-Grand;02;582;307;1750;974;9
02335;Fressancourt;02;440;303;1463;877;9
02336;Frières-Faillouël;02;460;304;2117;1099;9
02337;Froidestrées;02;551;318;1396;854;9
02338;Froidmont-Cohartille;02;517;303;1596;922;9
02339;Gandelu;02;379;304;1336;834;9
02340;Gauchy;02;477;306;1598;923;9
02341;Gercy;02;531;315;1685;952;9
02342;Gergny;02;569;310;1521;897;9
02343;Germaine;02;499;303;1721;964;9
02345;Gibercourt;02;476;305;1696;956;9
02346;Gizy;02;494;303;1119;760;9
02347;Gland;02;362;304;1178;780;9
02349;Goudelancourt-lès-Berrieux;02;442;306;1385;851;9
02350;Goudelancourt-lès-Pierrepont;02;505;305;1690;954;9
02351;Goussancourt;02;330;314;1377;848;9
02352;Gouy;02;599;306;1870;1015;9
02353;Grandlup-et-Fay;02;513;305;1488;885;9
02354;Grandrieux;02;521;318;1380;849;9
02355;Gricourt;02;541;306;1847;1007;9
02356;Grisolles;02;334;312;1338;834;9
02357;Gronard;02;555;309;1704;959;9
02358;Grougis;02;575;312;1606;926;9
02359;Grugies;02;483;303;1664;945;9
02360;Villeneuve-sur-Aisne;02;459;302;1935;1037;9
02361;Guise;02;594;306;1147;770;9
02362;Guivry;02;450;307;1487;885;9
02363;Guny;02;434;302;1116;759;9
02364;Guyencourt;02;387;307;1287;817;9
02366;Hannapes;02;590;306;1397;855;9
02367;Happencourt;02;486;305;1731;968;9
02368;Haramont;02;389;309;1066;742;9
02369;Harcigny;02;521;312;1747;974;9
02370;Hargicourt;02;575;306;1847;1007;9
02371;Harly;02;498;304;1671;948;9
02372;Hartennes-et-Taux;02;346;311;1822;999;9
02373;Hary;02;553;308;1671;947;9
02374;Lehaucourt;02;557;305;1883;1020;9
02375;Hautevesnes;02;345;313;1325;830;9
02376;Hauteville;02;569;304;1549;906;9
02377;Haution;02;548;314;1601;924;9
02378;La Hérie;02;525;311;1259;808;9
02379;Le Hérie-la-Viéville;02;532;310;1797;990;9
02380;Hinacourt;02;479;305;1696;956;9
02381;Hirson;02;562;314;1042;734;9
02382;Holnon;02;522;307;1587;919;9
02383;Homblières;02;535;304;2032;1070;9
02384;Houry;02;555;307;1802;992;9
02385;Housset;02;520;310;1825;1000;9
02386;Iron;02;580;306;1398;855;9
02387;Itancourt;02;497;307;1713;962;9
02388;Iviers;02;523;320;1224;796;9
02389;Jaulgonne;02;328;304;1592;921;9
02390;Jeancourt;02;544;306;1824;999;9
02391;Jeantes;02;524;314;1180;781;9
02392;Joncourt;02;586;310;1961;1046;9
02393;Jouaignes;02;340;304;1420;862;9
02395;Jumencourt;02;427;304;1210;791;9
02396;Jumigny;02;376;301;1327;831;9
02397;Jussy;02;468;303;1728;967;9
02398;Juvigny;02;387;309;1281;815;9
02399;Juvincourt-et-Damary;02;434;302;1413;860;9
02400;Laffaux;02;389;311;1347;838;9
02401;Laigny;02;538;315;1585;919;9
02402;Lanchy;02;505;305;1729;967;9
02403;Landifay-et-Bertaignemont;02;541;308;2082;1087;9
02404;Landouzy-la-Cour;02;527;318;1406;858;9
02405;Landouzy-la-Ville;02;527;314;1323;830;9
02406;Landricourt;02;429;303;1234;799;9
02407;Laniscourt;02;433;304;1399;855;9
02408;Laon;02;446;313;1129;764;9
02409;Lappion;02;530;305;1582;917;9
02410;Largny-sur-Automne;02;391;309;1132;765;9
02411;Latilly;02;340;309;1335;833;9
02412;Launoy;02;346;309;1659;944;9
02413;Laval-en-Laonnois;02;412;303;1214;792;9
02414;Lavaqueresse;02;575;311;1424;864;9
02415;Laversine;02;372;302;1216;793;9
02416;Lemé;02;543;312;1750;975;9
02417;Lempire;02;574;309;1936;1038;9
02418;Lerzy;02;556;316;1419;862;9
02419;Leschelle;02;571;316;1467;878;9
02420;Lesdins;02;552;305;1698;957;9
02421;Lesges;02;345;305;1448;872;9
02422;Lesquielles-Saint-Germain;02;602;309;1415;861;9
02423;Leuilly-sous-Coucy;02;425;304;1147;770;9
02424;Leury;02;378;302;1356;841;9
02425;Leuze;02;528;313;1439;869;9
02426;Levergies;02;569;306;1825;1000;9
02427;Lhuys;02;336;303;1451;873;9
02428;Licy-Clignon;02;341;305;1340;835;9
02429;Lierval;02;399;306;1235;800;9
02430;Liesse-Notre-Dame;02;513;303;1336;834;9
02431;Liez;02;467;302;1617;929;9
02432;Limé;02;379;302;1322;829;9
02433;Lislet;02;534;310;1288;818;9
02435;Logny-lès-Aubenton;02;530;313;1523;897;9
02438;Longpont;02;367;304;1267;810;9
02439;Les Septvallons;02;360;311;1274;813;9
02440;Lor;02;482;304;1530;900;9
02441;Louâtre;02;363;312;1327;831;9
02442;Loupeigne;02;331;306;1434;867;9
02443;Lucy-le-Bocage;02;340;313;1365;844;9
02444;Lugny;02;545;306;1907;1028;9
02445;Luzoir;02;570;311;1352;839;9
02446;Ly-Fontaine;02;478;304;1686;953;9
02447;Maast-et-Violaine;02;345;306;2053;1077;9
02448;Mâchecourt;02;513;304;1596;922;9
02449;Macogny;02;352;310;1239;801;9
02450;Macquigny;02;577;305;1537;902;9
02451;Magny-la-Fosse;02;566;306;2006;1061;9
02452;Maissemy;02;537;305;1830;1002;9
02453;Maizy;02;396;302;1228;797;9
02454;La Malmaison;02;479;304;1472;880;9
02455;Malzy;02;594;308;1422;863;9
02456;Manicamp;02;453;303;1257;807;9
02457;Marchais;02;512;303;1342;836;9
02458;Dhuys et Morin-en-Brie;02;382;316;1249;804;9
02459;Marcy;02;530;308;1744;973;9
02460;Marcy-sous-Marle;02;531;303;1901;1026;9
02461;Marest-Dampcourt;02;460;302;1372;846;9
02462;Mareuil-en-Dôle;02;333;309;1380;849;9
02463;Marfontaine;02;526;308;1897;1024;9
02464;Margival;02;382;304;1357;841;9
02465;Marigny-en-Orxois;02;349;313;1478;882;9
02466;Marizy-Sainte-Geneviève;02;361;308;1280;815;9
02467;Marizy-Saint-Mard;02;355;307;1284;816;9
02468;Marle;02;539;306;2101;1094;9
02469;Marly-Gomont;02;594;307;1484;884;9
02470;Martigny;02;525;304;1372;846;9
02471;Martigny-Courpierre;02;399;312;1259;808;9
02472;Mauregny-en-Haye;02;461;306;1410;859;9
02473;Mayot;02;471;302;1561;910;9
02474;Mennessis;02;462;302;1756;977;9
02476;Mennevret;02;596;309;1775;983;9
02477;Mercin-et-Vaux;02;387;301;1337;834;9
02478;Merlieux-et-Fouquerolles;02;423;306;1331;832;9
02480;Mesbrecourt-Richecourt;02;504;302;1627;933;9
02481;Mesnil-Saint-Laurent;02;505;308;1777;984;9
02482;Meurival;02;371;305;1145;769;9
02483;Mézières-sur-Oise;02;526;307;1656;942;9
02484;Mézy-Moulins;02;372;304;1313;826;9
02485;Missy-aux-Bois;02;359;309;1303;823;9
02486;Missy-lès-Pierrepont;02;504;303;1391;853;9
02487;Missy-sur-Aisne;02;391;302;1388;852;9
02488;Molain;02;606;308;1654;942;9
02489;Molinchart;02;434;304;1382;849;9
02490;Monampteuil;02;405;303;1252;805;9
02491;Monceau-le-Neuf-et-Faucouzy;02;516;304;1791;988;9
02492;Monceau-lès-Leups;02;461;303;1611;927;9
02493;Monceau-le-Waast;02;461;305;1367;845;9
02494;Monceau-sur-Oise;02;594;306;1436;868;9
02495;Mondrepuis;02;562;314;1153;772;9
02496;Monnes;02;348;305;1219;794;9
02497;Mons-en-Laonnois;02;443;304;1418;862;9
02498;Montaigu;02;507;308;1396;854;9
02499;Montbavin;02;427;313;1347;838;9
02500;Montbrehain;02;594;310;1781;985;9
02501;Montchâlons;02;423;309;1313;826;9
02502;Montcornet;02;528;307;1129;764;9
02503;Mont-d'Origny;02;557;305;1378;848;9
02504;Montescourt-Lizerolles;02;473;304;1660;944;9
02505;Montfaucon;02;360;313;1128;763;9
02506;Montgobert;02;373;307;1311;825;9
02507;Montgru-Saint-Hilaire;02;344;306;1375;847;9
02508;Monthenault;02;395;314;1251;805;9
02509;Monthiers;02;338;312;1324;830;9
02510;Monthurel;02;350;306;1223;796;9
02511;Montigny-en-Arrouaise;02;560;308;1605;925;9
02512;Montigny-l'Allier;02;391;304;1190;784;9
02513;Montigny-le-Franc;02;513;309;1774;982;9
02514;Montigny-Lengrain;02;403;308;1200;788;9
02515;Montigny-lès-Condé;02;360;315;1278;814;9
02516;Montigny-sous-Marle;02;537;304;1900;1025;9
02517;Montigny-sur-Crécy;02;488;307;1644;939;9
02518;Montlevon;02;370;314;1275;813;9
02519;Montloué;02;536;308;1633;935;9
02520;Mont-Notre-Dame;02;368;304;1428;865;9
02521;Montreuil-aux-Lions;02;349;308;1233;799;9
02522;Mont-Saint-Jean;02;529;322;1514;894;9
02523;Mont-Saint-Martin;02;328;313;1446;871;9
02524;Mont-Saint-Père;02;339;312;1325;830;9
02525;Morcourt;02;526;304;1643;938;9
02526;Morgny-en-Thiérache;02;520;312;1399;855;9
02527;Morsain;02;393;303;1083;748;9
02528;Mortefontaine;02;377;308;1262;809;9
02529;Mortiers;02;515;304;1620;930;9
02530;Moulins;02;374;304;1255;806;9
02531;Moussy-Verneuil;02;402;304;1237;800;9
02532;Moÿ-de-l'Aisne;02;520;302;1739;971;9
02533;Muret-et-Crouttes;02;343;306;1713;962;9
02534;Muscourt;02;370;305;1041;734;9
02535;Nampcelles-la-Cour;02;522;311;1482;883;9
02536;Nampteuil-sous-Muret;02;348;309;1655;942;9
02537;Nanteuil-la-Fosse;02;381;305;1359;842;9
02538;Nanteuil-Notre-Dame;02;335;305;1417;862;9
02539;Nauroy;02;576;306;2451;1213;9
02540;Nesles-la-Montagne;02;354;309;962;707;9
02541;Neufchâtel-sur-Aisne;02;474;302;1554;908;9
02542;Neuflieux;02;441;304;1417;861;9
02543;Neuilly-Saint-Front;02;352;306;1184;782;9
02544;Neuve-Maison;02;534;312;1227;797;9
02545;La Neuville-Bosmont;02;509;305;1738;971;9
02546;La Neuville-en-Beine;02;456;307;1535;901;9
02547;La Neuville-Housset;02;519;311;1835;1003;9
02548;La Neuville-lès-Dorengt;02;586;310;1329;831;9
02549;Neuville-Saint-Amand;02;499;308;1711;961;9
02550;Neuville-sur-Ailette;02;396;306;1269;811;9
02551;Neuville-sur-Margival;02;387;310;1329;831;9
02552;Neuvillette;02;552;304;1420;862;9
02553;Nizy-le-Comte;02;533;305;1472;880;9
02554;Nogentel;02;357;303;1058;739;9
02555;Nogent-l'Artaud;02;368;303;1371;846;9
02556;Noircourt;02;527;308;1580;917;9
02557;Noroy-sur-Ourcq;02;363;309;1334;833;9
02558;Le Nouvion-en-Thiérache;02;584;314;1423;863;9
02559;Nouvion-et-Catillon;02;501;302;1799;991;9
02560;Nouvion-le-Comte;02;497;303;1677;950;9
02561;Nouvion-le-Vineux;02;410;304;1176;779;9
02562;Nouvron-Vingré;02;384;307;1154;772;9
02563;Noyales;02;588;306;1537;902;9
02564;Noyant-et-Aconin;02;353;303;1451;873;9
02565;Œuilly;02;392;302;1212;792;9
02566;Ognes;02;465;302;1335;834;9
02567;Ohis;02;531;311;1266;810;9
02568;Oigny-en-Valois;02;384;311;1227;797;9
02569;Oisy;02;627;310;1282;816;9
02570;Ollezy;02;474;303;1687;953;9
02571;Omissy;02;535;304;1590;920;9
02572;Orainville;02;457;302;1122;761;9
02573;Orgeval;02;405;313;1283;816;9
02574;Origny-en-Thiérache;02;530;310;1194;786;9
02575;Origny-Sainte-Benoite;02;562;303;1237;800;9
02576;Osly-Courtil;02;398;302;1204;789;9
02577;Ostel;02;386;304;1406;858;9
02578;Oulches-la-Vallée-Foulon;02;388;305;1319;828;9
02579;Oulchy-la-Ville;02;346;308;1422;863;9
02580;Oulchy-le-Château;02;343;305;1414;860;9
02581;Paars;02;371;304;1374;847;9
02582;Paissy;02;387;311;1283;816;9
02583;Pancy-Courtecon;02;390;307;1261;808;9
02584;Papleux;02;559;316;1290;818;9
02585;Parcy-et-Tigny;02;351;309;1441;870;9
02586;Parfondeval;02;523;317;1384;850;9
02587;Parfondru;02;428;305;1317;827;9
02588;Pargnan;02;400;309;1253;806;9
02589;Pargny-Filain;02;397;305;1306;824;9
02590;Pargny-la-Dhuys;02;370;308;1311;825;9
02591;Pargny-les-Bois;02;492;309;1737;970;9
02592;Parpeville;02;521;308;1577;916;9
02593;Pasly;02;367;303;1428;865;9
02594;Passy-en-Valois;02;354;309;1250;805;9
02595;Passy-sur-Marne;02;373;304;1313;826;9
02596;Pavant;02;363;303;1335;834;9
02598;Pernant;02;394;302;1234;799;9
02599;Pierremande;02;429;302;1259;808;9
02600;Pierrepont;02;512;303;1420;862;9
02601;Pignicourt;02;470;302;1432;866;9
02602;Pinon;02;432;303;1326;831;9
02604;Pithon;02;486;302;1720;964;9
02605;Pleine-Selve;02;513;310;1618;930;9
02606;Le Plessier-Huleu;02;347;315;1479;883;9
02607;Ploisy;02;355;303;1376;847;9
02608;Plomion;02;526;313;1108;756;9
02609;Ployart-et-Vaurseine;02;416;307;1265;810;9
02610;Pommiers;02;383;302;1329;832;9
02612;Pont-Arcy;02;397;301;1205;789;9
02613;Pontavert;02;423;301;1339;835;9
02614;Pontru;02;559;304;1863;1013;9
02615;Pontruet;02;550;304;1891;1022;9
02616;Pont-Saint-Mard;02;430;304;1148;770;9
02617;Pouilly-sur-Serre;02;505;302;1572;914;9
02618;Prémont;02;634;312;1309;825;9
02619;Prémontré;02;422;306;1347;838;9
02620;Presles-et-Boves;02;397;301;1833;1003;9
02621;Presles-et-Thierny;02;409;304;1020;727;9
02622;Priez;02;343;309;1286;817;9
02623;Prisces;02;524;308;1765;979;9
02624;Proisy;02;559;308;1383;850;9
02625;Proix;02;563;307;1514;894;9
02626;Prouvais;02;456;307;1785;986;9
02627;Proviseux-et-Plesnoy;02;466;304;1652;941;9
02628;Puiseux-en-Retz;02;384;309;1346;837;9
02629;Puisieux-et-Clanlieu;02;553;310;1611;927;9
02631;Quierzy;02;451;301;1270;811;9
02632;Quincy-Basse;02;406;314;1262;809;9
02633;Quincy-sous-le-Mont;02;340;303;1386;851;9
02634;Raillimont;02;515;313;1424;864;9
02635;Ramicourt;02;586;308;1840;1005;9
02636;Regny;02;528;303;1618;930;9
02637;Remaucourt;02;548;304;1702;958;9
02638;Remies;02;467;302;1612;928;9
02639;Remigny;02;473;305;1672;948;9
02640;Renansart;02;487;307;1663;945;9
02641;Renneval;02;516;315;1437;868;9
02642;Résigny;02;522;314;1295;820;9
02643;Ressons-le-Long;02;400;303;1153;772;9
02644;Retheuil;02;378;304;1214;792;9
02645;Reuilly-Sauvigny;02;344;304;1336;834;9
02647;Ribeauville;02;605;310;1629;933;9
02648;Ribemont;02;543;304;1657;943;9
02649;Rocourt-Saint-Martin;02;333;309;1371;846;9
02650;Rocquigny;02;554;318;1108;756;9
02651;Rogécourt;02;443;302;1476;881;9
02652;Rogny;02;540;306;1862;1012;9
02653;Romeny-sur-Marne;02;342;302;1296;820;9
02654;Romery;02;592;307;1433;867;9
02655;Ronchères;02;331;317;1378;848;9
02656;Roucy;02;383;303;1106;756;9
02657;Rougeries;02;524;306;1981;1053;9
02658;Roupy;02;494;305;1717;963;9
02659;Rouvroy;02;514;304;1632;934;9
02660;Rouvroy-sur-Serre;02;515;316;1416;861;9
02661;Royaucourt-et-Chailvet;02;438;302;1317;827;9
02662;Rozet-Saint-Albin;02;350;305;1356;841;9
02663;Rozières-sur-Crise;02;354;304;1463;877;9
02664;Rozoy-Bellevalle;02;367;316;1227;797;9
02665;Grand-Rozoy;02;346;309;1438;869;9
02666;Rozoy-sur-Serre;02;521;309;1353;840;9
02667;Saconin-et-Breuil;02;363;303;1289;818;9
02668;Sains-Richaumont;02;535;311;1713;962;9
02670;Saint-Algis;02;589;307;1533;901;9
02671;Saint-Aubin;02;404;303;1093;751;9
02672;Saint-Bandry;02;373;300;1131;764;9
02673;Saint-Christophe-à-Berry;02;386;302;1141;768;9
02674;Saint-Clément;02;524;315;1371;846;9
02675;Sainte-Croix;02;419;309;1268;811;9
02676;Saint-Erme-Outre-et-Ramecourt;02;462;309;1441;870;9
02677;Saint-Eugène;02;351;303;1224;796;9
02678;Sainte-Geneviève;02;517;308;1427;865;9
02679;Saint-Gengoulph;02;378;309;1294;819;9
02680;Saint-Gobain;02;435;314;1583;918;9
02681;Saint-Gobert;02;530;308;2078;1086;9
02682;Saint-Mard;02;360;304;1522;897;9
02683;Saint-Martin-Rivière;02;613;308;1661;944;9
02684;Saint-Michel;02;562;315;1293;819;9
02685;Saint-Nicolas-aux-Bois;02;439;305;1451;873;9
02686;Saint-Paul-aux-Bois;02;448;303;1104;755;9
02687;Saint-Pierre-Aigle;02;369;308;1277;814;9
02688;Saint-Pierre-lès-Franqueville;02;530;309;1855;1010;9
02689;Saint-Pierremont;02;543;306;1963;1047;9
02690;Sainte-Preuve;02;508;304;1633;935;9
02691;Saint-Quentin;02;549;306;1377;848;9
02693;Saint-Rémy-Blanzy;02;355;310;1437;868;9
02694;Saint-Simon;02;476;304;1699;957;9
02695;Saint-Thibaut;02;331;306;1440;869;9
02696;Saint-Thomas;02;436;306;1365;844;9
02697;Samoussy;02;491;303;1321;829;9
02698;Sancy-les-Cheminots;02;386;306;1361;842;9
02699;Saponay;02;333;308;1402;856;9
02701;Saulchery;02;341;302;1332;832;9
02702;Savy;02;509;306;1684;952;9
02703;Seboncourt;02;579;312;1657;943;9
02704;Selens;02;400;303;1079;747;9
02705;La Selve;02;500;303;1510;893;9
02706;Septmonts;02;355;303;1469;879;9
02707;Septvaux;02;422;307;1414;860;9
02708;Sequehart;02;570;309;1780;985;9
02709;Serain;02;630;310;1484;884;9
02710;Seraucourt-le-Grand;02;485;303;1742;972;9
02711;Serches;02;353;309;1438;868;9
02712;Sergy;02;325;310;1442;870;9
02713;Seringes-et-Nesles;02;328;312;1372;846;9
02714;Sermoise;02;386;302;1397;855;9
02715;Serval;02;356;302;1279;815;9
02716;Servais;02;439;301;1454;874;9
02717;Séry-lès-Mézières;02;526;302;1554;908;9
02718;Silly-la-Poterie;02;366;303;1230;798;9
02719;Sinceny;02;468;304;1342;836;9
02720;Sissonne;02;509;303;1032;731;9
02721;Sissy;02;538;303;1653;942;9
02722;Soissons;02;406;301;1417;861;9
02723;Soize;02;521;310;1469;879;9
02724;Sommelans;02;340;310;1322;829;9
02725;Sommeron;02;544;317;1258;807;9
02726;Sommette-Eaucourt;02;485;303;1721;965;9
02727;Sons-et-Ronchères;02;512;309;2160;1114;9
02728;Sorbais;02;580;308;1739;971;9
02729;Soucy;02;379;309;1352;839;9
02730;Soupir;02;410;302;1401;856;9
02731;Le Sourd;02;554;312;1608;926;9
02732;Surfontaine;02;492;307;1641;938;9
02734;Taillefontaine;02;381;308;1221;795;9
02735;Tannières;02;337;307;1433;867;9
