id;date;code_insee_region;region;tmin;tmax;tmoy
2018-01-12T00:00:00-53;2018-01-12;53;Bretagne;-0.4;6.72;3.16
2018-01-13T00:00:00-28;2018-01-13;28;Normandie;1.5;5.58;3.54
2018-01-13T00:00:00-24;2018-01-13;24;Centre-Val de Loire;0.98;5.68;3.33
2018-01-14T00:00:00-28;2018-01-14;28;Normandie;-0.18;6.66;3.24
2018-01-14T00:00:00-53;2018-01-14;53;Bretagne;2.42;8.85;5.64
2018-01-15T00:00:00-75;2018-01-15;75;Nouvelle-Aquitaine;4.29;11.75;8.02
2018-01-15T00:00:00-53;2018-01-15;53;Bretagne;4.0;11.88;7.94
2018-01-15T00:00:00-94;2018-01-15;94;Corse;5.3;13.6;9.45
2018-01-16T00:00:00-93;2018-01-16;93;Provence-Alpes-Côte d'Azur;6.45;14.48;10.47
2018-01-16T00:00:00-44;2018-01-16;44;Grand Est;4.64;9.06;6.85
2018-01-16T00:00:00-32;2018-01-16;32;Hauts-de-France;5.12;8.38;6.75
2018-01-17T00:00:00-44;2018-01-17;44;Grand Est;1.11;6.14;3.63
2018-01-18T00:00:00-75;2018-01-18;75;Nouvelle-Aquitaine;5.97;11.91;8.94
2018-01-18T00:00:00-24;2018-01-18;24;Centre-Val de Loire;5.4;11.63;8.52
2018-01-19T00:00:00-93;2018-01-19;93;Provence-Alpes-Côte d'Azur;3.72;13.37;8.54
2018-01-20T00:00:00-84;2018-01-20;84;Auvergne-Rhône-Alpes;1.63;9.72;5.67
2018-01-20T00:00:00-32;2018-01-20;32;Hauts-de-France;3.04;6.68;4.86
2018-01-21T00:00:00-53;2018-01-21;53;Bretagne;9.95;12.7;11.32
2018-01-21T00:00:00-93;2018-01-21;93;Provence-Alpes-Côte d'Azur;5.73;14.78;10.26
2018-01-21T00:00:00-44;2018-01-21;44;Grand Est;1.95;9.5;5.72
2018-01-21T00:00:00-76;2018-01-21;76;Occitanie;11.15;14.28;12.71
2018-01-21T00:00:00-24;2018-01-21;24;Centre-Val de Loire;7.18;11.83;9.51
2018-01-22T00:00:00-76;2018-01-22;76;Occitanie;11.25;14.85;13.05
2018-01-23T00:00:00-94;2018-01-23;94;Corse;6.7;16.4;11.55
2018-04-02T00:00:00-84;2018-04-02;84;Auvergne-Rhône-Alpes;1.45;15.09;8.27
2018-04-02T00:00:00-93;2018-04-02;93;Provence-Alpes-Côte d'Azur;4.27;16.2;10.23
2018-04-02T00:00:00-53;2018-04-02;53;Bretagne;8.48;13.5;10.99
2018-04-03T00:00:00-75;2018-04-03;75;Nouvelle-Aquitaine;10.13;18.34;14.23
2018-04-03T00:00:00-27;2018-04-03;27;Bourgogne-Franche-Comté;9.12;18.85;13.98
2018-04-03T00:00:00-44;2018-04-03;44;Grand Est;8.59;17.76;13.18
2018-04-03T00:00:00-93;2018-04-03;93;Provence-Alpes-Côte d'Azur;9.33;17.23;13.28
2018-04-04T00:00:00-24;2018-04-04;24;Centre-Val de Loire;8.12;14.17;11.14
2018-04-04T00:00:00-75;2018-04-04;75;Nouvelle-Aquitaine;9.49;16.8;13.14
2018-04-04T00:00:00-28;2018-04-04;28;Normandie;7.52;13.44;10.48
2018-04-05T00:00:00-76;2018-04-05;76;Occitanie;8.09;17.56;12.83
2018-04-05T00:00:00-94;2018-04-05;94;Corse;9.95;18.15;14.05
2018-04-05T00:00:00-27;2018-04-05;27;Bourgogne-Franche-Comté;7.87;13.03;10.45
2018-04-05T00:00:00-75;2018-04-05;75;Nouvelle-Aquitaine;7.64;16.29;11.96
2018-04-07T00:00:00-53;2018-04-07;53;Bretagne;9.32;13.5;11.41
2018-04-07T00:00:00-93;2018-04-07;93;Provence-Alpes-Côte d'Azur;8.57;21.23;14.9
2018-04-08T00:00:00-32;2018-04-08;32;Hauts-de-France;9.2;19.96;14.58
2018-04-08T00:00:00-93;2018-04-08;93;Provence-Alpes-Côte d'Azur;12.23;19.1;15.67
2018-04-08T00:00:00-94;2018-04-08;94;Corse;10.15;20.85;15.5
2018-04-09T00:00:00-52;2018-04-09;52;Pays de la Loire;10.8;15.9;13.35
2018-04-09T00:00:00-32;2018-04-09;32;Hauts-de-France;9.56;14.42;11.99
2018-04-09T00:00:00-84;2018-04-09;84;Auvergne-Rhône-Alpes;9.74;15.62;12.68
2018-04-10T00:00:00-84;2018-04-10;84;Auvergne-Rhône-Alpes;5.75;15.45;10.6
2018-04-10T00:00:00-94;2018-04-10;94;Corse;8.1;16.1;12.1
2018-04-10T00:00:00-27;2018-04-10;27;Bourgogne-Franche-Comté;7.48;14.1;10.79
2018-04-10T00:00:00-53;2018-04-10;53;Bretagne;7.05;13.88;10.46
2018-04-11T00:00:00-28;2018-04-11;28;Normandie;4.84;16.34;10.59
2018-04-11T00:00:00-84;2018-04-11;84;Auvergne-Rhône-Alpes;6.65;13.55;10.1
2018-04-11T00:00:00-53;2018-04-11;53;Bretagne;5.08;15.7;10.39
2018-04-12T00:00:00-94;2018-04-12;94;Corse;8.1;17.55;12.82
2018-04-12T00:00:00-76;2018-04-12;76;Occitanie;5.99;14.41;10.2
2018-04-13T00:00:00-11;2018-04-13;11;Île-de-France;8.52;18.0;13.26
2018-04-13T00:00:00-76;2018-04-13;76;Occitanie;6.0;16.37;11.19
2018-04-13T00:00:00-93;2018-04-13;93;Provence-Alpes-Côte d'Azur;7.15;15.7;11.42
2018-04-15T00:00:00-75;2018-04-15;75;Nouvelle-Aquitaine;7.74;18.2;12.97
2018-04-15T00:00:00-93;2018-04-15;93;Provence-Alpes-Côte d'Azur;9.8;21.28;15.54
2018-04-15T00:00:00-52;2018-04-15;52;Pays de la Loire;8.05;17.15;12.6
2018-04-16T00:00:00-44;2018-04-16;44;Grand Est;7.31;18.81;13.06
2018-04-16T00:00:00-28;2018-04-16;28;Normandie;6.24;16.28;11.26
2018-04-16T00:00:00-52;2018-04-16;52;Pays de la Loire;7.7;16.95;12.32
2018-04-16T00:00:00-27;2018-04-16;27;Bourgogne-Franche-Comté;7.12;18.7;12.91
2018-04-17T00:00:00-84;2018-04-17;84;Auvergne-Rhône-Alpes;5.14;22.02;13.58
2018-04-17T00:00:00-53;2018-04-17;53;Bretagne;9.35;18.4;13.88
2018-04-18T00:00:00-75;2018-04-18;75;Nouvelle-Aquitaine;9.56;27.41;18.49
2018-04-18T00:00:00-27;2018-04-18;27;Bourgogne-Franche-Comté;7.53;25.87;16.7
2018-04-18T00:00:00-28;2018-04-18;28;Normandie;7.12;24.42;15.77
2018-04-19T00:00:00-28;2018-04-19;28;Normandie;9.58;25.72;17.65
2018-04-19T00:00:00-93;2018-04-19;93;Provence-Alpes-Côte d'Azur;11.65;24.12;17.88
2018-04-20T00:00:00-24;2018-04-20;24;Centre-Val de Loire;9.63;27.87;18.75
2018-04-20T00:00:00-28;2018-04-20;28;Normandie;10.08;25.32;17.7
2018-04-20T00:00:00-27;2018-04-20;27;Bourgogne-Franche-Comté;9.33;27.67;18.5
2018-04-20T00:00:00-93;2018-04-20;93;Provence-Alpes-Côte d'Azur;11.42;25.45;18.43
2018-04-21T00:00:00-24;2018-04-21;24;Centre-Val de Loire;11.37;27.9;19.63
2018-04-21T00:00:00-27;2018-04-21;27;Bourgogne-Franche-Comté;9.68;27.85;18.77
2018-04-21T00:00:00-84;2018-04-21;84;Auvergne-Rhône-Alpes;9.08;27.26;18.17
2018-04-21T00:00:00-11;2018-04-21;11;Île-de-France;13.1;27.54;20.32
2018-04-21T00:00:00-53;2018-04-21;53;Bretagne;11.4;25.55;18.48
2018-04-22T00:00:00-11;2018-04-22;11;Île-de-France;14.36;26.54;20.45
2018-04-22T00:00:00-53;2018-04-22;53;Bretagne;10.02;19.58;14.8
2018-04-23T00:00:00-24;2018-04-23;24;Centre-Val de Loire;12.18;20.13;16.16
2018-04-23T00:00:00-75;2018-04-23;75;Nouvelle-Aquitaine;13.24;19.8;16.52
2018-04-23T00:00:00-28;2018-04-23;28;Normandie;8.82;15.18;12.0
2018-04-23T00:00:00-76;2018-04-23;76;Occitanie;11.61;22.21;16.91
2018-04-25T00:00:00-52;2018-04-25;52;Pays de la Loire;10.1;17.4;13.75
2018-04-25T00:00:00-32;2018-04-25;32;Hauts-de-France;9.72;14.76;12.24
2018-04-25T00:00:00-44;2018-04-25;44;Grand Est;9.16;18.54;13.85
2018-04-25T00:00:00-28;2018-04-25;28;Normandie;9.42;15.14;12.28
2018-04-25T00:00:00-24;2018-04-25;24;Centre-Val de Loire;8.82;17.3;13.06
2018-04-25T00:00:00-84;2018-04-25;84;Auvergne-Rhône-Alpes;9.09;24.0;16.55
2018-04-27T00:00:00-52;2018-04-27;52;Pays de la Loire;5.4;16.95;11.18
2018-04-27T00:00:00-53;2018-04-27;53;Bretagne;7.12;13.65;10.39
2018-04-27T00:00:00-27;2018-04-27;27;Bourgogne-Franche-Comté;2.83;21.27;12.05
2018-04-28T00:00:00-24;2018-04-28;24;Centre-Val de Loire;6.53;14.22;10.38
2018-04-28T00:00:00-75;2018-04-28;75;Nouvelle-Aquitaine;7.63;14.73;11.18
2018-04-29T00:00:00-32;2018-04-29;32;Hauts-de-France;7.32;10.98;9.15
2018-04-29T00:00:00-28;2018-04-29;28;Normandie;6.82;9.96;8.39
2018-04-29T00:00:00-93;2018-04-29;93;Provence-Alpes-Côte d'Azur;12.77;21.63;17.2
2018-04-29T00:00:00-53;2018-04-29;53;Bretagne;6.52;11.45;8.99
2018-04-30T00:00:00-11;2018-04-30;11;Île-de-France;4.78;6.86;5.82
2018-04-30T00:00:00-94;2018-04-30;94;Corse;13.5;21.1;17.3
2018-05-01T00:00:00-32;2018-05-01;32;Hauts-de-France;4.96;12.64;8.8
2018-05-01T00:00:00-11;2018-05-01;11;Île-de-France;3.48;14.14;8.81
2018-05-02T00:00:00-94;2018-05-02;94;Corse;12.25;17.25;14.75
2018-05-03T00:00:00-44;2018-05-03;44;Grand Est;7.45;16.8;12.12
2018-05-05T00:00:00-11;2018-05-05;11;Île-de-France;8.94;23.6;16.27
2018-05-05T00:00:00-84;2018-05-05;84;Auvergne-Rhône-Alpes;11.11;22.6;16.85
2018-05-06T00:00:00-84;2018-05-06;84;Auvergne-Rhône-Alpes;10.35;26.2;18.28
2018-05-06T00:00:00-75;2018-05-06;75;Nouvelle-Aquitaine;11.42;24.95;18.19
2018-05-07T00:00:00-75;2018-05-07;75;Nouvelle-Aquitaine;12.68;26.49;19.59
2018-05-07T00:00:00-28;2018-05-07;28;Normandie;10.46;25.26;17.86
2018-05-08T00:00:00-27;2018-05-08;27;Bourgogne-Franche-Comté;9.62;25.8;17.71
2018-05-08T00:00:00-28;2018-05-08;28;Normandie;9.5;23.52;16.51
2018-05-09T00:00:00-84;2018-05-09;84;Auvergne-Rhône-Alpes;12.53;20.73;16.63
2018-05-09T00:00:00-75;2018-05-09;75;Nouvelle-Aquitaine;12.2;18.65;15.42
2018-05-09T00:00:00-24;2018-05-09;24;Centre-Val de Loire;11.48;20.6;16.04
2018-05-09T00:00:00-11;2018-05-09;11;Île-de-France;11.74;22.7;17.22
2018-05-10T00:00:00-44;2018-05-10;44;Grand Est;10.65;16.49;13.57
2018-05-10T00:00:00-28;2018-05-10;28;Normandie;8.16;15.26;11.71
2018-05-10T00:00:00-76;2018-05-10;76;Occitanie;11.3;19.44;15.37
2018-05-10T00:00:00-75;2018-05-10;75;Nouvelle-Aquitaine;10.09;18.05;14.07
2018-05-11T00:00:00-11;2018-05-11;11;Île-de-France;6.02;21.5;13.76
2018-05-12T00:00:00-52;2018-05-12;52;Pays de la Loire;9.55;12.75;11.15
2018-05-12T00:00:00-53;2018-05-12;53;Bretagne;6.85;13.8;10.32
2018-05-12T00:00:00-11;2018-05-12;11;Île-de-France;11.42;21.34;16.38
2018-05-13T00:00:00-24;2018-05-13;24;Centre-Val de Loire;7.7;15.62;11.66
2018-05-13T00:00:00-27;2018-05-13;27;Bourgogne-Franche-Comté;8.13;10.78;9.46
2018-05-14T00:00:00-44;2018-05-14;44;Grand Est;9.54;14.69;12.11
2018-05-14T00:00:00-84;2018-05-14;84;Auvergne-Rhône-Alpes;5.58;11.65;8.62
2018-05-15T00:00:00-76;2018-05-15;76;Occitanie;9.23;14.79;12.01
2018-05-15T00:00:00-93;2018-05-15;93;Provence-Alpes-Côte d'Azur;9.45;19.95;14.7
2018-05-15T00:00:00-84;2018-05-15;84;Auvergne-Rhône-Alpes;9.32;15.66;12.49
2018-05-15T00:00:00-11;2018-05-15;11;Île-de-France;11.22;20.12;15.67
2018-05-16T00:00:00-28;2018-05-16;28;Normandie;8.48;18.64;13.56
2018-05-16T00:00:00-32;2018-05-16;32;Hauts-de-France;8.66;17.92;13.29
2018-05-16T00:00:00-76;2018-05-16;76;Occitanie;10.82;19.58;15.2
2018-05-17T00:00:00-27;2018-05-17;27;Bourgogne-Franche-Comté;10.13;19.15;14.64
2018-05-17T00:00:00-84;2018-05-17;84;Auvergne-Rhône-Alpes;8.25;19.19;13.72
2018-05-17T00:00:00-53;2018-05-17;53;Bretagne;10.02;18.48;14.25
2018-05-18T00:00:00-27;2018-05-18;27;Bourgogne-Franche-Comté;7.8;21.47;14.63
2018-05-19T00:00:00-94;2018-05-19;94;Corse;12.5;23.75;18.12
2018-05-20T00:00:00-53;2018-05-20;53;Bretagne;4.75;20.75;12.75
2018-05-20T00:00:00-84;2018-05-20;84;Auvergne-Rhône-Alpes;7.83;22.66;15.25
2018-05-21T00:00:00-76;2018-05-21;76;Occitanie;12.05;24.2;18.13
2018-05-22T00:00:00-11;2018-05-22;11;Île-de-France;12.3;24.12;18.21
2018-05-24T00:00:00-28;2018-05-24;28;Normandie;11.82;21.2;16.51
2018-05-24T00:00:00-32;2018-05-24;32;Hauts-de-France;12.72;22.0;17.36
2018-05-24T00:00:00-11;2018-05-24;11;Île-de-France;12.98;25.12;19.05
2018-05-24T00:00:00-76;2018-05-24;76;Occitanie;13.66;24.64;19.15
2018-05-25T00:00:00-94;2018-05-25;94;Corse;14.05;24.25;19.15
2018-05-25T00:00:00-53;2018-05-25;53;Bretagne;11.65;20.48;16.06
2018-05-26T00:00:00-27;2018-05-26;27;Bourgogne-Franche-Comté;13.75;27.78;20.77
2018-05-26T00:00:00-32;2018-05-26;32;Hauts-de-France;14.46;27.52;20.99
2018-05-26T00:00:00-24;2018-05-26;24;Centre-Val de Loire;14.47;28.03;21.25
2018-05-27T00:00:00-76;2018-05-27;76;Occitanie;15.16;24.81;19.99
2018-05-27T00:00:00-52;2018-05-27;52;Pays de la Loire;14.2;24.65;19.42
2018-05-27T00:00:00-27;2018-05-27;27;Bourgogne-Franche-Comté;16.08;27.32;21.7
2018-05-28T00:00:00-11;2018-05-28;11;Île-de-France;17.78;26.86;22.32
2018-05-28T00:00:00-28;2018-05-28;28;Normandie;14.36;24.9;19.63
2018-05-28T00:00:00-27;2018-05-28;27;Bourgogne-Franche-Comté;14.37;24.25;19.31
2018-05-29T00:00:00-24;2018-05-29;24;Centre-Val de Loire;13.17;24.15;18.66
2018-05-29T00:00:00-11;2018-05-29;11;Île-de-France;15.42;23.56;19.49
2018-05-29T00:00:00-94;2018-05-29;94;Corse;16.9;24.65;20.78
2018-05-29T00:00:00-93;2018-05-29;93;Provence-Alpes-Côte d'Azur;14.15;24.73;19.44
2018-05-30T00:00:00-24;2018-05-30;24;Centre-Val de Loire;13.53;25.12;19.32
2018-05-30T00:00:00-11;2018-05-30;11;Île-de-France;15.0;25.74;20.37
2018-05-30T00:00:00-94;2018-05-30;94;Corse;17.2;25.6;21.4
2018-05-30T00:00:00-93;2018-05-30;93;Provence-Alpes-Côte d'Azur;16.93;23.25;20.09
2018-05-30T00:00:00-44;2018-05-30;44;Grand Est;12.99;27.08;20.03
2018-05-31T00:00:00-76;2018-05-31;76;Occitanie;14.14;22.74;18.44
2018-06-01T00:00:00-93;2018-06-01;93;Provence-Alpes-Côte d'Azur;13.55;25.42;19.48
2018-06-01T00:00:00-28;2018-06-01;28;Normandie;13.82;19.26;16.54
2018-06-01T00:00:00-24;2018-06-01;24;Centre-Val de Loire;15.03;20.62;17.82
2018-06-03T00:00:00-93;2018-06-03;93;Provence-Alpes-Côte d'Azur;16.08;24.68;20.38
2018-06-05T00:00:00-53;2018-06-05;53;Bretagne;14.18;17.27;15.72
2018-06-05T00:00:00-44;2018-06-05;44;Grand Est;16.31;27.01;21.66
2018-06-05T00:00:00-84;2018-06-05;84;Auvergne-Rhône-Alpes;14.35;24.65;19.5
2018-06-05T00:00:00-94;2018-06-05;94;Corse;17.6;24.55;21.08
2018-06-06T00:00:00-28;2018-06-06;28;Normandie;12.48;17.18;14.83
2018-06-06T00:00:00-24;2018-06-06;24;Centre-Val de Loire;16.15;22.65;19.4
2018-06-07T00:00:00-75;2018-06-07;75;Nouvelle-Aquitaine;14.77;24.4;19.58
2018-06-07T00:00:00-93;2018-06-07;93;Provence-Alpes-Côte d'Azur;15.67;22.2;18.93
2018-06-07T00:00:00-84;2018-06-07;84;Auvergne-Rhône-Alpes;14.42;24.57;19.5
2018-06-07T00:00:00-28;2018-06-07;28;Normandie;14.28;22.68;18.48
2018-06-08T00:00:00-28;2018-06-08;28;Normandie;13.22;22.88;18.05
2018-06-09T00:00:00-53;2018-06-09;53;Bretagne;15.73;22.3;19.01
2018-06-10T00:00:00-84;2018-06-10;84;Auvergne-Rhône-Alpes;16.08;27.35;21.71
2018-06-10T00:00:00-28;2018-06-10;28;Normandie;14.3;21.78;18.04
2018-06-11T00:00:00-84;2018-06-11;84;Auvergne-Rhône-Alpes;16.15;23.67;19.91
2018-06-11T00:00:00-94;2018-06-11;94;Corse;17.45;28.1;22.78
2018-06-11T00:00:00-28;2018-06-11;28;Normandie;15.06;19.68;17.37
2018-06-12T00:00:00-53;2018-06-12;53;Bretagne;13.45;20.75;17.1
2018-06-12T00:00:00-93;2018-06-12;93;Provence-Alpes-Côte d'Azur;16.27;25.28;20.78
2018-06-14T00:00:00-28;2018-06-14;28;Normandie;10.96;19.48;15.22
2018-06-14T00:00:00-75;2018-06-14;75;Nouvelle-Aquitaine;13.04;21.31;17.18
2018-06-14T00:00:00-52;2018-06-14;52;Pays de la Loire;10.95;20.3;15.62
2018-06-14T00:00:00-27;2018-06-14;27;Bourgogne-Franche-Comté;8.3;21.97;15.13
2018-06-14T00:00:00-11;2018-06-14;11;Île-de-France;10.24;21.14;15.69
2018-06-15T00:00:00-32;2018-06-15;32;Hauts-de-France;9.42;21.26;15.34
2018-06-15T00:00:00-28;2018-06-15;28;Normandie;9.22;20.68;14.95
2018-06-15T00:00:00-11;2018-06-15;11;Île-de-France;12.98;24.32;18.65
2018-06-16T00:00:00-32;2018-06-16;32;Hauts-de-France;11.06;19.82;15.44
2018-06-16T00:00:00-75;2018-06-16;75;Nouvelle-Aquitaine;14.02;21.44;17.73
2018-06-16T00:00:00-27;2018-06-16;27;Bourgogne-Franche-Comté;13.52;25.82;19.67
2018-06-16T00:00:00-84;2018-06-16;84;Auvergne-Rhône-Alpes;12.97;24.74;18.85
2018-06-16T00:00:00-94;2018-06-16;94;Corse;17.15;27.2;22.18
2018-06-17T00:00:00-44;2018-06-17;44;Grand Est;12.85;21.46;17.16
2018-06-17T00:00:00-11;2018-06-17;11;Île-de-France;13.76;21.44;17.6
2018-06-18T00:00:00-32;2018-06-18;32;Hauts-de-France;14.1;19.44;16.77
2018-06-18T00:00:00-11;2018-06-18;11;Île-de-France;16.1;24.06;20.08
2018-06-19T00:00:00-52;2018-06-19;52;Pays de la Loire;12.95;25.0;18.98
2018-06-19T00:00:00-93;2018-06-19;93;Provence-Alpes-Côte d'Azur;18.57;29.9;24.23
2018-06-20T00:00:00-11;2018-06-20;11;Île-de-France;14.56;28.64;21.6
2018-06-20T00:00:00-94;2018-06-20;94;Corse;18.05;28.7;23.38
2018-06-20T00:00:00-52;2018-06-20;52;Pays de la Loire;15.45;29.65;22.55
2018-06-20T00:00:00-93;2018-06-20;93;Provence-Alpes-Côte d'Azur;18.55;30.93;24.74
2018-06-21T00:00:00-53;2018-06-21;53;Bretagne;13.23;18.62;15.92
2018-06-21T00:00:00-93;2018-06-21;93;Provence-Alpes-Côte d'Azur;19.25;30.7;24.98
2018-06-22T00:00:00-44;2018-06-22;44;Grand Est;6.7;20.02;13.36
2018-06-22T00:00:00-75;2018-06-22;75;Nouvelle-Aquitaine;14.94;24.39;19.66
2018-06-22T00:00:00-93;2018-06-22;93;Provence-Alpes-Côte d'Azur;19.08;28.15;23.62
2018-06-23T00:00:00-11;2018-06-23;11;Île-de-France;8.72;21.86;15.29
2018-06-23T00:00:00-32;2018-06-23;32;Hauts-de-France;6.24;20.7;13.47
2018-06-24T00:00:00-11;2018-06-24;11;Île-de-France;12.7;22.78;17.74
2018-06-24T00:00:00-28;2018-06-24;28;Normandie;9.8;22.58;16.19
2018-06-25T00:00:00-11;2018-06-25;11;Île-de-France;12.56;24.68;18.62
2018-06-25T00:00:00-76;2018-06-25;76;Occitanie;14.3;29.25;21.78
2018-06-25T00:00:00-94;2018-06-25;94;Corse;17.05;26.7;21.88
2018-06-26T00:00:00-11;2018-06-26;11;Île-de-France;14.28;26.96;20.62
2018-06-26T00:00:00-75;2018-06-26;75;Nouvelle-Aquitaine;15.58;30.25;22.92
2018-06-27T00:00:00-84;2018-06-27;84;Auvergne-Rhône-Alpes;12.67;28.48;20.58
2018-06-27T00:00:00-93;2018-06-27;93;Provence-Alpes-Côte d'Azur;16.25;28.78;22.52
2018-06-28T00:00:00-84;2018-06-28;84;Auvergne-Rhône-Alpes;12.94;27.49;20.21
2018-06-28T00:00:00-53;2018-06-28;53;Bretagne;15.68;25.92;20.8
2018-06-29T00:00:00-84;2018-06-29;84;Auvergne-Rhône-Alpes;12.75;27.72;20.24
2018-06-29T00:00:00-75;2018-06-29;75;Nouvelle-Aquitaine;17.37;29.83;23.6
2018-06-30T00:00:00-75;2018-06-30;75;Nouvelle-Aquitaine;18.43;32.81;25.62
2018-07-01T00:00:00-11;2018-07-01;11;Île-de-France;19.46;32.6;26.03
2018-07-01T00:00:00-84;2018-07-01;84;Auvergne-Rhône-Alpes;16.43;33.43;24.93
2018-07-01T00:00:00-32;2018-07-01;32;Hauts-de-France;18.06;31.6;24.83
2018-07-01T00:00:00-28;2018-07-01;28;Normandie;17.24;28.72;22.98
2018-07-02T00:00:00-24;2018-07-02;24;Centre-Val de Loire;18.2;28.75;23.48
2018-07-02T00:00:00-84;2018-07-02;84;Auvergne-Rhône-Alpes;17.9;31.09;24.5
2018-07-03T00:00:00-53;2018-07-03;53;Bretagne;17.35;21.6;19.48
2018-07-03T00:00:00-93;2018-07-03;93;Provence-Alpes-Côte d'Azur;19.6;30.77;25.18
2018-07-05T00:00:00-27;2018-07-05;27;Bourgogne-Franche-Comté;16.55;22.37;19.46
2018-07-05T00:00:00-75;2018-07-05;75;Nouvelle-Aquitaine;16.62;23.81;20.21
2018-07-06T00:00:00-84;2018-07-06;84;Auvergne-Rhône-Alpes;16.13;25.05;20.59
2018-07-06T00:00:00-11;2018-07-06;11;Île-de-France;15.4;29.1;22.25
2018-07-06T00:00:00-32;2018-07-06;32;Hauts-de-France;13.58;27.3;20.44
2018-07-06T00:00:00-27;2018-07-06;27;Bourgogne-Franche-Comté;16.62;26.95;21.78
2018-07-07T00:00:00-24;2018-07-07;24;Centre-Val de Loire;15.22;30.48;22.85
2018-07-07T00:00:00-28;2018-07-07;28;Normandie;14.04;28.66;21.35
2018-07-07T00:00:00-11;2018-07-07;11;Île-de-France;17.76;30.26;24.01
2018-07-07T00:00:00-84;2018-07-07;84;Auvergne-Rhône-Alpes;14.05;28.56;21.31
2018-07-09T00:00:00-52;2018-07-09;52;Pays de la Loire;18.75;28.7;23.72
2018-07-09T00:00:00-32;2018-07-09;32;Hauts-de-France;14.66;25.78;20.22
2018-07-09T00:00:00-27;2018-07-09;27;Bourgogne-Franche-Comté;14.5;28.7;21.6
2018-07-10T00:00:00-94;2018-07-10;94;Corse;19.85;29.25;24.55
2018-07-11T00:00:00-84;2018-07-11;84;Auvergne-Rhône-Alpes;12.51;24.44;18.47
2018-07-11T00:00:00-53;2018-07-11;53;Bretagne;12.58;23.65;18.11
2018-07-13T00:00:00-32;2018-07-13;32;Hauts-de-France;14.68;26.1;20.39
2018-07-13T00:00:00-44;2018-07-13;44;Grand Est;13.15;29.04;21.09
2018-07-13T00:00:00-93;2018-07-13;93;Provence-Alpes-Côte d'Azur;17.25;32.15;24.7
2018-07-14T00:00:00-28;2018-07-14;28;Normandie;12.84;26.74;19.79
2018-07-14T00:00:00-24;2018-07-14;24;Centre-Val de Loire;14.27;30.7;22.48
2018-07-16T00:00:00-11;2018-07-16;11;Île-de-France;17.52;30.44;23.98
2018-07-16T00:00:00-84;2018-07-16;84;Auvergne-Rhône-Alpes;14.27;28.44;21.35
2018-07-17T00:00:00-84;2018-07-17;84;Auvergne-Rhône-Alpes;15.8;28.24;22.02
2018-07-17T00:00:00-11;2018-07-17;11;Île-de-France;17.6;26.7;22.15
2018-07-19T00:00:00-75;2018-07-19;75;Nouvelle-Aquitaine;17.01;30.15;23.58
2018-07-19T00:00:00-32;2018-07-19;32;Hauts-de-France;13.14;28.18;20.66
2018-07-22T00:00:00-84;2018-07-22;84;Auvergne-Rhône-Alpes;14.63;26.62;20.62
2018-07-23T00:00:00-53;2018-07-23;53;Bretagne;13.02;26.82;19.92
2018-07-23T00:00:00-76;2018-07-23;76;Occitanie;16.37;30.84;23.6
2018-12-08T00:00:00-11;2018-12-08;11;Île-de-France;6.14;11.86;9.0
2018-12-09T00:00:00-24;2018-12-09;24;Centre-Val de Loire;8.25;11.72;9.98
2018-12-10T00:00:00-76;2018-12-10;76;Occitanie;6.58;12.04;9.31
2018-12-10T00:00:00-44;2018-12-10;44;Grand Est;4.5;8.28;6.39
2018-12-10T00:00:00-24;2018-12-10;24;Centre-Val de Loire;4.98;10.73;7.86
2018-12-11T00:00:00-84;2018-12-11;84;Auvergne-Rhône-Alpes;1.23;7.42;4.32
2018-12-12T00:00:00-44;2018-12-12;44;Grand Est;-4.0;1.92;-1.04
2018-12-12T00:00:00-27;2018-12-12;27;Bourgogne-Franche-Comté;-3.65;3.38;-0.13
2018-12-13T00:00:00-27;2018-12-13;27;Bourgogne-Franche-Comté;-5.08;3.38;-0.85
2018-12-13T00:00:00-53;2018-12-13;53;Bretagne;2.45;4.28;3.36
2018-12-13T00:00:00-24;2018-12-13;24;Centre-Val de Loire;-2.23;2.57;0.17
2018-12-14T00:00:00-32;2018-12-14;32;Hauts-de-France;-3.16;1.14;-1.01
2018-12-14T00:00:00-93;2018-12-14;93;Provence-Alpes-Côte d'Azur;3.45;9.98;6.72
2018-12-15T00:00:00-11;2018-12-15;11;Île-de-France;-2.3;3.5;0.6
2018-12-15T00:00:00-32;2018-12-15;32;Hauts-de-France;-2.9;3.16;0.13
2018-12-16T00:00:00-27;2018-12-16;27;Bourgogne-Franche-Comté;-0.1;6.83;3.37
2018-12-16T00:00:00-44;2018-12-16;44;Grand Est;-1.38;5.8;2.21
2018-12-16T00:00:00-52;2018-12-16;52;Pays de la Loire;3.4;10.75;7.07
2018-12-17T00:00:00-44;2018-12-17;44;Grand Est;1.29;7.72;4.51
2018-12-18T00:00:00-94;2018-12-18;94;Corse;3.55;15.65;9.6
2018-12-18T00:00:00-53;2018-12-18;53;Bretagne;8.45;10.9;9.68
2018-12-19T00:00:00-27;2018-12-19;27;Bourgogne-Franche-Comté;3.25;10.18;6.72
2018-12-19T00:00:00-11;2018-12-19;11;Île-de-France;6.82;10.54;8.68
2018-12-19T00:00:00-84;2018-12-19;84;Auvergne-Rhône-Alpes;4.99;10.21;7.6
2018-12-19T00:00:00-53;2018-12-19;53;Bretagne;6.6;10.4;8.5
