id;date;code_insee_region;region;tmin;tmax;tmoy
2016-04-17T00:00:00-94;2016-04-17;94;Corse;11.85;20.75;16.3
2016-04-17T00:00:00-84;2016-04-17;84;Auvergne-Rhône-Alpes;8.26;14.13;11.2
2016-04-18T00:00:00-32;2016-04-18;32;Hauts-de-France;1.14;12.42;6.78
2016-04-19T00:00:00-24;2016-04-19;24;Centre-Val de Loire;0.17;17.72;8.94
2016-04-19T00:00:00-75;2016-04-19;75;Nouvelle-Aquitaine;4.71;20.18;12.44
2016-04-20T00:00:00-76;2016-04-20;76;Occitanie;10.22;21.56;15.89
2016-04-20T00:00:00-28;2016-04-20;28;Normandie;5.04;16.76;10.9
2016-04-20T00:00:00-94;2016-04-20;94;Corse;7.1;21.8;14.45
2016-04-21T00:00:00-27;2016-04-21;27;Bourgogne-Franche-Comté;8.12;22.13;15.12
2016-04-21T00:00:00-44;2016-04-21;44;Grand Est;4.16;21.27;12.71
2016-04-22T00:00:00-44;2016-04-22;44;Grand Est;7.7;20.29;13.99
2016-04-22T00:00:00-11;2016-04-22;11;Île-de-France;11.04;16.84;13.94
2016-04-22T00:00:00-84;2016-04-22;84;Auvergne-Rhône-Alpes;9.78;17.73;13.75
2016-04-23T00:00:00-24;2016-04-23;24;Centre-Val de Loire;8.12;10.48;9.3
2016-04-23T00:00:00-76;2016-04-23;76;Occitanie;10.91;17.79;14.35
2016-04-23T00:00:00-84;2016-04-23;84;Auvergne-Rhône-Alpes;9.27;13.57;11.42
2016-04-24T00:00:00-27;2016-04-24;27;Bourgogne-Franche-Comté;2.13;9.83;5.98
2016-04-24T00:00:00-32;2016-04-24;32;Hauts-de-France;0.98;8.48;4.73
2016-04-26T00:00:00-53;2016-04-26;53;Bretagne;5.62;10.58;8.1
2016-04-26T00:00:00-28;2016-04-26;28;Normandie;3.02;9.08;6.05
2016-04-26T00:00:00-11;2016-04-26;11;Île-de-France;2.82;9.28;6.05
2016-04-26T00:00:00-27;2016-04-26;27;Bourgogne-Franche-Comté;4.97;10.22;7.59
2016-04-26T00:00:00-32;2016-04-26;32;Hauts-de-France;2.7;8.94;5.82
2016-04-27T00:00:00-84;2016-04-27;84;Auvergne-Rhône-Alpes;2.11;11.79;6.95
2016-04-27T00:00:00-44;2016-04-27;44;Grand Est;0.47;9.81;5.14
2016-04-28T00:00:00-93;2016-04-28;93;Provence-Alpes-Côte d'Azur;7.4;18.75;13.08
2016-04-28T00:00:00-44;2016-04-28;44;Grand Est;0.43;11.27;5.85
2016-04-28T00:00:00-32;2016-04-28;32;Hauts-de-France;0.22;10.84;5.53
2016-04-29T00:00:00-11;2016-04-29;11;Île-de-France;4.12;14.22;9.17
2016-04-29T00:00:00-27;2016-04-29;27;Bourgogne-Franche-Comté;0.97;15.27;8.12
2016-04-29T00:00:00-94;2016-04-29;94;Corse;10.0;19.6;14.8
2016-04-30T00:00:00-28;2016-04-30;28;Normandie;4.42;11.32;7.87
2016-04-30T00:00:00-24;2016-04-30;24;Centre-Val de Loire;4.95;10.35;7.65
2016-04-30T00:00:00-52;2016-04-30;52;Pays de la Loire;4.95;14.35;9.65
2016-04-30T00:00:00-27;2016-04-30;27;Bourgogne-Franche-Comté;3.63;13.1;8.37
2016-05-01T00:00:00-28;2016-05-01;28;Normandie;1.52;14.9;8.21
2016-05-01T00:00:00-11;2016-05-01;11;Île-de-France;2.48;15.54;9.01
2016-05-01T00:00:00-93;2016-05-01;93;Provence-Alpes-Côte d'Azur;6.5;14.4;10.45
2016-05-01T00:00:00-44;2016-05-01;44;Grand Est;4.29;13.1;8.69
2016-05-02T00:00:00-75;2016-05-02;75;Nouvelle-Aquitaine;2.38;17.71;10.04
2016-05-02T00:00:00-27;2016-05-02;27;Bourgogne-Franche-Comté;4.02;18.67;11.34
2016-05-03T00:00:00-76;2016-05-03;76;Occitanie;7.27;19.33;13.3
2016-05-03T00:00:00-52;2016-05-03;52;Pays de la Loire;7.25;17.35;12.3
2016-05-03T00:00:00-84;2016-05-03;84;Auvergne-Rhône-Alpes;5.36;16.26;10.81
2016-05-03T00:00:00-24;2016-05-03;24;Centre-Val de Loire;8.5;16.18;12.34
2016-05-04T00:00:00-52;2016-05-04;52;Pays de la Loire;5.1;20.15;12.62
2016-05-04T00:00:00-76;2016-05-04;76;Occitanie;6.12;23.39;14.75
2016-05-05T00:00:00-44;2016-05-05;44;Grand Est;2.64;19.91;11.28
2016-05-05T00:00:00-75;2016-05-05;75;Nouvelle-Aquitaine;7.99;26.99;17.49
2016-05-06T00:00:00-93;2016-05-06;93;Provence-Alpes-Côte d'Azur;9.77;22.72;16.24
2016-05-06T00:00:00-76;2016-05-06;76;Occitanie;11.23;20.72;15.97
2016-05-06T00:00:00-75;2016-05-06;75;Nouvelle-Aquitaine;11.74;23.33;17.54
2016-05-06T00:00:00-32;2016-05-06;32;Hauts-de-France;7.94;22.94;15.44
2016-05-08T00:00:00-28;2016-05-08;28;Normandie;13.18;23.34;18.26
2016-05-08T00:00:00-11;2016-05-08;11;Île-de-France;12.36;25.1;18.73
2016-05-09T00:00:00-27;2016-05-09;27;Bourgogne-Franche-Comté;13.27;20.0;16.63
2016-05-09T00:00:00-32;2016-05-09;32;Hauts-de-France;14.72;22.56;18.64
2016-05-09T00:00:00-28;2016-05-09;28;Normandie;14.88;18.88;16.88
2016-05-09T00:00:00-53;2016-05-09;53;Bretagne;13.85;19.45;16.65
2016-05-09T00:00:00-24;2016-05-09;24;Centre-Val de Loire;14.02;18.03;16.03
2016-05-10T00:00:00-53;2016-05-10;53;Bretagne;10.38;20.75;15.56
2016-05-10T00:00:00-28;2016-05-10;28;Normandie;13.42;19.08;16.25
2016-05-10T00:00:00-24;2016-05-10;24;Centre-Val de Loire;13.82;20.38;17.1
2016-05-10T00:00:00-94;2016-05-10;94;Corse;16.25;24.05;20.15
2016-05-11T00:00:00-53;2016-05-11;53;Bretagne;10.45;18.08;14.26
2016-05-11T00:00:00-27;2016-05-11;27;Bourgogne-Franche-Comté;11.8;17.48;14.64
2016-05-12T00:00:00-11;2016-05-12;11;Île-de-France;12.65;19.6;16.12
2016-05-12T00:00:00-24;2016-05-12;24;Centre-Val de Loire;11.5;15.5;13.5
2016-05-12T00:00:00-44;2016-05-12;44;Grand Est;12.77;17.3;15.03
2016-05-13T00:00:00-44;2016-05-13;44;Grand Est;11.96;21.3;16.63
2016-05-13T00:00:00-94;2016-05-13;94;Corse;12.65;23.3;17.98
2016-05-13T00:00:00-93;2016-05-13;93;Provence-Alpes-Côte d'Azur;11.08;18.62;14.85
2016-05-14T00:00:00-94;2016-05-14;94;Corse;13.75;21.4;17.58
2016-05-14T00:00:00-44;2016-05-14;44;Grand Est;9.74;13.89;11.81
2016-05-15T00:00:00-93;2016-05-15;93;Provence-Alpes-Côte d'Azur;11.28;20.73;16.01
2016-05-15T00:00:00-44;2016-05-15;44;Grand Est;2.9;12.49;7.69
2016-05-15T00:00:00-11;2016-05-15;11;Île-de-France;3.66;15.82;9.74
2016-05-15T00:00:00-53;2016-05-15;53;Bretagne;3.95;16.4;10.18
2016-05-16T00:00:00-32;2016-05-16;32;Hauts-de-France;7.38;15.18;11.28
2016-05-16T00:00:00-11;2016-05-16;11;Île-de-France;6.76;16.82;11.79
2016-05-17T00:00:00-93;2016-05-17;93;Provence-Alpes-Côte d'Azur;9.9;21.78;15.84
2016-05-17T00:00:00-52;2016-05-17;52;Pays de la Loire;5.5;19.0;12.25
2016-05-17T00:00:00-94;2016-05-17;94;Corse;11.05;20.5;15.77
2016-05-17T00:00:00-84;2016-05-17;84;Auvergne-Rhône-Alpes;4.66;19.36;12.01
2016-05-18T00:00:00-93;2016-05-18;93;Provence-Alpes-Côte d'Azur;9.67;21.63;15.65
2016-05-18T00:00:00-44;2016-05-18;44;Grand Est;8.03;19.37;13.7
2016-05-18T00:00:00-52;2016-05-18;52;Pays de la Loire;9.8;16.2;13.0
2016-05-18T00:00:00-28;2016-05-18;28;Normandie;9.04;14.16;11.6
2016-05-18T00:00:00-27;2016-05-18;27;Bourgogne-Franche-Comté;7.3;20.05;13.68
2016-05-20T00:00:00-93;2016-05-20;93;Provence-Alpes-Côte d'Azur;10.42;23.95;17.18
2016-05-20T00:00:00-75;2016-05-20;75;Nouvelle-Aquitaine;11.19;22.02;16.61
2016-05-20T00:00:00-84;2016-05-20;84;Auvergne-Rhône-Alpes;5.87;19.81;12.84
2016-05-20T00:00:00-24;2016-05-20;24;Centre-Val de Loire;9.78;19.68;14.73
2016-05-20T00:00:00-27;2016-05-20;27;Bourgogne-Franche-Comté;5.68;18.52;12.1
2016-05-20T00:00:00-53;2016-05-20;53;Bretagne;12.27;18.27;15.28
2016-05-20T00:00:00-44;2016-05-20;44;Grand Est;6.53;18.21;12.37
2016-05-20T00:00:00-52;2016-05-20;52;Pays de la Loire;12.45;19.95;16.2
2016-05-21T00:00:00-27;2016-05-21;27;Bourgogne-Franche-Comté;8.22;25.62;16.92
2016-05-22T00:00:00-84;2016-05-22;84;Auvergne-Rhône-Alpes;11.01;19.51;15.26
2016-05-23T00:00:00-52;2016-05-23;52;Pays de la Loire;8.1;18.75;13.42
2016-05-23T00:00:00-75;2016-05-23;75;Nouvelle-Aquitaine;8.42;17.9;13.16
2016-05-24T00:00:00-93;2016-05-24;93;Provence-Alpes-Côte d'Azur;10.17;21.62;15.89
2016-05-24T00:00:00-94;2016-05-24;94;Corse;13.05;22.8;17.92
2016-05-24T00:00:00-11;2016-05-24;11;Île-de-France;8.0;14.66;11.33
2016-05-24T00:00:00-75;2016-05-24;75;Nouvelle-Aquitaine;6.59;20.74;13.67
2016-05-24T00:00:00-28;2016-05-24;28;Normandie;5.46;15.2;10.33
2016-05-25T00:00:00-84;2016-05-25;84;Auvergne-Rhône-Alpes;5.56;20.36;12.96
2016-05-26T00:00:00-84;2016-05-26;84;Auvergne-Rhône-Alpes;9.68;23.65;16.66
2016-05-26T00:00:00-11;2016-05-26;11;Île-de-France;10.56;21.46;16.01
2016-05-26T00:00:00-52;2016-05-26;52;Pays de la Loire;10.35;21.55;15.95
2016-05-27T00:00:00-11;2016-05-27;11;Île-de-France;12.48;24.62;18.55
2016-05-27T00:00:00-32;2016-05-27;32;Hauts-de-France;12.48;22.16;17.32
2016-05-27T00:00:00-24;2016-05-27;24;Centre-Val de Loire;12.4;24.07;18.23
2016-05-27T00:00:00-94;2016-05-27;94;Corse;12.95;24.7;18.83
2016-05-27T00:00:00-76;2016-05-27;76;Occitanie;12.53;25.84;19.18
2016-05-27T00:00:00-75;2016-05-27;75;Nouvelle-Aquitaine;13.14;25.06;19.1
2016-05-28T00:00:00-93;2016-05-28;93;Provence-Alpes-Côte d'Azur;13.38;25.4;19.39
2016-05-28T00:00:00-52;2016-05-28;52;Pays de la Loire;13.45;24.1;18.77
2016-05-28T00:00:00-75;2016-05-28;75;Nouvelle-Aquitaine;14.73;24.57;19.65
2016-05-28T00:00:00-27;2016-05-28;27;Bourgogne-Franche-Comté;14.47;25.1;19.78
2016-05-29T00:00:00-84;2016-05-29;84;Auvergne-Rhône-Alpes;12.85;17.71;15.28
2016-05-29T00:00:00-53;2016-05-29;53;Bretagne;11.27;17.82;14.55
2016-05-29T00:00:00-52;2016-05-29;52;Pays de la Loire;13.75;16.6;15.18
2016-05-30T00:00:00-27;2016-05-30;27;Bourgogne-Franche-Comté;13.08;15.08;14.08
2016-05-30T00:00:00-24;2016-05-30;24;Centre-Val de Loire;12.63;14.58;13.61
2016-05-30T00:00:00-11;2016-05-30;11;Île-de-France;12.24;13.54;12.89
2016-05-30T00:00:00-53;2016-05-30;53;Bretagne;10.88;19.33;15.1
2016-05-31T00:00:00-52;2016-05-31;52;Pays de la Loire;11.85;18.05;14.95
2016-05-31T00:00:00-75;2016-05-31;75;Nouvelle-Aquitaine;12.99;18.08;15.53
2016-05-31T00:00:00-76;2016-05-31;76;Occitanie;12.11;18.55;15.33
2016-05-31T00:00:00-28;2016-05-31;28;Normandie;11.38;12.78;12.08
2016-05-31T00:00:00-93;2016-05-31;93;Provence-Alpes-Côte d'Azur;12.67;21.33;17.0
2016-06-01T00:00:00-32;2016-06-01;32;Hauts-de-France;12.62;14.92;13.77
2016-06-01T00:00:00-93;2016-06-01;93;Provence-Alpes-Côte d'Azur;12.98;20.5;16.74
2016-06-01T00:00:00-11;2016-06-01;11;Île-de-France;13.34;17.0;15.17
2016-06-01T00:00:00-28;2016-06-01;28;Normandie;11.78;14.16;12.97
2016-06-02T00:00:00-93;2016-06-02;93;Provence-Alpes-Côte d'Azur;12.75;22.3;17.53
2016-06-02T00:00:00-24;2016-06-02;24;Centre-Val de Loire;12.47;14.13;13.3
2016-06-02T00:00:00-32;2016-06-02;32;Hauts-de-France;11.44;12.62;12.03
2016-06-02T00:00:00-44;2016-06-02;44;Grand Est;13.24;17.23;15.24
2016-06-02T00:00:00-84;2016-06-02;84;Auvergne-Rhône-Alpes;12.12;16.19;14.15
2016-06-03T00:00:00-94;2016-06-03;94;Corse;14.15;21.95;18.05
2016-06-03T00:00:00-93;2016-06-03;93;Provence-Alpes-Côte d'Azur;13.87;23.65;18.76
2016-06-03T00:00:00-24;2016-06-03;24;Centre-Val de Loire;10.92;14.78;12.85
2016-06-03T00:00:00-53;2016-06-03;53;Bretagne;11.77;16.23;14.0
2016-06-04T00:00:00-84;2016-06-04;84;Auvergne-Rhône-Alpes;12.82;20.88;16.85
2016-06-04T00:00:00-27;2016-06-04;27;Bourgogne-Franche-Comté;12.63;18.93;15.78
2016-06-05T00:00:00-53;2016-06-05;53;Bretagne;10.92;20.83;15.88
2016-06-05T00:00:00-84;2016-06-05;84;Auvergne-Rhône-Alpes;13.63;21.29;17.46
2016-06-06T00:00:00-44;2016-06-06;44;Grand Est;12.66;26.51;19.59
2016-06-06T00:00:00-24;2016-06-06;24;Centre-Val de Loire;11.25;25.2;18.22
2016-06-06T00:00:00-11;2016-06-06;11;Île-de-France;13.04;23.96;18.5
2016-06-07T00:00:00-32;2016-06-07;32;Hauts-de-France;13.8;24.42;19.11
2016-06-07T00:00:00-11;2016-06-07;11;Île-de-France;14.74;26.82;20.78
2016-06-08T00:00:00-32;2016-06-08;32;Hauts-de-France;12.96;22.58;17.77
2016-06-08T00:00:00-76;2016-06-08;76;Occitanie;15.1;28.94;22.02
2016-06-08T00:00:00-75;2016-06-08;75;Nouvelle-Aquitaine;14.08;27.77;20.92
2016-06-08T00:00:00-53;2016-06-08;53;Bretagne;11.48;22.72;17.1
2016-06-09T00:00:00-76;2016-06-09;76;Occitanie;14.84;28.33;21.58
2016-06-09T00:00:00-53;2016-06-09;53;Bretagne;12.05;25.0;18.52
2016-06-10T00:00:00-94;2016-06-10;94;Corse;16.5;25.8;21.15
2016-06-10T00:00:00-11;2016-06-10;11;Île-de-France;13.44;23.64;18.54
2016-06-12T00:00:00-28;2016-06-12;28;Normandie;12.74;19.06;15.9
2016-06-12T00:00:00-44;2016-06-12;44;Grand Est;13.49;20.73;17.11
2016-06-12T00:00:00-27;2016-06-12;27;Bourgogne-Franche-Comté;13.85;19.47;16.66
2016-06-12T00:00:00-75;2016-06-12;75;Nouvelle-Aquitaine;11.37;20.28;15.82
2016-06-12T00:00:00-93;2016-06-12;93;Provence-Alpes-Côte d'Azur;15.95;25.5;20.72
2016-06-12T00:00:00-24;2016-06-12;24;Centre-Val de Loire;13.33;18.8;16.07
2016-06-13T00:00:00-28;2016-06-13;28;Normandie;12.12;17.5;14.81
2016-06-13T00:00:00-93;2016-06-13;93;Provence-Alpes-Côte d'Azur;17.15;26.08;21.62
2016-06-15T00:00:00-28;2016-06-15;28;Normandie;10.54;18.9;14.72
2016-06-15T00:00:00-76;2016-06-15;76;Occitanie;13.45;22.13;17.79
2016-06-15T00:00:00-11;2016-06-15;11;Île-de-France;11.56;20.74;16.15
2016-06-16T00:00:00-76;2016-06-16;76;Occitanie;11.89;20.96;16.43
2016-06-16T00:00:00-53;2016-06-16;53;Bretagne;9.5;19.4;14.45
2016-06-17T00:00:00-27;2016-06-17;27;Bourgogne-Franche-Comté;12.1;21.6;16.85
2016-06-18T00:00:00-84;2016-06-18;84;Auvergne-Rhône-Alpes;11.67;18.52;15.1
2016-06-18T00:00:00-94;2016-06-18;94;Corse;13.9;25.2;19.55
2016-06-18T00:00:00-32;2016-06-18;32;Hauts-de-France;11.2;17.54;14.37
2016-06-19T00:00:00-24;2016-06-19;24;Centre-Val de Loire;10.67;21.32;15.99
2016-06-19T00:00:00-76;2016-06-19;76;Occitanie;12.95;21.34;17.15
2016-06-19T00:00:00-84;2016-06-19;84;Auvergne-Rhône-Alpes;12.05;18.82;15.43
2016-06-20T00:00:00-93;2016-06-20;93;Provence-Alpes-Côte d'Azur;14.2;26.03;20.12
2016-06-20T00:00:00-24;2016-06-20;24;Centre-Val de Loire;11.2;18.17;14.68
2016-06-21T00:00:00-94;2016-06-21;94;Corse;15.4;26.2;20.8
2016-06-21T00:00:00-52;2016-06-21;52;Pays de la Loire;16.5;21.2;18.85
2016-06-22T00:00:00-27;2016-06-22;27;Bourgogne-Franche-Comté;15.17;30.85;23.01
2016-06-23T00:00:00-75;2016-06-23;75;Nouvelle-Aquitaine;18.54;31.98;25.26
2016-06-23T00:00:00-94;2016-06-23;94;Corse;17.3;30.4;23.85
2016-06-23T00:00:00-53;2016-06-23;53;Bretagne;16.68;19.82;18.25
2016-06-24T00:00:00-28;2016-06-24;28;Normandie;13.18;21.64;17.41
2016-06-24T00:00:00-32;2016-06-24;32;Hauts-de-France;15.6;21.18;18.39
2016-06-24T00:00:00-24;2016-06-24;24;Centre-Val de Loire;17.47;24.5;20.98
2016-06-24T00:00:00-93;2016-06-24;93;Provence-Alpes-Côte d'Azur;18.2;32.05;25.12
2016-06-25T00:00:00-32;2016-06-25;32;Hauts-de-France;12.24;19.4;15.82
2016-06-25T00:00:00-76;2016-06-25;76;Occitanie;17.34;24.55;20.95
2016-06-26T00:00:00-52;2016-06-26;52;Pays de la Loire;10.35;21.4;15.88
2016-06-27T00:00:00-94;2016-06-27;94;Corse;17.35;26.8;22.08
2016-06-27T00:00:00-75;2016-06-27;75;Nouvelle-Aquitaine;11.48;21.92;16.7
2016-06-27T00:00:00-28;2016-06-27;28;Normandie;13.96;20.0;16.98
2016-06-27T00:00:00-11;2016-06-27;11;Île-de-France;14.26;22.3;18.28
2016-06-27T00:00:00-76;2016-06-27;76;Occitanie;13.98;25.79;19.89
2016-06-28T00:00:00-84;2016-06-28;84;Auvergne-Rhône-Alpes;12.67;26.66;19.67
2016-06-28T00:00:00-32;2016-06-28;32;Hauts-de-France;12.34;20.66;16.5
2016-06-29T00:00:00-75;2016-06-29;75;Nouvelle-Aquitaine;14.63;22.27;18.45
2016-06-29T00:00:00-44;2016-06-29;44;Grand Est;15.34;23.94;19.64
2016-06-30T00:00:00-24;2016-06-30;24;Centre-Val de Loire;14.45;22.83;18.64
2016-06-30T00:00:00-76;2016-06-30;76;Occitanie;17.54;26.51;22.02
2016-07-01T00:00:00-32;2016-07-01;32;Hauts-de-France;14.68;19.96;17.32
2016-07-01T00:00:00-27;2016-07-01;27;Bourgogne-Franche-Comté;15.02;26.77;20.89
2016-07-01T00:00:00-53;2016-07-01;53;Bretagne;14.82;18.98;16.9
2016-07-02T00:00:00-28;2016-07-02;28;Normandie;11.12;18.58;14.85
2016-07-02T00:00:00-52;2016-07-02;52;Pays de la Loire;11.85;21.2;16.52
2016-07-03T00:00:00-27;2016-07-03;27;Bourgogne-Franche-Comté;10.27;22.7;16.48
2016-07-03T00:00:00-32;2016-07-03;32;Hauts-de-France;11.7;17.9;14.8
2016-07-04T00:00:00-52;2016-07-04;52;Pays de la Loire;13.9;21.1;17.5
2016-07-04T00:00:00-28;2016-07-04;28;Normandie;12.54;21.2;16.87
2016-07-04T00:00:00-94;2016-07-04;94;Corse;17.0;29.05;23.02
2016-07-04T00:00:00-44;2016-07-04;44;Grand Est;13.21;24.39;18.8
2016-07-05T00:00:00-84;2016-07-05;84;Auvergne-Rhône-Alpes;15.44;26.98;21.21
2016-07-05T00:00:00-76;2016-07-05;76;Occitanie;19.1;28.71;23.9
2016-07-05T00:00:00-24;2016-07-05;24;Centre-Val de Loire;12.48;23.95;18.22
2016-07-05T00:00:00-75;2016-07-05;75;Nouvelle-Aquitaine;15.7;24.68;20.19
2016-07-06T00:00:00-84;2016-07-06;84;Auvergne-Rhône-Alpes;14.07;26.15;20.11
2016-07-06T00:00:00-28;2016-07-06;28;Normandie;8.24;21.86;15.05
2016-07-06T00:00:00-75;2016-07-06;75;Nouvelle-Aquitaine;14.39;27.24;20.82
2016-07-07T00:00:00-28;2016-07-07;28;Normandie;8.9;24.94;16.92
2016-07-08T00:00:00-75;2016-07-08;75;Nouvelle-Aquitaine;17.41;26.23;21.82
2016-07-08T00:00:00-32;2016-07-08;32;Hauts-de-France;12.82;22.44;17.63
2016-07-08T00:00:00-44;2016-07-08;44;Grand Est;12.39;29.07;20.73
2016-07-08T00:00:00-27;2016-07-08;27;Bourgogne-Franche-Comté;13.22;30.27;21.74
2016-07-08T00:00:00-24;2016-07-08;24;Centre-Val de Loire;12.68;28.78;20.73
2016-07-10T00:00:00-11;2016-07-10;11;Île-de-France;17.56;30.54;24.05
2016-07-10T00:00:00-24;2016-07-10;24;Centre-Val de Loire;13.87;30.25;22.06
2016-07-10T00:00:00-75;2016-07-10;75;Nouvelle-Aquitaine;15.87;28.58;22.22
2016-07-11T00:00:00-94;2016-07-11;94;Corse;20.2;30.7;25.45
2016-07-11T00:00:00-32;2016-07-11;32;Hauts-de-France;15.28;21.24;18.26
2016-07-11T00:00:00-44;2016-07-11;44;Grand Est;18.36;25.01;21.69
2016-07-12T00:00:00-84;2016-07-12;84;Auvergne-Rhône-Alpes;15.06;19.83;17.45
2016-07-12T00:00:00-76;2016-07-12;76;Occitanie;17.1;21.43;19.26
2016-07-13T00:00:00-28;2016-07-13;28;Normandie;11.06;18.9;14.98
2016-07-13T00:00:00-84;2016-07-13;84;Auvergne-Rhône-Alpes;11.35;19.71;15.53
2016-07-13T00:00:00-27;2016-07-13;27;Bourgogne-Franche-Comté;12.37;18.83;15.6
2016-07-13T00:00:00-76;2016-07-13;76;Occitanie;14.26;22.2;18.23
2016-07-14T00:00:00-52;2016-07-14;52;Pays de la Loire;9.45;22.0;15.72
2016-07-14T00:00:00-94;2016-07-14;94;Corse;17.9;26.45;22.18
2016-07-14T00:00:00-28;2016-07-14;28;Normandie;10.04;19.2;14.62
2016-07-14T00:00:00-32;2016-07-14;32;Hauts-de-France;10.92;19.4;15.16
2016-07-15T00:00:00-75;2016-07-15;75;Nouvelle-Aquitaine;9.29;24.74;17.02
2016-07-15T00:00:00-11;2016-07-15;11;Île-de-France;10.2;23.78;16.99
2016-07-15T00:00:00-53;2016-07-15;53;Bretagne;8.48;21.5;14.99
2016-07-16T00:00:00-84;2016-07-16;84;Auvergne-Rhône-Alpes;8.2;25.13;16.66
2016-07-16T00:00:00-75;2016-07-16;75;Nouvelle-Aquitaine;11.47;27.72;19.59
2016-07-17T00:00:00-44;2016-07-17;44;Grand Est;13.41;28.47;20.94
2016-07-17T00:00:00-94;2016-07-17;94;Corse;15.1;27.95;21.52
2016-07-17T00:00:00-27;2016-07-17;27;Bourgogne-Franche-Comté;12.52;29.52;21.02
2016-07-17T00:00:00-32;2016-07-17;32;Hauts-de-France;13.3;25.44;19.37
2016-07-17T00:00:00-52;2016-07-17;52;Pays de la Loire;16.55;31.1;23.82
2016-07-18T00:00:00-24;2016-07-18;24;Centre-Val de Loire;16.28;33.45;24.87
2016-07-18T00:00:00-53;2016-07-18;53;Bretagne;16.05;31.35;23.7
2016-07-19T00:00:00-94;2016-07-19;94;Corse;16.5;30.6;23.55
2016-07-19T00:00:00-24;2016-07-19;24;Centre-Val de Loire;16.32;36.38;26.35
2016-07-20T00:00:00-32;2016-07-20;32;Hauts-de-France;19.46;29.64;24.55
2016-07-20T00:00:00-44;2016-07-20;44;Grand Est;16.39;34.5;25.44
2016-07-20T00:00:00-93;2016-07-20;93;Provence-Alpes-Côte d'Azur;16.0;31.97;23.98
2016-07-21T00:00:00-27;2016-07-21;27;Bourgogne-Franche-Comté;18.93;27.83;23.38
2016-07-21T00:00:00-44;2016-07-21;44;Grand Est;18.36;27.5;22.93
2016-07-21T00:00:00-94;2016-07-21;94;Corse;17.2;29.0;23.1
2016-07-21T00:00:00-75;2016-07-21;75;Nouvelle-Aquitaine;17.49;24.52;21.01
2016-07-21T00:00:00-11;2016-07-21;11;Île-de-France;17.58;25.74;21.66
2016-07-22T00:00:00-53;2016-07-22;53;Bretagne;13.58;24.62;19.1
2016-07-22T00:00:00-24;2016-07-22;24;Centre-Val de Loire;15.12;26.97;21.04
2016-07-22T00:00:00-52;2016-07-22;52;Pays de la Loire;16.25;28.25;22.25
2016-07-23T00:00:00-28;2016-07-23;28;Normandie;12.24;25.24;18.74
2016-07-23T00:00:00-75;2016-07-23;75;Nouvelle-Aquitaine;15.37;27.44;21.41
2016-07-23T00:00:00-93;2016-07-23;93;Provence-Alpes-Côte d'Azur;19.73;26.35;23.04
2016-07-24T00:00:00-84;2016-07-24;84;Auvergne-Rhône-Alpes;14.35;26.59;20.47
2016-07-24T00:00:00-93;2016-07-24;93;Provence-Alpes-Côte d'Azur;18.68;30.72;24.7
2016-07-24T00:00:00-75;2016-07-24;75;Nouvelle-Aquitaine;15.29;27.14;21.22
2016-07-25T00:00:00-94;2016-07-25;94;Corse;19.45;29.45;24.45
2016-07-25T00:00:00-84;2016-07-25;84;Auvergne-Rhône-Alpes;15.57;28.28;21.93
2016-07-25T00:00:00-11;2016-07-25;11;Île-de-France;20.04;26.38;23.21
2016-07-25T00:00:00-93;2016-07-25;93;Provence-Alpes-Côte d'Azur;18.82;31.3;25.06
2016-07-26T00:00:00-94;2016-07-26;94;Corse;19.8;29.55;24.68
2016-07-26T00:00:00-93;2016-07-26;93;Provence-Alpes-Côte d'Azur;20.9;31.95;26.42
2016-07-26T00:00:00-44;2016-07-26;44;Grand Est;15.79;26.54;21.16
2016-07-27T00:00:00-44;2016-07-27;44;Grand Est;14.13;25.34;19.74
2016-07-28T00:00:00-93;2016-07-28;93;Provence-Alpes-Côte d'Azur;19.37;31.17;25.27
2016-07-28T00:00:00-28;2016-07-28;28;Normandie;15.7;22.34;19.02
2016-07-29T00:00:00-11;2016-07-29;11;Île-de-France;17.9;25.74;21.82
2016-07-29T00:00:00-44;2016-07-29;44;Grand Est;16.21;25.46;20.84
2016-07-30T00:00:00-53;2016-07-30;53;Bretagne;15.38;20.58;17.98
2016-07-30T00:00:00-94;2016-07-30;94;Corse;19.4;29.9;24.65
2016-07-30T00:00:00-44;2016-07-30;44;Grand Est;15.13;27.5;21.31
2016-07-30T00:00:00-27;2016-07-30;27;Bourgogne-Franche-Comté;15.1;28.15;21.62
2016-07-30T00:00:00-52;2016-07-30;52;Pays de la Loire;13.5;23.25;18.38
2016-07-31T00:00:00-75;2016-07-31;75;Nouvelle-Aquitaine;16.76;24.19;20.47
2016-07-31T00:00:00-44;2016-07-31;44;Grand Est;16.19;23.16;19.67
2016-07-31T00:00:00-32;2016-07-31;32;Hauts-de-France;14.14;22.34;18.24
2016-08-01T00:00:00-76;2016-08-01;76;Occitanie;16.25;26.95;21.6
2016-08-01T00:00:00-28;2016-08-01;28;Normandie;9.42;21.14;15.28
2016-08-02T00:00:00-32;2016-08-02;32;Hauts-de-France;13.78;18.98;16.38
2016-08-02T00:00:00-94;2016-08-02;94;Corse;18.1;29.3;23.7
2016-08-03T00:00:00-93;2016-08-03;93;Provence-Alpes-Côte d'Azur;19.57;32.62;26.09
2016-08-04T00:00:00-44;2016-08-04;44;Grand Est;15.14;21.96;18.55
