STATUT,INSEE_COM,NOM_COM,INSEE_ARR,NOM_DEP,INSEE_DEP,NOM_REG,INSEE_REG,CODE_EPCI,NOM_COM_M,Prixm2
Commune simple,"54166",Dommartin-la-Chaussée,"4",MEURTHE-ET-MOSELLE,"54",GRAND EST,"44","200070738",DOMMARTIN-LA-CHAUSSEE,
Sous-préfecture,"54099",Val de Briey,"1",MEURTHE-ET-MOSELLE,"54",GRAND EST,"44","200070845",VAL DE BRIEY,"1187"
Commune simple,"55270",Lahayville,"2",MEUSE,"55",GRAND EST,"44","200034874",LAHAYVILLE,
Commune simple,"60196",La Drenne,"1",OISE,"60",HAUTS-DE-FRANCE,"32","246000582",LA DRENNE,"1867"
Commune simple,"72054",Champagné,"2",SARTHE,"72",PAYS DE LA LOIRE,"52","247200132",CHAMPAGNE,"1164"
Commune simple,"44005",Chaumes-en-Retz,"3",LOIRE-ATLANTIQUE,"44",PAYS DE LA LOIRE,"52","200067346",CHAUMES-EN-RETZ,"1652"
Commune simple,"49200",Longuenée-en-Anjou,"1",MAINE-ET-LOIRE,"49",PAYS DE LA LOIRE,"52","244900015",LONGUENEE-EN-ANJOU,"1681"
Commune simple,"61483",Bagnoles de l'Orne Normandie,"1",ORNE,"61",NORMANDIE,"28","200068443",BAGNOLES DE L'ORNE NORMANDIE,"1543"
Commune simple,"27198",Mesnils-sur-Iton,"2",EURE,"27",NORMANDIE,"28","200066462",MESNILS-SUR-ITON,"1210"
Commune simple,"27157",Marbois,"2",EURE,"27",NORMANDIE,"28","200066462",MARBOIS,"863"
Commune simple,"39017",Arlay,"2",JURA,"39",BOURGOGNE-FRANCHE-COMTE,"27","200069615",ARLAY,"942"
Commune simple,"27085",Flancourt-Crescy-en-Roumois,"2",EURE,"27",NORMANDIE,"28","200066405",FLANCOURT-CRESCY-EN-ROUMOIS,"1313"
Commune simple,"27349",Illeville-sur-Montfort,"2",EURE,"27",NORMANDIE,"28","200065787",ILLEVILLE-SUR-MONTFORT,"1483"
Commune simple,"01338",Groslée-Saint-Benoit,"1",AIN,"01",AUVERGNE-RHONE-ALPES,"84","200040350",GROSLEE-SAINT-BENOIT,"1252"
Commune simple,"79013",Argentonnay,"1",DEUX-SEVRES,"79",NOUVELLE-AQUITAINE,"75","200040244",ARGENTONNAY,"965"
Commune simple,"08115",Chémery-Chéhéry,"3",ARDENNES,"08",GRAND EST,"44","240800847",CHEMERY-CHEHERY,
Commune simple,"36202",Saint-Maur,"2",INDRE,"36",CENTRE-VAL DE LOIRE,"24","243600327",SAINT-MAUR,"1135"
Commune simple,"28183",Gommerville,"1",EURE-ET-LOIR,"28",CENTRE-VAL DE LOIRE,"24","200070159",GOMMERVILLE,"1596"
Commune simple,"72329",Savigné-l'Évêque,"3",SARTHE,"72",PAYS DE LA LOIRE,"52","200072684",SAVIGNE-L'EVEQUE,"1386"
Commune simple,"72026",Beaufay,"3",SARTHE,"72",PAYS DE LA LOIRE,"52","200072676",BEAUFAY,"1147"
Commune simple,"22203",Plœuc-L'Hermitage,"4",COTES-D'ARMOR,"22",BRETAGNE,"53","200069409",PLŒUC-L'HERMITAGE,"1118"
Commune simple,"50492",Saint-Jean-d'Elle,"4",MANCHE,"50",NORMANDIE,"28","200066389",SAINT-JEAN-D'ELLE,"917"
Commune simple,"46103",Saint-Paul-Flaugnac,"1",LOT,"46",OCCITANIE,"76","200039519",SAINT-PAUL-FLAUGNAC,"1453"
Commune simple,"39021",La Chailleuse,"2",JURA,"39",BOURGOGNE-FRANCHE-COMTE,"27","243901071",LA CHAILLEUSE,"1038"
Commune simple,"72101",Courcemont,"3",SARTHE,"72",PAYS DE LA LOIRE,"52","200072676",COURCEMONT,"1160"
Commune simple,"59185",Écaillon,"3",NORD,"59",HAUTS-DE-FRANCE,"32","245901152",ECAILLON,"1406"
Commune simple,"46138",Cœur de Causse,"3",LOT,"46",OCCITANIE,"76","244600573",CŒUR DE CAUSSE,"1221"
Commune simple,"50535",Le Parc,"1",MANCHE,"50",NORMANDIE,"28","200069425",LE PARC,"1046"
Commune simple,"50565",Sartilly-Baie-Bocage,"1",MANCHE,"50",NORMANDIE,"28","200069425",SARTILLY-BAIE-BOCAGE,"1339"
Commune simple,"48050",Bédouès-Cocurès,"1",LOZERE,"48",OCCITANIE,"76","200069151",BEDOUES-COCURES,"3239"
Commune simple,"56197",Val d'Oust,"2",MORBIHAN,"56",BRETAGNE,"53","200066777",VAL D'OUST,"1166"
Commune simple,"32231",Marambat,"1",GERS,"32",OCCITANIE,"76","243200607",MARAMBAT,"1238"
Commune simple,"73290",Val-Cenis,"3",SAVOIE,"73",AUVERGNE-RHONE-ALPES,"84","200070340",VAL-CENIS,"3022"
Commune simple,"54441",Puxieux,"1",MEURTHE-ET-MOSELLE,"54",GRAND EST,"44","200070738",PUXIEUX,"979"
Commune simple,"32235",Margouët-Meymes,"3",GERS,"32",OCCITANIE,"76","200035632",MARGOUET-MEYMES,"960"
Commune simple,"48009",Peyre en Aubrac,"2",LOZERE,"48",OCCITANIE,"76","200069144",PEYRE EN AUBRAC,"1206"
Commune simple,"19010",Argentat-sur-Dordogne,"2",CORREZE,"19",NOUVELLE-AQUITAINE,"75","200066751",ARGENTAT-SUR-DORDOGNE,"1222"
Commune simple,"32070",Cahuzac-sur-Adour,"3",GERS,"32",OCCITANIE,"76","200035632",CAHUZAC-SUR-ADOUR,"828"
Commune simple,"32111",Courties,"3",GERS,"32",OCCITANIE,"76","243200508",COURTIES,
Commune simple,"54535",Tronville,"1",MEURTHE-ET-MOSELLE,"54",GRAND EST,"44","200070738",TRONVILLE,"787"
Commune simple,"15142",Neuvéglise-sur-Truyère,"3",CANTAL,"15",AUVERGNE-RHONE-ALPES,"84","200066660",NEUVEGLISE-SUR-TRUYERE,"1463"
Commune simple,"53017",Val-du-Maine,"1",MAYENNE,"53",PAYS DE LA LOIRE,"52","245300223",VAL-DU-MAINE,"967"
Commune simple,"32191",Lanne-Soubiran,"2",GERS,"32",OCCITANIE,"76","243200409",LANNE-SOUBIRAN,
Commune simple,"54112",Chambley-Bussières,"1",MEURTHE-ET-MOSELLE,"54",GRAND EST,"44","200070738",CHAMBLEY-BUSSIERES,"814"
Commune simple,"16230",Montmoreau,"1",CHARENTE,"16",NOUVELLE-AQUITAINE,"75","200070282",MONTMOREAU,"1130"
Commune simple,"39455",Reithouse,"2",JURA,"39",BOURGOGNE-FRANCHE-COMTE,"27","243901071",REITHOUSE,
Commune simple,"32245",Maumusson-Laguian,"3",GERS,"32",OCCITANIE,"76","200035632",MAUMUSSON-LAGUIAN,"543"
Commune simple,"32125",Espas,"2",GERS,"32",OCCITANIE,"76","243200409",ESPAS,
Commune simple,"32175",Ladevèze-Ville,"3",GERS,"32",OCCITANIE,"76","243200508",LADEVEZE-VILLE,"1362"
Commune simple,"32214",Loubédat,"2",GERS,"32",OCCITANIE,"76","243200409",LOUBEDAT,"1740"
Commune simple,"57318",Hermelange,"5",MOSELLE,"57",GRAND EST,"44","200068146",HERMELANGE,
Commune simple,"64118",Bétracq,"3",PYRENEES-ATLANTIQUES,"64",NOUVELLE-AQUITAINE,"75","200067296",BETRACQ,
Commune simple,"32414",Sarragachies,"3",GERS,"32",OCCITANIE,"76","200035632",SARRAGACHIES,"915"
Commune simple,"57675",Torcheville,"5",MOSELLE,"57",GRAND EST,"44","245701206",TORCHEVILLE,
Commune simple,"65248",Lahitte-Toupière,"3",HAUTES-PYRENEES,"65",OCCITANIE,"76","200072106",LAHITTE-TOUPIERE,"1550"
Commune simple,"65429",Sombrun,"3",HAUTES-PYRENEES,"65",OCCITANIE,"76","200072106",SOMBRUN,"1302"
Commune simple,"65472",Villefranque,"3",HAUTES-PYRENEES,"65",OCCITANIE,"76","200072106",VILLEFRANQUE,
Commune simple,"48146",Gorges du Tarn Causses,"1",LOZERE,"48",OCCITANIE,"76","200069151",GORGES DU TARN CAUSSES,"1554"
Commune simple,"32445",Tieste-Uragnoux,"3",GERS,"32",OCCITANIE,"76","243200508",TIESTE-URAGNOUX,"1228"
Commune simple,"54599",Xonville,"1",MEURTHE-ET-MOSELLE,"54",GRAND EST,"44","200070738",XONVILLE,"938"
Commune simple,"14200",Creully sur Seulles,"1",CALVADOS,"14",NORMANDIE,"28","200069516",CREULLY SUR SEULLES,"1704"
Commune simple,"65137",Caussade-Rivière,"3",HAUTES-PYRENEES,"65",OCCITANIE,"76","200072106",CAUSSADE-RIVIERE,"641"
Commune simple,"65219",Hères,"3",HAUTES-PYRENEES,"65",OCCITANIE,"76","200072106",HERES,"1085"
Commune simple,"14406",Moulins en Bessin,"1",CALVADOS,"14",NORMANDIE,"28","200069516",MOULINS EN BESSIN,"1062"
Commune simple,"32151",Goux,"3",GERS,"32",OCCITANIE,"76","200035632",GOUX,
Commune simple,"14355",Ponts sur Seulles,"1",CALVADOS,"14",NORMANDIE,"28","200069516",PONTS SUR SEULLES,"1496"
Commune simple,"16023",Aunac-sur-Charente,"3",CHARENTE,"16",NOUVELLE-AQUITAINE,"75","200072023",AUNAC-SUR-CHARENTE,"882"
Commune simple,"32330",Préchac-sur-Adour,"3",GERS,"32",OCCITANIE,"76","243200508",PRECHAC-SUR-ADOUR,"580"
Commune simple,"65215",Hagedet,"3",HAUTES-PYRENEES,"65",OCCITANIE,"76","200072106",HAGEDET,
Commune simple,"57595",Rorbach-lès-Dieuze,"5",MOSELLE,"57",GRAND EST,"44","245701206",RORBACH-LES-DIEUZE,
Commune simple,"32390",Saint-Martin-d'Armagnac,"2",GERS,"32",OCCITANIE,"76","243200409",SAINT-MARTIN-D'ARMAGNAC,"845"
Commune simple,"72308",Saint-Paterne - Le Chevain,"2",SARTHE,"72",PAYS DE LA LOIRE,"52","246100663",SAINT-PATERNE - LE CHEVAIN,"1391"
Commune simple,"76146",Buchy,"3",SEINE-MARITIME,"76",NORMANDIE,"28","200070449",BUCHY,"1450"
Commune simple,"54564",Viéville-en-Haye,"4",MEURTHE-ET-MOSELLE,"54",GRAND EST,"44","200070738",VIEVILLE-EN-HAYE,"950"
Commune simple,"57077",Bezange-la-Petite,"5",MOSELLE,"57",GRAND EST,"44","245701206",BEZANGE-LA-PETITE,
Commune simple,"54249",Hannonville-Suzémont,"1",MEURTHE-ET-MOSELLE,"54",GRAND EST,"44","200070738",HANNONVILLE-SUZEMONT,"963"
Commune simple,"37123",Langeais,"1",INDRE-ET-LOIRE,"37",CENTRE-VAL DE LOIRE,"24","200072981",LANGEAIS,"1720"
Commune simple,"55281",Latour-en-Woëvre,"3",MEUSE,"55",GRAND EST,"44","245501176",LATOUR-EN-WOEVRE,
Commune simple,"54087",Bouillonville,"4",MEURTHE-ET-MOSELLE,"54",GRAND EST,"44","200070738",BOUILLONVILLE,
Commune simple,"25460",Le Val,"1",DOUBS,"25",BOURGOGNE-FRANCHE-COMTE,"27","200068070",LE VAL,"1367"
Commune simple,"33268",Margaux-Cantenac,"4",GIRONDE,"33",NOUVELLE-AQUITAINE,"75","243301447",MARGAUX-CANTENAC,"1685"
Commune simple,"14658",Noues de Sienne,"4",CALVADOS,"14",NORMANDIE,"28","200068799",NOUES DE SIENNE,"900"
Commune simple,"48094",Massegros Causses Gorges,"1",LOZERE,"48",OCCITANIE,"76","200069268",MASSEGROS CAUSSES GORGES,"2484"
Commune simple,"53161",Montsûrs-Saint-Céneré,"3",MAYENNE,"53",PAYS DE LA LOIRE,"52","200033298",MONTSURS-SAINT-CENERE,"1109"
Commune simple,"11015",Arques,"2",AUDE,"11",OCCITANIE,"76","200071926",ARQUES,"1139"
Commune simple,"15138",Murat,"3",CANTAL,"15",AUVERGNE-RHONE-ALPES,"84","200066637",MURAT,"1167"
Commune simple,"51171",Cormicy,"3",MARNE,"51",GRAND EST,"44","200067213",CORMICY,"1788"
Commune simple,"57482",Ogy-Montoy-Flanville,"9",MOSELLE,"57",GRAND EST,"44","200067957",OGY-MONTOY-FLANVILLE,
Commune simple,"32005",Arblade-le-Haut,"2",GERS,"32",OCCITANIE,"76","243200409",ARBLADE-LE-HAUT,
Commune simple,"27062",Les Monts du Roumois,"2",EURE,"27",NORMANDIE,"28","200066405",LES MONTS DU ROUMOIS,"1155"
Commune simple,"27089",Thénouville,"2",EURE,"27",NORMANDIE,"28","200066405",THENOUVILLE,"1100"
Commune simple,"39290",Valzin en Petite Montagne,"2",JURA,"39",BOURGOGNE-FRANCHE-COMTE,"27","200012060",VALZIN EN PETITE MONTAGNE,"1009"
Commune simple,"64390",Moncaup,"3",PYRENEES-ATLANTIQUES,"64",NOUVELLE-AQUITAINE,"75","200067296",MONCAUP,"1323"
Commune simple,"64394",Monpezat,"3",PYRENEES-ATLANTIQUES,"64",NOUVELLE-AQUITAINE,"75","200067296",MONPEZAT,"884"
Commune simple,"14281",Formigny La Bataille,"1",CALVADOS,"14",NORMANDIE,"28","200066801",FORMIGNY LA BATAILLE,"945"
Commune simple,"38297",Arandon-Passins,"2",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200068542",ARANDON-PASSINS,"1587"
Commune simple,"37021",Beaumont-Louestault,"1",INDRE-ET-LOIRE,"37",CENTRE-VAL DE LOIRE,"24","200073237",BEAUMONT-LOUESTAULT,"1161"
Commune simple,"22107",Bon Repos sur Blavet,"2",COTES-D'ARMOR,"22",BRETAGNE,"53","242200715",BON REPOS SUR BLAVET,"996"
Commune simple,"69024",Val d'Oingt,"2",RHONE,"69",AUVERGNE-RHONE-ALPES,"84","200040574",VAL D'OINGT,"2005"
Commune simple,"33323",Le Pian-sur-Garonne,"3",GIRONDE,"33",NOUVELLE-AQUITAINE,"75","200043974",LE PIAN-SUR-GARONNE,"1269"
Commune simple,"32093",Caumont,"3",GERS,"32",OCCITANIE,"76","200035632",CAUMONT,"815"
Commune simple,"90005",Auxelles-Bas,"1",TERRITOIRE DE BELFORT,"90",BOURGOGNE-FRANCHE-COMTE,"27","200069060",AUXELLES-BAS,"1793"
Commune simple,"79136",Alloinay,"2",DEUX-SEVRES,"79",NOUVELLE-AQUITAINE,"75","200069755",ALLOINAY,"987"
Commune simple,"14712",Saline,"2",CALVADOS,"14",NORMANDIE,"28","200065597",SALINE,"1827"
Commune simple,"40243",Rion-des-Landes,"1",LANDES,"40",NOUVELLE-AQUITAINE,"75","244000766",RION-DES-LANDES,"1222"
Commune simple,"04033",Ubaye-Serre-Ponçon,"1",ALPES-DE-HAUTE-PROVENCE,"04",PROVENCE-ALPES-COTE D'AZUR,"93","200072304",UBAYE-SERRE-PONCON,"6680"
Commune simple,"64225",Ance Féas,"2",PYRENEES-ATLANTIQUES,"64",NOUVELLE-AQUITAINE,"75","200067262",ANCE FEAS,"956"
Commune simple,"45051",Bray-Saint-Aignan,"2",LOIRET,"45",CENTRE-VAL DE LOIRE,"24","200070100",BRAY-SAINT-AIGNAN,"1324"
Commune simple,"89405",Les Hauts de Forterre,"1",YONNE,"89",BOURGOGNE-FRANCHE-COMTE,"27","200067130",LES HAUTS DE FORTERRE,"740"
Commune simple,"58204",Vaux d'Amognes,"3",NIEVRE,"58",BOURGOGNE-FRANCHE-COMTE,"27","200067908",VAUX D'AMOGNES,"1164"
Commune simple,"32439",Tarsac,"3",GERS,"32",OCCITANIE,"76","200035632",TARSAC,"624"
Commune simple,"88475",Tollaincourt,"2",VOSGES,"88",GRAND EST,"44","200068773",TOLLAINCOURT,
Commune simple,"25156",Pays de Clerval,"2",DOUBS,"25",BOURGOGNE-FRANCHE-COMTE,"27","200068294",PAYS DE CLERVAL,"1320"
Commune simple,"21195",Cormot-Vauchignon,"1",COTE-D'OR,"21",BOURGOGNE-FRANCHE-COMTE,"27","200006682",CORMOT-VAUCHIGNON,"894"
Commune simple,"32380",Saint-Griède,"2",GERS,"32",OCCITANIE,"76","243200409",SAINT-GRIEDE,"1056"
Commune simple,"32244",Maulichères,"3",GERS,"32",OCCITANIE,"76","200035632",MAULICHERES,"575"
Commune simple,"50431",Remilly Les Marais,"4",MANCHE,"50",NORMANDIE,"28","200066389",REMILLY LES MARAIS,"734"
Commune simple,"32362",Saint-Aunix-Lengros,"3",GERS,"32",OCCITANIE,"76","243200508",SAINT-AUNIX-LENGROS,"657"
Commune simple,"32423",Séailles,"2",GERS,"32",OCCITANIE,"76","243200458",SEAILLES,"1361"
Commune simple,"32135",Fustérouau,"3",GERS,"32",OCCITANIE,"76","200035632",FUSTEROUAU,"625"
Commune simple,"14591",Aure sur Mer,"1",CALVADOS,"14",NORMANDIE,"28","200066801",AURE SUR MER,"1244"
Commune simple,"32458",Urgosse,"2",GERS,"32",OCCITANIE,"76","243200409",URGOSSE,"1191"
Commune simple,"65387",Saint-Lanne,"3",HAUTES-PYRENEES,"65",OCCITANIE,"76","200072106",SAINT-LANNE,"1440"
Commune simple,"85009",Auchay-sur-Vendée,"1",VENDEE,"85",PAYS DE LA LOIRE,"52","200071934",AUCHAY-SUR-VENDEE,"1043"
Commune simple,"78165",Les Clayes-sous-Bois,"4",YVELINES,"78",ILE-DE-FRANCE,"11","200058782",LES CLAYES-SOUS-BOIS,"3154"
Commune simple,"65130",Castelnau-Rivière-Basse,"3",HAUTES-PYRENEES,"65",OCCITANIE,"76","200072106",CASTELNAU-RIVIERE-BASSE,"580"
Commune simple,"07306",Sampzon,"1",ARDECHE,"07",AUVERGNE-RHONE-ALPES,"84","200039808",SAMPZON,"3027"
Commune simple,"32443",Termes-d'Armagnac,"3",GERS,"32",OCCITANIE,"76","200035632",TERMES-D'ARMAGNAC,"1202"
Commune simple,"32434",Sion,"2",GERS,"32",OCCITANIE,"76","243200409",SION,
Commune simple,"39576",Val-Sonnette,"2",JURA,"39",BOURGOGNE-FRANCHE-COMTE,"27","200072056",VAL-SONNETTE,"834"
Commune simple,"54244",Hagéville,"1",MEURTHE-ET-MOSELLE,"54",GRAND EST,"44","200070738",HAGEVILLE,
Commune simple,"39537",Trenal,"2",JURA,"39",BOURGOGNE-FRANCHE-COMTE,"27","200071116",TRENAL,
Commune simple,"50095",Canisy,"4",MANCHE,"50",NORMANDIE,"28","200066389",CANISY,"988"
Commune simple,"77316",Moret-Loing-et-Orvanne,"4",SEINE-ET-MARNE,"77",ILE-DE-FRANCE,"11","247700032",MORET-LOING-ET-ORVANNE,"2346"
Commune simple,"54200",Flirey,"4",MEURTHE-ET-MOSELLE,"54",GRAND EST,"44","200070738",FLIREY,"1653"
Commune simple,"32001",Aignan,"3",GERS,"32",OCCITANIE,"76","200035632",AIGNAN,"992"
Commune simple,"24053",Boulazac Isle Manoire,"3",DORDOGNE,"24",NOUVELLE-AQUITAINE,"75","200040392",BOULAZAC ISLE MANOIRE,"1364"
Commune simple,"24026",Bassillac et Auberoche,"3",DORDOGNE,"24",NOUVELLE-AQUITAINE,"75","200040392",BASSILLAC ET AUBEROCHE,"1152"
Commune simple,"24312",Sanilhac,"3",DORDOGNE,"24",NOUVELLE-AQUITAINE,"75","200040392",SANILHAC,"1057"
Commune simple,"24147",Cubjac-Auvézère-Val d'Ans,"2",DORDOGNE,"24",NOUVELLE-AQUITAINE,"75","242401024",CUBJAC-AUVEZERE-VAL D'ANS,"957"
Commune simple,"65432",Soublecause,"3",HAUTES-PYRENEES,"65",OCCITANIE,"76","200072106",SOUBLECAUSE,"1358"
Commune simple,"17008",Andilly,"3",CHARENTE-MARITIME,"17",NOUVELLE-AQUITAINE,"75","200041499",ANDILLY,"1702"
Commune simple,"16204",Bellevigne,"2",CHARENTE,"16",NOUVELLE-AQUITAINE,"75","200070514",BELLEVIGNE,"757"
Commune simple,"81218",Puygouzon,"1",TARN,"81",OCCITANIE,"76","248100737",PUYGOUZON,"1343"
Commune simple,"67202",Hochfelden,"4",BAS-RHIN,"67",GRAND EST,"44","246700959",HOCHFELDEN,
Commune simple,"51075",Bourgogne-Fresne,"3",MARNE,"51",GRAND EST,"44","200067213",BOURGOGNE-FRESNE,"1974"
Commune simple,"14527",Belle Vie en Auge,"3",CALVADOS,"14",NORMANDIE,"28","200069532",BELLE VIE EN AUGE,"1472"
Commune simple,"14654",Saint-Pierre-en-Auge,"3",CALVADOS,"14",NORMANDIE,"28","200069532",SAINT-PIERRE-EN-AUGE,"1230"
Commune simple,"14005",Valambray,"2",CALVADOS,"14",NORMANDIE,"28","200065589",VALAMBRAY,"1249"
Commune simple,"14456",Moult-Chicheboville,"2",CALVADOS,"14",NORMANDIE,"28","200065589",MOULT-CHICHEBOVILLE,"1600"
Commune simple,"14410",Méry-Bissières-en-Auge,"3",CALVADOS,"14",NORMANDIE,"28","200069532",MERY-BISSIERES-EN-AUGE,"1623"
Commune simple,"14431",Mézidon Vallée d'Auge,"3",CALVADOS,"14",NORMANDIE,"28","200069532",MEZIDON VALLEE D'AUGE,"1302"
Commune simple,"89003",Montholon,"1",YONNE,"89",BOURGOGNE-FRANCHE-COMTE,"27","248900524",MONTHOLON,"1199"
Commune simple,"25334",Levier,"3",DOUBS,"25",BOURGOGNE-FRANCHE-COMTE,"27","242504488",LEVIER,"1453"
Commune simple,"38456",Châtel-en-Trièves,"1",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200030658",CHATEL-EN-TRIEVES,
Commune simple,"79063",Val en Vignes,"1",DEUX-SEVRES,"79",NOUVELLE-AQUITAINE,"75","247900798",VAL EN VIGNES,"951"
Commune simple,"24087",Castels et Bézenac,"4",DORDOGNE,"24",NOUVELLE-AQUITAINE,"75","200041051",CASTELS ET BEZENAC,"1488"
Commune simple,"69159",Porte des Pierres Dorées,"2",RHONE,"69",AUVERGNE-RHONE-ALPES,"84","200040574",PORTE DES PIERRES DOREES,"2491"
Commune simple,"85152",Les Achards,"3",VENDEE,"85",PAYS DE LA LOIRE,"52","248500530",LES ACHARDS,"1595"
Commune simple,"22209",Beaussais-sur-Mer,"1",COTES-D'ARMOR,"22",BRETAGNE,"53","243500725",BEAUSSAIS-SUR-MER,"1918"
Commune simple,"46268",Saint Géry-Vers,"1",LOT,"46",OCCITANIE,"76","200023737",SAINT GERY-VERS,"1003"
Commune simple,"14475",Val d'Arry,"4",CALVADOS,"14",NORMANDIE,"28","200069524",VAL D'ARRY,"1588"
Commune simple,"08053",Bazeilles,"3",ARDENNES,"08",GRAND EST,"44","200041630",BAZEILLES,"1191"
Commune simple,"50400",Picauville,"2",MANCHE,"50",NORMANDIE,"28","200042729",PICAUVILLE,"1130"
Commune simple,"03168",Meaulne-Vitray,"1",ALLIER,"03",AUVERGNE-RHONE-ALPES,"84","240300558",MEAULNE-VITRAY,"1415"
Commune simple,"32063",Bouzon-Gellenave,"3",GERS,"32",OCCITANIE,"76","200035632",BOUZON-GELLENAVE,"1112"
Commune simple,"32081",Castelnavet,"3",GERS,"32",OCCITANIE,"76","200035632",CASTELNAVET,
Commune simple,"50099",Carentan les Marais,"4",MANCHE,"50",NORMANDIE,"28","200042729",CARENTAN LES MARAIS,"1229"
Commune simple,"14342",Isigny-sur-Mer,"1",CALVADOS,"14",NORMANDIE,"28","200066801",ISIGNY-SUR-MER,"1036"
Commune simple,"76258",Terres-de-Caux,"2",SEINE-MARITIME,"76",NORMANDIE,"28","200010700",TERRES-DE-CAUX,"1407"
Commune simple,"27294",Val d'Orger,"1",EURE,"27",NORMANDIE,"28","200070142",VAL D'ORGER,"1089"
Commune simple,"64517",Séméacq-Blachon,"3",PYRENEES-ATLANTIQUES,"64",NOUVELLE-AQUITAINE,"75","200067296",SEMEACQ-BLACHON,"1782"
Commune simple,"65314",Monfaucon,"3",HAUTES-PYRENEES,"65",OCCITANIE,"76","200072106",MONFAUCON,"1594"
Commune simple,"32450",Tourdun,"3",GERS,"32",OCCITANIE,"76","243200508",TOURDUN,"1043"
Commune simple,"27679",Verneuil d'Avre et d'Iton,"2",EURE,"27",NORMANDIE,"28","200066462",VERNEUIL D'AVRE ET D'ITON,"1486"
Commune simple,"64084",Aydie,"3",PYRENEES-ATLANTIQUES,"64",NOUVELLE-AQUITAINE,"75","200067239",AYDIE,"762"
Commune simple,"79185",Mougon-Thorigné,"2",DEUX-SEVRES,"79",NOUVELLE-AQUITAINE,"75","200069755",MOUGON-THORIGNE,"1243"
Commune simple,"32323",Ponsampère,"3",GERS,"32",OCCITANIE,"76","200035756",PONSAMPERE,"675"
Commune simple,"48139",Saint Bonnet-Laval,"2",LOZERE,"48",OCCITANIE,"76","200006930",SAINT BONNET-LAVAL,"784"
Commune simple,"35069",Châteaugiron,"3",ILLE-ET-VILAINE,"35",BRETAGNE,"53","243500659",CHATEAUGIRON,"1923"
Commune simple,"32116",Duffort,"3",GERS,"32",OCCITANIE,"76","200035756",DUFFORT,"1295"
Commune simple,"65081",Benqué-Molère,"2",HAUTES-PYRENEES,"65",OCCITANIE,"76","200070787",BENQUE-MOLERE,"2199"
Commune simple,"65414",Ségalas,"3",HAUTES-PYRENEES,"65",OCCITANIE,"76","200072106",SEGALAS,"1445"
Commune simple,"32114",Cuélas,"3",GERS,"32",OCCITANIE,"76","200072320",CUELAS,"991"
Commune simple,"32419",Sauviac,"3",GERS,"32",OCCITANIE,"76","200035756",SAUVIAC,"1086"
Commune simple,"23192",Fursac,"2",CREUSE,"23",NOUVELLE-AQUITAINE,"75","200067510",FURSAC,"974"
Commune simple,"65452",Trie-sur-Baïse,"3",HAUTES-PYRENEES,"65",OCCITANIE,"76","200070795",TRIE-SUR-BAISE,"1057"
Commune simple,"32028",Barcugnan,"3",GERS,"32",OCCITANIE,"76","200035756",BARCUGNAN,
Commune simple,"17208",Longèves,"3",CHARENTE-MARITIME,"17",NOUVELLE-AQUITAINE,"75","200041499",LONGEVES,"1713"
Commune simple,"27676",Les Trois Lacs,"1",EURE,"27",NORMANDIE,"28","242700623",LES TROIS LACS,"1413"
Commune simple,"71582",La Vineuse sur Fregande,"5",SAONE-ET-LOIRE,"71",BOURGOGNE-FRANCHE-COMTE,"27","200040293",LA VINEUSE SUR FREGANDE,"1640"
Commune simple,"24362",Val de Louyre et Caudeau,"3",DORDOGNE,"24",NOUVELLE-AQUITAINE,"75","200040392",VAL DE LOUYRE ET CAUDEAU,"1593"
Commune simple,"65399",Saligos,"1",HAUTES-PYRENEES,"65",OCCITANIE,"76","200070811",SALIGOS,"2771"
Commune simple,"89130",Deux Rivières,"1",YONNE,"89",BOURGOGNE-FRANCHE-COMTE,"27","200067080",DEUX RIVIERES,"1008"
Commune simple,"17376",Saint-Ouen-d'Aunis,"3",CHARENTE-MARITIME,"17",NOUVELLE-AQUITAINE,"75","200041499",SAINT-OUEN-D'AUNIS,"1886"
Commune simple,"32373",Sainte-Dode,"3",GERS,"32",OCCITANIE,"76","200035756",SAINTE-DODE,"1545"
Commune simple,"33064",Bossugan,"5",GIRONDE,"33",NOUVELLE-AQUITAINE,"75","243301454",BOSSUGAN,"771"
Commune simple,"24253",Mareuil en Périgord,"2",DORDOGNE,"24",NOUVELLE-AQUITAINE,"75","200041572",MAREUIL EN PERIGORD,"1390"
Commune simple,"24554",La Tour-Blanche-Cercles,"3",DORDOGNE,"24",NOUVELLE-AQUITAINE,"75","200040400",LA TOUR-BLANCHE-CERCLES,"1062"
Commune simple,"19252",Sarroux - Saint Julien,"3",CORREZE,"19",NOUVELLE-AQUITAINE,"75","200066744",SARROUX - SAINT JULIEN,"815"
Commune simple,"32361",Saint-Arroman,"3",GERS,"32",OCCITANIE,"76","200072320",SAINT-ARROMAN,
Commune simple,"32375",Saint-Élix-Theux,"3",GERS,"32",OCCITANIE,"76","200035756",SAINT-ELIX-THEUX,
Commune simple,"65061",Barbachen,"3",HAUTES-PYRENEES,"65",OCCITANIE,"76","200072106",BARBACHEN,
Commune simple,"65196",Gensac,"3",HAUTES-PYRENEES,"65",OCCITANIE,"76","200072106",GENSAC,"1204"
Commune simple,"32455",Troncens,"3",GERS,"32",OCCITANIE,"76","243200508",TRONCENS,"1684"
