STATUT,INSEE_COM,NOM_COM,INSEE_ARR,NOM_DEP,INSEE_DEP,NOM_REG,INSEE_REG,CODE_EPCI,NOM_COM_M,Prixm2
Commune simple,"38337",Rives,"1",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800984",RIVES,"2024"
Commune simple,"38517",Tullins,"1",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800984",TULLINS,"2044"
Commune simple,"38248",Montaud,"1",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200070431",MONTAUD,"2314"
Commune simple,"38244",Monsteroux-Milieu,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800844",MONSTEROUX-MILIEU,"1564"
Commune simple,"38013",Apprieu,"2",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243801073",APPRIEU,"1879"
Commune simple,"38331",Réaumont,"1",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800984",REAUMONT,"2237"
Commune simple,"26293",Saint-Avit,"3",DROME,"26",AUVERGNE-RHONE-ALPES,"84","200040491",SAINT-AVIT,"1298"
Commune simple,"26330",Saint-Sorlin-en-Valloire,"3",DROME,"26",AUVERGNE-RHONE-ALPES,"84","200040491",SAINT-SORLIN-EN-VALLOIRE,"1334"
Commune simple,"38496",Sonnay,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800778",SONNAY,"1078"
Commune simple,"38134",Cour-et-Buis,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800844",COUR-ET-BUIS,"1512"
Commune simple,"38290",Pact,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800844",PACT,"1408"
Commune simple,"67173",Griesheim-sur-Souffel,"4",BAS-RHIN,"67",GRAND EST,"44","200034635",GRIESHEIM-SUR-SOUFFEL,
Commune simple,"38160",Eyzin-Pinet,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800455",EYZIN-PINET,"1652"
Commune simple,"26118",Épinouze,"3",DROME,"26",AUVERGNE-RHONE-ALPES,"84","200040491",EPINOUZE,"1480"
Commune simple,"26077",Charmes-sur-l'Herbasse,"3",DROME,"26",AUVERGNE-RHONE-ALPES,"84","200073096",CHARMES-SUR-L'HERBASSE,"1129"
Commune simple,"26259",Ratières,"3",DROME,"26",AUVERGNE-RHONE-ALPES,"84","200040491",RATIERES,"1941"
Commune simple,"26213",Moras-en-Valloire,"3",DROME,"26",AUVERGNE-RHONE-ALPES,"84","200040491",MORAS-EN-VALLOIRE,"1010"
Commune simple,"26172",Manthes,"3",DROME,"26",AUVERGNE-RHONE-ALPES,"84","200040491",MANTHES,"1179"
Commune simple,"14024",Auberville,"3",CALVADOS,"14",NORMANDIE,"28","200065563",AUBERVILLE,"1456"
Commune simple,"38238",Moidieu-Détourbe,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800455",MOIDIEU-DETOURBE,"1833"
Commune simple,"38459",Saint-Sorlin-de-Vienne,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800455",SAINT-SORLIN-DE-VIENNE,"1988"
Commune simple,"38077",La Chapelle-de-Surieu,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800778",LA CHAPELLE-DE-SURIEU,"1664"
Commune simple,"38408",Saint-Just-Chaleyssin,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243801255",SAINT-JUST-CHALEYSSIN,"2220"
Commune simple,"38318",Pont-Évêque,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800455",PONT-EVEQUE,"1817"
Commune simple,"14093",Branville,"3",CALVADOS,"14",NORMANDIE,"28","241400878",BRANVILLE,"860"
Commune simple,"26295",Saint-Barthélemy-de-Vals,"3",DROME,"26",AUVERGNE-RHONE-ALPES,"84","200040491",SAINT-BARTHELEMY-DE-VALS,"1711"
Commune simple,"38536",Vernioz,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800778",VERNIOZ,"1572"
Commune simple,"26301",Saint-Donat-sur-l'Herbasse,"3",DROME,"26",AUVERGNE-RHONE-ALPES,"84","200073096",SAINT-DONAT-SUR-L'HERBASSE,"1686"
Commune simple,"38215",Luzinay,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800455",LUZINAY,"2541"
Commune simple,"38288",Oytier-Saint-Oblas,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243801255",OYTIER-SAINT-OBLAS,"2174"
Commune simple,"26028",Bathernay,"3",DROME,"26",AUVERGNE-RHONE-ALPES,"84","200073096",BATHERNAY,"975"
Commune simple,"14741",Le Vey,"2",CALVADOS,"14",NORMANDIE,"28","200066710",LE VEY,"1318"
Commune simple,"26010",Anneyron,"3",DROME,"26",AUVERGNE-RHONE-ALPES,"84","200040491",ANNEYRON,"1676"
Commune simple,"26061",Bren,"3",DROME,"26",AUVERGNE-RHONE-ALPES,"84","200073096",BREN,"1307"
Commune simple,"26072",Chantemerle-les-Blés,"3",DROME,"26",AUVERGNE-RHONE-ALPES,"84","200073096",CHANTEMERLE-LES-BLES,"1268"
Commune simple,"38199",Jardin,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800455",JARDIN,"1843"
Commune simple,"38484",Serpaize,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800455",SERPAIZE,"2594"
Commune simple,"04184",Saint-Jurs,"3",ALPES-DE-HAUTE-PROVENCE,"04",PROVENCE-ALPES-COTE D'AZUR,"93","200067437",SAINT-JURS,"3344"
Commune simple,"60001",Abancourt,"1",OISE,"60",HAUTS-DE-FRANCE,"32","246000848",ABANCOURT,"1484"
Commune simple,"67004",Sommerau,"4",BAS-RHIN,"67",GRAND EST,"44","200068112",SOMMERAU,
Sous-préfecture,"38544",Vienne,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800455",VIENNE,"1959"
Commune simple,"38335",Revel-Tourdan,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800844",REVEL-TOURDAN,"1597"
Commune simple,"38017",Assieu,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800778",ASSIEU,"1583"
Commune simple,"26349",Tersanne,"3",DROME,"26",AUVERGNE-RHONE-ALPES,"84","200040491",TERSANNE,"1289"
Commune simple,"26083",Châteauneuf-de-Galaure,"3",DROME,"26",AUVERGNE-RHONE-ALPES,"84","200040491",CHATEAUNEUF-DE-GALAURE,"1266"
Commune simple,"26219",Mureils,"3",DROME,"26",AUVERGNE-RHONE-ALPES,"84","200040491",MUREILS,"1149"
Commune simple,"38198",Jarcieu,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800844",JARCIEU,"1340"
Commune simple,"26177",Marsaz,"3",DROME,"26",AUVERGNE-RHONE-ALPES,"84","200073096",MARSAZ,"1581"
Commune simple,"26216",La Motte-de-Galaure,"3",DROME,"26",AUVERGNE-RHONE-ALPES,"84","200040491",LA MOTTE-DE-GALAURE,"1412"
Commune simple,"26094",Claveyson,"3",DROME,"26",AUVERGNE-RHONE-ALPES,"84","200040491",CLAVEYSON,"1424"
Commune simple,"14146",Cauville,"2",CALVADOS,"14",NORMANDIE,"28","200066710",CAUVILLE,"1442"
Commune simple,"38051",Bougé-Chambalud,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800778",BOUGE-CHAMBALUD,"1218"
Commune simple,"38066",Chalon,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800844",CHALON,"1157"
Commune simple,"38558",Villette-de-Vienne,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800455",VILLETTE-DE-VIENNE,"2593"
Commune simple,"38037",Bellegarde-Poussieu,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800844",BELLEGARDE-POUSSIEU,"1633"
Commune simple,"26155",Lapeyrouse-Mornay,"3",DROME,"26",AUVERGNE-RHONE-ALPES,"84","200040491",LAPEYROUSE-MORNAY,"1571"
Commune simple,"26314",Saint-Martin-d'Août,"3",DROME,"26",AUVERGNE-RHONE-ALPES,"84","200040491",SAINT-MARTIN-D'AOUT,"2216"
Commune simple,"38259",Montseveroux,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800844",MONTSEVEROUX,"1360"
Commune simple,"38280",Notre-Dame-de-Vaulx,"1",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200040657",NOTRE-DAME-DE-VAULX,"1327"
Commune simple,"38480",Septème,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800455",SEPTEME,"2060"
Commune simple,"67408",Romanswiller,"3",BAS-RHIN,"67",GRAND EST,"44","200068864",ROMANSWILLER,
Commune simple,"38157",Estrablin,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800455",ESTRABLIN,"1766"
Commune simple,"38131",Les Côtes-d'Arey,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800455",LES COTES-D'AREY,"1896"
Commune simple,"38240",Moissieu-sur-Dolon,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800844",MOISSIEU-SUR-DOLON,"1290"
Commune simple,"38231",Meyrieu-les-Étangs,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",MEYRIEU-LES-ETANGS,"1845"
Commune simple,"38159",Eydoche,"2",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243801073",EYDOCHE,"1203"
Commune simple,"38351",Saint-Agnin-sur-Bion,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",SAINT-AGNIN-SUR-BION,"2098"
Commune simple,"38144",Diémoz,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243801255",DIEMOZ,"2180"
Commune simple,"38464",Saint-Victor-de-Cessieu,"2",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200068567",SAINT-VICTOR-DE-CESSIEU,"1689"
Commune simple,"38034",Beaurepaire,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800844",BEAUREPAIRE,"1527"
Commune simple,"26148",Hauterives,"3",DROME,"26",AUVERGNE-RHONE-ALPES,"84","200040491",HAUTERIVES,"1474"
Commune simple,"38091",Châteauvilain,"2",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800604",CHATEAUVILAIN,"1393"
Commune simple,"38473",Sardieu,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",SARDIEU,"1966"
Commune simple,"57334",Hommert,"5",MOSELLE,"57",GRAND EST,"44","200068146",HOMMERT,
Commune simple,"38093",Châtenay,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",CHATENAY,"1950"
Commune simple,"38152",Eclose-Badinières,"2",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800604",ECLOSE-BADINIERES,"1438"
Commune simple,"67214",Hurtigheim,"4",BAS-RHIN,"67",GRAND EST,"44","200034635",HURTIGHEIM,
Commune simple,"38324",Primarette,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800844",PRIMARETTE,"1923"
Commune simple,"28116",Courville-sur-Eure,"1",EURE-ET-LOIR,"28",CENTRE-VAL DE LOIRE,"24","200058360",COURVILLE-SUR-EURE,"1468"
Commune simple,"38307",Pisieu,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800844",PISIEU,"1568"
Commune simple,"38180",Gillonnay,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",GILLONNAY,"1917"
Commune simple,"38086",Chasselay,"1",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200070431",CHASSELAY,"1679"
Commune simple,"38555",Villeneuve-de-Marc,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",VILLENEUVE-DE-MARC,"1452"
Commune simple,"28070",Champhol,"1",EURE-ET-LOIR,"28",CENTRE-VAL DE LOIRE,"24","200033181",CHAMPHOL,"2110"
Commune simple,"62271",Dohem,"5",PAS-DE-CALAIS,"62",HAUTS-DE-FRANCE,"32","246201016",DOHEM,"704"
Commune simple,"38167",Flachères,"2",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243801073",FLACHERES,"1304"
Commune simple,"38399",Saint-Jean-de-Bournay,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",SAINT-JEAN-DE-BOURNAY,"1903"
Commune simple,"38102",Chèzeneuve,"2",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800604",CHEZENEUVE,"1066"
Commune simple,"38393",Saint-Hilaire-de-la-Côte,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",SAINT-HILAIRE-DE-LA-COTE,"1639"
Commune simple,"38058",Brézins,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",BREZINS,"1843"
Commune simple,"38130",La Côte-Saint-André,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",LA COTE-SAINT-ANDRE,"1494"
Commune simple,"38174",La Frette,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",LA FRETTE,"1536"
Commune simple,"38211",Lieudieu,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",LIEUDIEU,"932"
Commune simple,"38046",Bizonnes,"2",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243801073",BIZONNES,"1254"
Commune simple,"59082",Bierne,"4",NORD,"59",HAUTS-DE-FRANCE,"32","200040954",BIERNE,"1701"
Commune simple,"59668",Zuydcoote,"4",NORD,"59",HAUTS-DE-FRANCE,"32","245900428",ZUYDCOOTE,"1769"
Commune simple,"38267",Mottier,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",MOTTIER,"1351"
Commune simple,"38016",Arzay,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",ARZAY,
Commune simple,"38035",Beauvoir-de-Marc,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",BEAUVOIR-DE-MARC,"1985"
Commune simple,"38081",Charantonnay,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243801255",CHARANTONNAY,"1840"
Commune simple,"38042",Bévenais,"2",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243801073",BEVENAIS,"1483"
Commune simple,"38444",Saint-Pierre-de-Méaroz,"1",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200040657",SAINT-PIERRE-DE-MEAROZ,"1251"
Commune simple,"38363",Saint-Barthélemy,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800844",SAINT-BARTHELEMY,"1544"
Commune simple,"26162",Lens-Lestang,"3",DROME,"26",AUVERGNE-RHONE-ALPES,"84","200040491",LENS-LESTANG,"1624"
Commune simple,"26297",Saint-Bonnet-de-Valclérieux,"3",DROME,"26",AUVERGNE-RHONE-ALPES,"84","200068781",SAINT-BONNET-DE-VALCLERIEUX,
Commune simple,"38500",Têche,"1",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200070431",TECHE,"1907"
Commune simple,"26298",Saint-Christophe-et-le-Laris,"3",DROME,"26",AUVERGNE-RHONE-ALPES,"84","200068781",SAINT-CHRISTOPHE-ET-LE-LARIS,"1461"
Commune simple,"38272",Murinais,"1",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200070431",MURINAIS,"1135"
Commune simple,"38060",Brion,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",BRION,
Commune simple,"38044",Biol,"2",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200068567",BIOL,"1374"
Commune simple,"28201",Jouy,"1",EURE-ET-LOIR,"28",CENTRE-VAL DE LOIRE,"24","200033181",JOUY,"1526"
Commune simple,"38221",Marnans,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",MARNANS,"1469"
Commune simple,"38048",Bonnefamille,"2",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243801255",BONNEFAMILLE,"1985"
Commune simple,"38064",Cessieu,"2",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200068567",CESSIEU,"1902"
Commune simple,"38352",Saint-Alban-de-Roche,"2",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800604",SAINT-ALBAN-DE-ROCHE,"2273"
Commune simple,"38275",Serre-Nerpol,"1",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200070431",SERRE-NERPOL,
Commune simple,"38380",Saint-Didier-de-Bizonnes,"2",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243801073",SAINT-DIDIER-DE-BIZONNES,"1827"
Commune simple,"38038",Belmont,"2",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200068567",BELMONT,"1563"
Commune simple,"38284",Ornacieux,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",ORNACIEUX,"1641"
Commune simple,"38255",Montfalcon,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",MONTFALCON,
Commune simple,"38015",Artas,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",ARTAS,"1917"
Commune simple,"38481",Sérézin-de-la-Tour,"2",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800604",SEREZIN-DE-LA-TOUR,"1479"
Commune simple,"28158",Fontenay-sur-Eure,"1",EURE-ET-LOIR,"28",CENTRE-VAL DE LOIRE,"24","200033181",FONTENAY-SUR-EURE,"1990"
Commune simple,"38346",Royas,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",ROYAS,"1373"
Commune simple,"38219",Marcollin,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",MARCOLLIN,"1414"
Commune simple,"38032",Beaufort,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",BEAUFORT,"1640"
Commune simple,"38209",Lentiol,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",LENTIOL,
Commune simple,"38379",Saint-Clair-sur-Galaure,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",SAINT-CLAIR-SUR-GALAURE,"1294"
Commune simple,"38457",Saint-Siméon-de-Bressieux,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",SAINT-SIMEON-DE-BRESSIEUX,"1625"
Commune simple,"28374",Serazereux,"3",EURE-ET-LOIR,"28",CENTRE-VAL DE LOIRE,"24","200040277",SERAZEREUX,"1185"
Commune simple,"28068",Challet,"1",EURE-ET-LOIR,"28",CENTRE-VAL DE LOIRE,"24","200033181",CHALLET,"1274"
Commune simple,"38512",Tramolé,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",TRAMOLE,"1657"
Commune simple,"38358",Sainte-Anne-sur-Gervonde,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",SAINTE-ANNE-SUR-GERVONDE,"1467"
Commune simple,"38213",Longechenal,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",LONGECHENAL,"1411"
Commune simple,"38172",Four,"2",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800604",FOUR,"1915"
Commune simple,"38463",Saint-Vérand,"1",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200070431",SAINT-VERAND,"2206"
Commune simple,"28008",Ardelles,"3",EURE-ET-LOIR,"28",CENTRE-VAL DE LOIRE,"24","200040277",ARDELLES,"563"
Commune simple,"38094",Châtonnay,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",CHATONNAY,"1600"
Commune simple,"26107",Crépol,"3",DROME,"26",AUVERGNE-RHONE-ALPES,"84","200068781",CREPOL,"2007"
Commune simple,"38099",Chevrières,"1",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200070431",CHEVRIERES,"2071"
Commune simple,"26143",Le Grand-Serre,"3",DROME,"26",AUVERGNE-RHONE-ALPES,"84","200040491",LE GRAND-SERRE,"1804"
Commune simple,"38402",Saint-Jean-de-Vaulx,"1",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200040657",SAINT-JEAN-DE-VAULX,"1921"
Commune simple,"38291",Pajay,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",PAJAY,"1419"
Commune simple,"38300",Penol,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",PENOL,"1589"
Commune simple,"38218",Marcilloles,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",MARCILLOLES,"1178"
Commune simple,"38232",Meyssiez,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",MEYSSIEZ,"1451"
Commune simple,"38049",Bossieu,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",BOSSIEU,"967"
Commune simple,"38121",Commelle,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",COMMELLE,
Commune simple,"38384",Saint-Étienne-de-Saint-Geoirs,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",SAINT-ETIENNE-DE-SAINT-GEOIRS,"1859"
Commune simple,"38161",Faramans,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",FARAMANS,"1589"
Commune simple,"26210",Montrigaud,"3",DROME,"26",AUVERGNE-RHONE-ALPES,"84","200068781",MONTRIGAUD,"1429"
Commune simple,"26184",Miribel,"3",DROME,"26",AUVERGNE-RHONE-ALPES,"84","200068781",MIRIBEL,
Commune simple,"38330",Quincieu,"1",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200070431",QUINCIEU,"2285"
Commune simple,"38230",Meyrié,"2",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800604",MEYRIE,"1882"
Commune simple,"38276",Nivolas-Vermelle,"2",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800604",NIVOLAS-VERMELLE,"1816"
Commune simple,"38339",Roche,"2",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243801255",ROCHE,"1839"
Commune simple,"38053",Bourgoin-Jallieu,"2",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800604",BOURGOIN-JALLIEU,"1961"
Commune simple,"38498",Succieu,"2",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800604",SUCCIEU,"1753"
Commune simple,"38387",Saint-Geoirs,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",SAINT-GEOIRS,"1440"
Commune simple,"38069",Champier,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",CHAMPIER,"1934"
Commune simple,"38311",Pommier-de-Beaurepaire,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800844",POMMIER-DE-BEAUREPAIRE,"1716"
Commune simple,"38274",Nantoin,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",NANTOIN,
Commune simple,"38203",Laffrey,"1",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200040657",LAFFREY,"2716"
Commune simple,"38223",Maubec,"2",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800604",MAUBEC,"1654"
Commune simple,"38136",Crachier,"2",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800604",CRACHIER,"1673"
Commune simple,"38476",Savas-Mépin,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",SAVAS-MEPIN,"1872"
Commune simple,"38056",Bressieux,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",BRESSIEUX,"1014"
Commune simple,"38360",Saint-Appolinard,"1",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200070431",SAINT-APPOLINARD,"2191"
Commune simple,"38416",Saint-Marcellin,"1",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200070431",SAINT-MARCELLIN,"1786"
Commune simple,"38347",Roybon,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",ROYBON,"1703"
Commune simple,"38406",Saint-Julien-de-l'Herms,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800844",SAINT-JULIEN-DE-L'HERMS,"1637"
Commune simple,"65410",Sarrouilles,"3",HAUTES-PYRENEES,"65",OCCITANIE,"76","200069300",SARROUILLES,"1510"
Commune simple,"38440",Saint-Pierre-de-Bressieux,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",SAINT-PIERRE-DE-BRESSIEUX,"1373"
Commune simple,"38156",Les Éparres,"2",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800604",LES EPARRES,"1778"
Commune simple,"38141",Culin,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",CULIN,"1664"
Commune simple,"38149",Domarin,"2",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800604",DOMARIN,"2027"
Commune simple,"38389",Saint-Georges-d'Espéranche,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243801255",SAINT-GEORGES-D'ESPERANCHE,"2025"
Commune simple,"38041",Bessins,"1",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200070431",BESSINS,"986"
Commune simple,"38348",Ruy-Montceau,"2",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","243800604",RUY-MONTCEAU,"1688"
Commune simple,"38561",Viriville,"3",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200059392",VIRIVILLE,"1217"
Commune simple,"26014",Arthémonay,"3",DROME,"26",AUVERGNE-RHONE-ALPES,"84","200073096",ARTHEMONAY,"1641"
Commune simple,"26225",Parnans,"3",DROME,"26",AUVERGNE-RHONE-ALPES,"84","200068781",PARNANS,"1048"
Commune simple,"26194",Montchenu,"3",DROME,"26",AUVERGNE-RHONE-ALPES,"84","200073096",MONTCHENU,"1264"
Commune simple,"38345",Rovon,"1",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200070431",ROVON,"1383"
Commune simple,"28177",Gellainville,"1",EURE-ET-LOIR,"28",CENTRE-VAL DE LOIRE,"24","200033181",GELLAINVILLE,"1306"
Commune simple,"14037",Malherbe-sur-Ajon,"4",CALVADOS,"14",NORMANDIE,"28","200069524",MALHERBE-SUR-AJON,"1318"
Commune simple,"38359",Saint Antoine l'Abbaye,"1",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200070431",SAINT ANTOINE L'ABBAYE,"1822"
Commune simple,"26068",Le Chalon,"3",DROME,"26",AUVERGNE-RHONE-ALPES,"84","200068781",LE CHALON,
Commune simple,"38559",Vinay,"1",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200070431",VINAY,"1812"
Commune simple,"38033",Beaulieu,"1",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200070431",BEAULIEU,"1438"
Commune simple,"26174",Margès,"3",DROME,"26",AUVERGNE-RHONE-ALPES,"84","200073096",MARGES,"1528"
Commune simple,"14241",Épinay-sur-Odon,"4",CALVADOS,"14",NORMANDIE,"28","200069524",EPINAY-SUR-ODON,"978"
Commune simple,"28343",Saint-Laurent-la-Gâtine,"3",EURE-ET-LOIR,"28",CENTRE-VAL DE LOIRE,"24","200069953",SAINT-LAURENT-LA-GATINE,"982"
Commune simple,"26140",Geyssans,"3",DROME,"26",AUVERGNE-RHONE-ALPES,"84","200068781",GEYSSANS,"1255"
Commune simple,"26231",Peyrins,"3",DROME,"26",AUVERGNE-RHONE-ALPES,"84","200068781",PEYRINS,"1601"
Commune simple,"65385",Saint-Arroman,"2",HAUTES-PYRENEES,"65",OCCITANIE,"76","200070787",SAINT-ARROMAN,"593"
Commune simple,"65323",Montsérié,"2",HAUTES-PYRENEES,"65",OCCITANIE,"76","200070829",MONTSERIE,"1250"
Commune simple,"38036",Beauvoir-en-Royans,"1",ISERE,"38",AUVERGNE-RHONE-ALPES,"84","200070431",BEAUVOIR-EN-ROYANS,"1260"
Commune simple,"31121",Castéra-Vignoles,"2",HAUTE-GARONNE,"31",OCCITANIE,"76","200072643",CASTERA-VIGNOLES,"734"
