NOM,VERSION
population,1672674792.0
ecoles,1665031368.0
colleges,1665031388.0
lycees,1673323276.0
police_gendarmerie,1674532838.0
festivals,1666102802.0
musees,1666162604.0
ecoles,1665031368.0
colleges,1665031388.0
festivals,1666102802.0
ecoles,1665031368.0
lycees,1673323276.0
festivals,1666102802.0
hopitaux,1620028007.0
