rentree_scolaire;academie;code_du_departement;departement;uai;nom_de_l_etablissment;code_insee_de_la_commune;nom_de_la_commune;secteur;ips
2021-2022;RENNES;022;COTES D'ARMOR;0220586T;ECOLE PRIMAIRE PUBLIQUE DE PLOUNERIN;22227;PLOUNERIN;public;100.8
2021-2022;RENNES;022;COTES D'ARMOR;0220646H;L ARGENTAIE;22258;QUESSOY;public;96.8
2021-2022;RENNES;022;COTES D'ARMOR;0220668G;ECOLE PRIMAIRE PUBLIQUE DE RUNAN;22269;RUNAN;public;91.5
2021-2022;RENNES;022;COTES D'ARMOR;0220673M;ECOLE PRIMAIRE PUBLIQUE DE SAINT ALBAN;22273;SAINT ALBAN;public;102.2
2021-2022;RENNES;022;COTES D'ARMOR;0220701T;ECOLE ELEMENTAIRE PUBLIQUE LE BRAS;22162;PAIMPOL;public;96.0
2021-2022;RENNES;022;COTES D'ARMOR;0220711D;ECOLE PRIMAIRE PUBLIQUE DE PENVENAN;22166;PENVENAN;public;115.0
2021-2022;RENNES;022;COTES D'ARMOR;0220747T;ECOLE PRIMAIRE PUBLIQUE DE BOURSEUL;22014;BOURSEUL;public;93.7
2021-2022;RENNES;022;COTES D'ARMOR;0220768R;ECOLE PRIMAIRE PUBLIQUE L ENCRE MAGIQUE;22026;CALORGUEN;public;108.5
2021-2022;RENNES;022;COTES D'ARMOR;0220782F;ECOLE PRIMAIRE PUBLIQUE DE CAUREL;22033;CAUREL;public;95.7
2021-2022;RENNES;022;COTES D'ARMOR;0220808J;ECOLE PRIMAIRE PUBLIQUE JACQUES PREVERT;22049;CREHEN;public;103.8
2021-2022;RENNES;022;COTES D'ARMOR;0220824B;ECOLE PRIMAIRE PUBLIQUE DE GRACES;22067;GRACES;public;105.8
2021-2022;RENNES;022;COTES D'ARMOR;0220842W;ECOLE PRIMAIRE PUBLIQUE DE GURUNHUEL;22072;GURUNHUEL;public;88.3
2021-2022;RENNES;022;COTES D'ARMOR;0220847B;ECOLE PRIMAIRE PUBLIQUE DE HENANBIHEN;22076;HENANBIHEN;public;86.1
2021-2022;RENNES;022;COTES D'ARMOR;0220848C;ECOLE PRIMAIRE PUBLIQUE DE HENANSAL;22077;HENANSAL;public;100.3
2021-2022;RENNES;022;COTES D'ARMOR;0220859P;ECOLE PRIMAIRE PUBLIQUE DE LE FOEIL;22059;LE FOEIL;public;96.6
2021-2022;RENNES;022;COTES D'ARMOR;0220861S;ECOLE PRIMAIRE PUBLIQUE DE GAUSSON;22060;GAUSSON;public;100.1
2021-2022;RENNES;022;COTES D'ARMOR;0220889X;ECOLE PRIMAIRE PUBLIQUE DE KERGRIST MOELOU;22087;KERGRIST MOËLOU;public;93.0
2021-2022;RENNES;022;COTES D'ARMOR;0220901K;ECOLE PRIMAIRE PUBLIQUE ROBERT WILLIAM SERVICE;22094;LANCIEUX;public;120.3
2021-2022;RENNES;022;COTES D'ARMOR;0220911W;ECOLE PRIMAIRE PUBLIQUE LA CLE VERTE;22219;PLOUGUENAST LANGAST;public;86.4
2021-2022;RENNES;022;COTES D'ARMOR;0220920F;ECOLE PRIMAIRE PUBLIQUE DE LANGUENAN;22105;LANGUENAN;public;99.5
2021-2022;RENNES;022;COTES D'ARMOR;0220944G;ECOLE PRIMAIRE PUBLIQUE SAINT ROCH;22113;LANNION;public;136.4
2021-2022;RENNES;022;COTES D'ARMOR;0220964D;ECOLE PRIMAIRE PUBLIQUE DE LANVOLLON;22121;LANVOLLON;public;98.0
2021-2022;RENNES;022;COTES D'ARMOR;0221007A;ECOLE PRIMAIRE PUBLIQUE DE MATIGNON;22143;MATIGNON;public;102.4
2021-2022;RENNES;022;COTES D'ARMOR;0221021R;ECOLE PRIMAIRE PUBLIQUE DE MERLEAC;22149;MERLEAC;public;93.4
2021-2022;RENNES;022;COTES D'ARMOR;0221045S;ECOLE PRIMAIRE PUBLIQUE JULES VERNE;22136;LOUDEAC;public;88.3
2021-2022;RENNES;022;COTES D'ARMOR;0221089P;ECOLE PRIMAIRE PUBLIQUE DE LOUANNEC;22134;LOUANNEC;public;131.2
2021-2022;RENNES;022;COTES D'ARMOR;0221091S;ECOLE PRIMAIRE PUBLIQUE DE ROSTRENEN;22266;ROSTRENEN;public;100.6
2021-2022;RENNES;022;COTES D'ARMOR;0221092T;ECOLE PRIMAIRE PUBLIQUE NORBERT GUITTON;22280;SAINT CARNE;public;109.6
2021-2022;RENNES;022;COTES D'ARMOR;0221094V;ECOLE PRIMAIRE PUBLIQUE DE SAINT NICOLAS DU PELEM;22321;SAINT NICOLAS DU PELEM;public;86.7
2021-2022;RENNES;022;COTES D'ARMOR;0221096X;ECOLE PRIMAIRE PUBLIQUE PICHEREL;22353;TREGASTEL;public;122.5
2021-2022;RENNES;022;COTES D'ARMOR;0221129H;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;22076;HENANBIHEN;privé sous contrat;93.4
2021-2022;RENNES;022;COTES D'ARMOR;0221135P;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;22081;HILLION;privé sous contrat;113.4
2021-2022;RENNES;022;COTES D'ARMOR;0221170C;ECOLE PRIMAIRE PRIVEE SAINTE ANNE MAROUE;22093;LAMBALLE ARMOR;privé sous contrat;97.1
2021-2022;RENNES;022;COTES D'ARMOR;0221175H;ECOLE PRIMAIRE PRIVEE LA PROVIDENCE;22153;MONCONTOUR;privé sous contrat;117.7
2021-2022;RENNES;022;COTES D'ARMOR;0221196F;ECOLE PRIMAIRE PRIVEE SAINTE ANNE;22093;LAMBALLE ARMOR;privé sous contrat;111.7
2021-2022;RENNES;022;COTES D'ARMOR;0221218E;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;22189;PLESIDY;privé sous contrat;102.0
2021-2022;RENNES;022;COTES D'ARMOR;0221219F;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;22190;PLESLIN TRIGAVOU;privé sous contrat;101.8
2021-2022;RENNES;022;COTES D'ARMOR;0221263D;ECOLE PRIMAIRE PRIVEE SAINT YVES;22234;PLOUVARA;privé sous contrat;94.1
2021-2022;RENNES;022;COTES D'ARMOR;0221267H;ECOLE PRIMAIRE PRIVEE SACRE COEUR;22240;PLUMAUGAT;privé sous contrat;95.5
2021-2022;RENNES;022;COTES D'ARMOR;0221303X;ECOLE PRIMAIRE PRIVEE SAINTE BERNADETTE;22278;SAINT BRIEUC;privé sous contrat;122.4
2021-2022;RENNES;022;COTES D'ARMOR;0221308C;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;22278;SAINT BRIEUC;privé sous contrat;105.7
2021-2022;RENNES;022;COTES D'ARMOR;0221328Z;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;22313;SAINT MARTIN DES PRES;privé sous contrat;85.7
2021-2022;RENNES;022;COTES D'ARMOR;0221336H;ECOLE PRIMAIRE PRIVEE SAINTE ANNE;22330;SAINT THELO;privé sous contrat;94.0
2021-2022;RENNES;022;COTES D'ARMOR;0221342P;ECOLE PRIMAIRE PRIVEE JEANNE D ARC;22338;SQUIFFIEC;privé sous contrat;92.3
2021-2022;RENNES;022;COTES D'ARMOR;0221355D;ECOLE PRIMAIRE PRIVEE NOTRE DAME;22362;TREGUIER;privé sous contrat;104.3
2021-2022;RENNES;022;COTES D'ARMOR;0221357F;ECOLE PRIMAIRE PRIVEE SAINTE JEANNE D ARC;22376;TREVE;privé sous contrat;102.0
2021-2022;RENNES;022;COTES D'ARMOR;0221404G;ECOLE PRIMAIRE PRIVEE SAINTE ANNE;22056;EVRAN;privé sous contrat;99.9
2021-2022;RENNES;022;COTES D'ARMOR;0221411P;ECOLE PRIMAIRE PRIVEE NOTRE DAME DE L ISLE;22065;GOUDELIN;privé sous contrat;98.1
2021-2022;RENNES;022;COTES D'ARMOR;0221412R;ECOLE PRIMAIRE PRIVEE NOTRE DAME;22068;GRACE UZEL;privé sous contrat;95.8
2021-2022;RENNES;022;COTES D'ARMOR;0221420Z;ECOLE PRIMAIRE PUBLIQUE DE PLEUDANIEL;22196;PLEUDANIEL;public;96.8
2021-2022;RENNES;022;COTES D'ARMOR;0221430K;ECOLE PRIMAIRE PUBLIQUE 1,2,3 SOLEIL;22346;TREDANIEL;public;97.1
2021-2022;RENNES;022;COTES D'ARMOR;0221447D;ECOLE PRIMAIRE PUBLIQUE DE ILE DE BREHAT;22016;ILE DE BREHAT;public;111.2
2021-2022;RENNES;022;COTES D'ARMOR;0221458R;ECOLE PRIMAIRE PUBLIQUE LES HORTENSIAS;22083;ILLIFAUT;public;92.9
2021-2022;RENNES;022;COTES D'ARMOR;0221459S;ECOLE PRIMAIRE PUBLIQUE DE JUGON LES LACS COMMUNE NOUVELLE;22084;JUGON LES LACS COMMUNE NOUVELLE;public;103.9
2021-2022;RENNES;022;COTES D'ARMOR;0221484U;ECOLE PRIMAIRE PUBLIQUE JULES VERNE;22056;EVRAN;public;99.9
2021-2022;RENNES;022;COTES D'ARMOR;0221485V;ECOLE PRIMAIRE PUBLIQUE DES MENHIRS;22114;LANRELAS;public;91.2
2021-2022;RENNES;022;COTES D'ARMOR;0221493D;ECOLE PRIMAIRE PUBLIQUE LE GRAND LEJON;22187;PLERIN;public;100.6
2021-2022;RENNES;022;COTES D'ARMOR;0221506T;ECOLE PRIMAIRE PUBLIQUE CESSON CX ROUGE;22278;SAINT BRIEUC;public;76.0
2021-2022;RENNES;022;COTES D'ARMOR;0221526P;ECOLE LAIQUE ERIK ORSENNA;22212;PLOUËC DU TRIEUX;public;100.7
2021-2022;RENNES;022;COTES D'ARMOR;0221535Z;ECOLE PRIMAIRE PUBLIQUE DE CAULNES;22032;CAULNES;public;102.0
2021-2022;RENNES;022;COTES D'ARMOR;0221585D;ECOLE PRIMAIRE PUBLIQUE JACQUES BREL;22278;SAINT BRIEUC;public;86.0
2021-2022;RENNES;022;COTES D'ARMOR;0221592L;ECOLE PRIMAIRE PUBLIQUE DE LE VIEUX MARCHE;22387;LE VIEUX MARCHE;public;108.0
2021-2022;RENNES;022;COTES D'ARMOR;0221613J;ECOLE PRIMAIRE PUBLIQUE L HILVERN;22279;SAINT CARADEC;public;99.2
2021-2022;RENNES;022;COTES D'ARMOR;0221645U;ECOLE PRIMAIRE PUBLIQUE DE YFFINIAC;22389;YFFINIAC;public;102.6
2021-2022;RENNES;022;COTES D'ARMOR;0221711R;ECOLE PRIMAIRE PUBLIQUE LA CHESNAYE;22070;GUINGAMP;public;68.1
2021-2022;RENNES;022;COTES D'ARMOR;0221731M;ECOLE PRIMAIRE PUBLIQUE DE PLURIEN;22242;PLURIEN;public;97.0
2021-2022;RENNES;022;COTES D'ARMOR;0221825P;ECOLE PRIMAIRE PUBLIQUE LA VALLEE;22278;SAINT BRIEUC;public;64.8
2021-2022;RENNES;022;COTES D'ARMOR;0221942S;ECOLE PRIMAIRE PUBLIQUE ANDRE GUIGOT;22186;PLENEUF VAL ANDRE;public;117.3
2021-2022;RENNES;022;COTES D'ARMOR;0221977E;ECOLE DIWAN DE PLOUNEVEZ MOËDEC;22228;PLOUNEVEZ MOËDEC;privé sous contrat;133.7
2021-2022;LIMOGES;023;CREUSE;0230092A;ECOLE PRIMAIRE;23164;ROUGNAT;public;103.4
2021-2022;LIMOGES;023;CREUSE;0230097F;ECOLE PRIMAIRE;23048;CHAMPAGNAT;public;105.2
2021-2022;LIMOGES;023;CREUSE;0230121G;ECOLE PRIMAIRE;23145;NOUHANT;public;94.7
2021-2022;LIMOGES;023;CREUSE;0230187D;ECOLE ELEMENTAIRE MARIE CURIE;23030;BOURGANEUF;public;86.9
2021-2022;LIMOGES;023;CREUSE;0230196N;ECOLE PRIMAIRE SAINT DIZIER;23189;SAINT DIZIER MASBARAUD;public;94.5
2021-2022;LIMOGES;023;CREUSE;0230221R;ECOLE PRIMAIRE;23238;SAINT QUENTIN LA CHABANNE;public;111.4
2021-2022;LIMOGES;023;CREUSE;0230295W;ECOLE PRIMAIRE;23117;MAISON FEYNE;public;108.5
2021-2022;LIMOGES;023;CREUSE;0230331K;ECOLE PRIMAIRE;23246;SAINT SULPICE LES CHAMPS;public;107.7
2021-2022;LIMOGES;023;CREUSE;0230402M;ECOLE PRIMAIRE;23253;THAURON;public;98.0
2021-2022;LIMOGES;023;CREUSE;0230451R;ECOLE PRIMAIRE;23168;SARDENT;public;97.4
2021-2022;LIMOGES;023;CREUSE;0230468J;ECOLE PRIMAIRE PRIVEE SAINT LOUIS;23008;AUBUSSON;privé sous contrat;116.1
2021-2022;LIMOGES;023;CREUSE;0230479W;ECOLE ELEMENTAIRE JEAN MACE;23096;GUERET;public;111.1
2021-2022;LIMOGES;023;CREUSE;0230482Z;ECOLE ELEMENTAIRE APPLICATION JACQUES PREVERT;23096;GUERET;public;91.3
2021-2022;LIMOGES;023;CREUSE;0230484B;ECOLE ELEMENTAIRE TRISTAN L HERMITE;23176;LA SOUTERRAINE;public;92.9
2021-2022;LIMOGES;023;CREUSE;0230500U;ECOLE PRIMAIRE;23039;LA CELLE DUNOISE;public;104.2
2021-2022;LIMOGES;023;CREUSE;0230518N;ECOLE PRIMAIRE;23141;NAILLAT;public;103.3
2021-2022;LIMOGES;023;CREUSE;0230519P;ECOLE ELEMENTAIRE;23093;GOUZON;public;104.9
2021-2022;LIMOGES;023;CREUSE;0230554C;ECOLE ELEMENTAIRE;23025;BONNAT;public;93.1
2021-2022;LIMOGES;023;CREUSE;0230555D;ECOLE ELEMENTAIRE;23045;CHAMBON SUR VOUEIZE;public;104.6
2021-2022;BORDEAUX;024;DORDOGNE;0240165Z;ECOLE ELEMENTAIRE;24281;MONSAC;public;104.2
2021-2022;BORDEAUX;024;DORDOGNE;0240183U;ECOLE ELEMENTAIRE;24054;BOUNIAGUES;public;92.6
2021-2022;BORDEAUX;024;DORDOGNE;0240204S;ECOLE ELEMENTAIRE;24246;LUNAS;public;108.0
2021-2022;BORDEAUX;024;DORDOGNE;0240213B;ECOLE ELEMENTAIRE;24022;BADEFOLS SUR DORDOGNE;public;86.8
2021-2022;BORDEAUX;024;DORDOGNE;0240225P;ECOLE ELEMENTAIRE;24361;SAINT AGNE;public;95.7
2021-2022;BORDEAUX;024;DORDOGNE;0240340P;ECOLE PRIMAIRE;24360;SAGELAT;public;100.4
2021-2022;BORDEAUX;024;DORDOGNE;0240379G;ECOLE PRIMAIRE;24259;EYRAUD CREMPSE MAURENS;public;101.3
2021-2022;BORDEAUX;024;DORDOGNE;0240391V;ECOLE PRIMAIRE ANGELE LAURIER;24055;BOURDEILLES;public;102.8
2021-2022;BORDEAUX;024;DORDOGNE;0240395Z;ECOLE PRIMAIRE BERTRAND SOUQUET;24096;CHAMPAGNAC DE BELAIR;public;98.6
2021-2022;BORDEAUX;024;DORDOGNE;0240455P;ECOLE PRIMAIRE;24227;LANOUAILLE;public;92.8
2021-2022;BORDEAUX;024;DORDOGNE;0240456R;ECOLE ELEMENTAIRE;24305;NANTHIAT;public;102.9
2021-2022;BORDEAUX;024;DORDOGNE;0240525R;ECOLE PRIMAIRE JEAN CLAUDE BASTID;24264;MENESPLET;public;95.3
2021-2022;BORDEAUX;024;DORDOGNE;0240536C;ECOLE PRIMAIRE;24584;VILLEFRANCHE DE LONCHAT;public;89.4
2021-2022;BORDEAUX;024;DORDOGNE;0240550T;ECOLE ELEMENTAIRE;24465;SAINT MICHEL DE DOUBLE;public;97.0
2021-2022;BORDEAUX;024;DORDOGNE;0240554X;ECOLE PRIMAIRE;24409;SAINT FRONT DE PRADOUX;public;98.0
2021-2022;BORDEAUX;024;DORDOGNE;0240563G;ECOLE ELEMENTAIRE;24410;SAINT FRONT LA RIVIERE;public;97.4
2021-2022;BORDEAUX;024;DORDOGNE;0240587H;ECOLE ELEMENTAIRE;24098;CHAMPCEVINEL;public;117.2
2021-2022;BORDEAUX;024;DORDOGNE;0240602Z;ECOLE ELEMENTAIRE EMILE ZOLA;24557;TRELISSAC;public;101.9
2021-2022;BORDEAUX;024;DORDOGNE;0240633H;ECOLE PRIMAIRE;24455;SAINT MARTIN DE RIBERAC;public;97.2
2021-2022;BORDEAUX;024;DORDOGNE;0240640R;ECOLE PRIMAIRE;24573;VERTEILLAC;public;95.6
2021-2022;BORDEAUX;024;DORDOGNE;0240651C;ECOLE ELEMENTAIRE;24295;MONTREM;public;101.5
2021-2022;BORDEAUX;024;DORDOGNE;0240655G;ECOLE ELEMENTAIRE MOUNET SULLY;24372;SAINT ASTIER;public;89.7
2021-2022;BORDEAUX;024;DORDOGNE;0240661N;ECOLE PRIMAIRE;24490;SAINT PRIVAT EN PERIGORD;public;92.8
2021-2022;BORDEAUX;024;DORDOGNE;0240684N;ECOLE ELEMENTAIRE DE COUX ET BIGAROQUE;24142;COUX ET BIGAROQUE MOUZENS;public;106.3
2021-2022;BORDEAUX;024;DORDOGNE;0240691W;ECOLE ELEMENTAIRE;24388;SAINT CHAMASSY;public;101.4
2021-2022;BORDEAUX;024;DORDOGNE;0240709R;ECOLE PRIMAIRE;24412;SAINT GENIES;public;104.3
2021-2022;BORDEAUX;024;DORDOGNE;0240736V;ECOLE ELEMENTAIRE;24520;SARLAT LA CANEDA;public;97.3
2021-2022;BORDEAUX;024;DORDOGNE;0240746F;ECOLE PRIMAIRE;24137;COULAURES;public;103.9
2021-2022;BORDEAUX;024;DORDOGNE;0240756S;ECOLE PRIMAIRE;24521;SARLIAC SUR L ISLE;public;99.0
2021-2022;BORDEAUX;024;DORDOGNE;0240793G;ECOLE PRIMAIRE;24484;SAINT PIERRE DE CHIGNAC;public;98.3
2021-2022;BORDEAUX;024;DORDOGNE;0240840H;ECOLE ELEMENTAIRE;24501;SAINT SEURIN DE PRATS;public;92.0
2021-2022;BORDEAUX;024;DORDOGNE;0240901Z;ECOLE ELEMENTAIRE;24519;SARLANDE;public;94.1
2021-2022;BORDEAUX;024;DORDOGNE;0240906E;ECOLE ELEMENTAIRE;24120;CHERVEIX CUBAS;public;101.3
2021-2022;BORDEAUX;024;DORDOGNE;0240911K;ECOLE PRIMAIRE;24294;MONTPON MENESTEROL;public;99.2
2021-2022;BORDEAUX;024;DORDOGNE;0240942U;ECOLE PRIMAIRE PRIVEE SAINTE MARTHE SAINT JEAN;24322;PERIGUEUX;privé sous contrat;123.0
2021-2022;BORDEAUX;024;DORDOGNE;0240945X;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;24370;SAINT ANTOINE DE BREUILH;privé sous contrat;103.8
2021-2022;BORDEAUX;024;DORDOGNE;0240966V;ECOLE PRIMAIRE DE L ACACIA;24320;PAYZAC;public;91.7
2021-2022;BORDEAUX;024;DORDOGNE;0240970Z;ECOLE PRIMAIRE TEMNIAC;24520;SARLAT LA CANEDA;public;102.6
2021-2022;BORDEAUX;024;DORDOGNE;0240992Y;ECOLE ELEMENTAIRE;24102;CHANCELADE;public;101.9
2021-2022;BORDEAUX;024;DORDOGNE;0241001H;ECOLE ELEMENTAIRE LE TOULON;24322;PERIGUEUX;public;100.0
2021-2022;BORDEAUX;024;DORDOGNE;0241305N;ECOLE PRIMAIRE MAURICE ALBE LES BARRIS;24322;PERIGUEUX;public;88.7
2021-2022;BORDEAUX;024;DORDOGNE;0241306P;ECOLE PRIMAIRE JEAN NECTOUX;24266;MENSIGNAC;public;111.5
2021-2022;BORDEAUX;024;DORDOGNE;0241307R;ECOLE PRIMAIRE LANGEVIN WALLON;24291;MONTIGNAC LASCAUX;public;93.9
2021-2022;BESANCON;025;DOUBS;0250096U;ECOLE PRIMAIRE;25004;ABBEVILLERS;public;94.2
2021-2022;BESANCON;025;DOUBS;0250136M;ECOLE ELEMENTAIRE PREMIERS CASTORS;25031;AUDINCOURT;public;89.7
2021-2022;BESANCON;025;DOUBS;0250165U;ECOLE ELEMENTAIRE LES TERREAUX;25047;BAUME LES DAMES;public;103.3
2021-2022;BESANCON;025;DOUBS;0250182M;ECOLE PRIMAIRE JEAN BOICHARD;25056;BESANCON;public;108.3
2021-2022;BESANCON;025;DOUBS;0250341K;ECOLE PRIMAIRE;25112;CHALEZEULE;public;103.6
2021-2022;BESANCON;025;DOUBS;0250347S;ECOLE PRIMAIRE;25120;CHANTRANS;public;100.1
2021-2022;BESANCON;025;DOUBS;0250349U;ECOLE PRIMAIRE;25122;CHAPELLE D HUIN;public;103.8
2021-2022;BESANCON;025;DOUBS;0250352X;ECOLE PRIMAIRE;25124;CHARMAUVILLERS;public;85.8
2021-2022;BESANCON;025;DOUBS;0250374W;ECOLE PRIMAIRE;25148;LA CHENALOTTE;public;96.8
2021-2022;BESANCON;025;DOUBS;0250387K;ECOLE PRIMAIRE;25160;LES COMBES;public;114.7
2021-2022;BESANCON;025;DOUBS;0250406F;ECOLE PRIMAIRE RENE PERROT;25184;CUSE ET ADRISANS;public;101.2
2021-2022;BESANCON;025;DOUBS;0250410K;ECOLE PRIMAIRE;25188;DAMBENOIS;public;119.9
2021-2022;BESANCON;025;DOUBS;0250461R;ECOLE PRIMAIRE;25229;EVILLERS;public;95.6
2021-2022;BESANCON;025;DOUBS;0250490X;ECOLE PRIMAIRE;25253;FOURG;public;101.0
2021-2022;BESANCON;025;DOUBS;0250543E;ECOLE ELEMENTAIRE;25288;FOURNETS LUISANS;public;111.3
2021-2022;BESANCON;025;DOUBS;0250555T;ECOLE PRIMAIRE;25301;GUYANS VENNES;public;101.0
2021-2022;BESANCON;025;DOUBS;0250560Y;ECOLE ELEMENTAIRE CENTRE;25304;HERIMONCOURT;public;86.1
2021-2022;BESANCON;025;DOUBS;0250599R;ECOLE PRIMAIRE;25325;LANDRESSE;public;94.6
2021-2022;BESANCON;025;DOUBS;0250607Z;ECOLE PRIMAIRE;25333;LAVIRON;public;107.3
2021-2022;BESANCON;025;DOUBS;0250636F;ECOLE PRIMAIRE;25357;MAISONS DU BOIS LIEVREMONT;public;106.5
2021-2022;BESANCON;025;DOUBS;0250671U;ECOLE PRIMAIRE JULES GROSJEAN;25388;MONTBELIARD;public;114.2
2021-2022;BESANCON;025;DOUBS;0250727E;ECOLE PRIMAIRE LE BOIS JOLI;25413;MOUTHE;public;107.2
2021-2022;BESANCON;025;DOUBS;0250730H;ECOLE PRIMAIRE;25416;MYON;public;111.6
2021-2022;BESANCON;025;DOUBS;0250741V;ECOLE ELEMENTAIRE;25427;NOIRONTE;public;115.4
2021-2022;BESANCON;025;DOUBS;0250759P;ECOLE PRIMAIRE INTERCOMMUNALE;25440;OUHANS;public;100.9
2021-2022;BESANCON;025;DOUBS;0250764V;ECOLE PRIMAIRE;25448;PELOUSEY;public;111.4
2021-2022;BESANCON;025;DOUBS;0250807S;ECOLE PRIMAIRE;25469;PRESENTEVILLERS;public;123.1
2021-2022;BESANCON;025;DOUBS;0250885B;ECOLE ELEMENTAIRE SIMONE VEIL;25547;SOCHAUX;public;72.5
2021-2022;BESANCON;025;DOUBS;0250896N;ECOLE ELEMENTAIRE;25552;SOURANS;public;101.9
2021-2022;BESANCON;025;DOUBS;0250899S;ECOLE PRIMAIRE;25555;TAILLECOURT;public;111.0
2021-2022;BESANCON;025;DOUBS;0250946T;ECOLE ELEMENTAIRE;25601;VERCEL VILLEDIEU LE CAMP;public;106.9
2021-2022;BESANCON;025;DOUBS;0251133W;ECOLE PRIMAIRE PRIVEE SAINT BENIGNE;25021;ARC ET SENANS;privé sous contrat;99.9
2021-2022;BESANCON;025;DOUBS;0251143G;ECOLE PRIMAIRE PRIVEE SAINT JEAN;25056;BESANCON;privé sous contrat;125.0
2021-2022;BESANCON;025;DOUBS;0251173P;ECOLE PRIMAIRE PRIVEE NOTRE DAME;25056;BESANCON;privé sous contrat;123.2
2021-2022;BESANCON;025;DOUBS;0251216L;ECOLE PRIMAIRE GEORGES EDME;25031;AUDINCOURT;public;67.8
2021-2022;BESANCON;025;DOUBS;0251225W;ECOLE PRIMAIRE LOUIS PERGAUD;25462;PONTARLIER;public;81.9
2021-2022;BESANCON;025;DOUBS;0251231C;ECOLE ELEMENTAIRE;25519;SAINT HIPPOLYTE;public;96.8
2021-2022;BESANCON;025;DOUBS;0251260J;ECOLE PRIMAIRE PRIVEE DU SACRE COEUR;25413;MOUTHE;privé sous contrat;87.5
2021-2022;BESANCON;025;DOUBS;0251301D;ECOLE PRIMAIRE;25170;COURCELLES LES MONTBELIARD;public;93.7
2021-2022;BESANCON;025;DOUBS;0251304G;ECOLE PRIMAIRE;25197;DELUZ;public;98.0
2021-2022;BESANCON;025;DOUBS;0251369C;ECOLE PRIMAIRE SUR LES VIGNES;25031;AUDINCOURT;public;68.3
2021-2022;BESANCON;025;DOUBS;0251392C;ECOLE PRIMAIRE CLAUDE NICOLAS LEDOUX;25527;SAINT VIT;public;108.0
2021-2022;BESANCON;025;DOUBS;0251417E;ECOLE ELEMENTAIRE;25127;CHARQUEMONT;public;93.1
2021-2022;BESANCON;025;DOUBS;0251444J;ECOLE ELEMENTAIRE;25204;DOUBS;public;103.3
2021-2022;BESANCON;025;DOUBS;0251564P;ECOLE PRIMAIRE BOULOIE;25304;HERIMONCOURT;public;88.1
2021-2022;BESANCON;025;DOUBS;0251576C;ECOLE ELEMENTAIRE;25560;THISE;public;120.7
2021-2022;BESANCON;025;DOUBS;0251607L;ECOLE PRIMAIRE;25159;COLOMBIER FONTAINE;public;104.0
2021-2022;BESANCON;025;DOUBS;0251609N;ECOLE ELEMENTAIRE GRANVELLE;25056;BESANCON;public;133.5
2021-2022;BESANCON;025;DOUBS;0251645C;ECOLE PRIMAIRE;25036;AVANNE AVENEY;public;114.8
2021-2022;BESANCON;025;DOUBS;0251667B;ECOLE ELEMENTAIRE PRAIRIE;25388;MONTBELIARD;public;104.3
2021-2022;BESANCON;025;DOUBS;0251703R;ECOLE ELEMENTAIRE CHAPRAIS;25056;BESANCON;public;113.1
2021-2022;BESANCON;025;DOUBS;0251725P;ECOLE ELEMENTAIRE CITADELLE;25388;MONTBELIARD;public;99.4
2021-2022;BESANCON;025;DOUBS;0251757Z;ECOLE ELEMENTAIRE NELSON MANDELA;25057;BETHONCOURT;public;73.9
2021-2022;BESANCON;025;DOUBS;0251839N;ECOLE PRIMAIRE E VAGNEUX;25482;RECOLOGNE;public;110.5
2021-2022;GRENOBLE;026;DROME;0260123T;ECOLE PUBLIQUE LOUIS PASTEUR;26057;BOURG DE PEAGE;public;98.9
2021-2022;GRENOBLE;026;DROME;0260143P;ECOLE PUBLIQUE GUSTAVE ANDRE;26064;CHABEUIL;public;114.6
2021-2022;GRENOBLE;026;DROME;0260151Y;ECOLE PUBLIQUE DES COLLINES MAURICE ALLONCLE;26071;CHANOS CURSON;public;118.4
2021-2022;GRENOBLE;026;DROME;0260183H;ECOLE PUBLIQUE LES MONTS DU MATIN;26088;CHATUZANGE LE GOUBET;public;113.3
2021-2022;GRENOBLE;026;DROME;0260266Y;ECOLE PUBLIQUE ROGER MARTY;26206;MONTMEYRAN;public;118.8
2021-2022;GRENOBLE;026;DROME;0260276J;ECOLE ELEMENTAIRE DES DEUX RUISSEAUX;26212;MONTVENDRE;public;118.4
2021-2022;GRENOBLE;026;DROME;0260294D;LA JOYEUSE ECOLE;26225;PARNANS;public;113.4
2021-2022;GRENOBLE;026;DROME;0260299J;ECOLE PUBLIQUE PEYRUS;26232;PEYRUS;public;121.0
2021-2022;GRENOBLE;026;DROME;0260349N;ECOLE PRIMAIRE SIMONE VEIL;26275;ROCHEGUDE;public;107.5
2021-2022;GRENOBLE;026;DROME;0260350P;ECOLE PRIMAIRE ROCHE ST SECRET BECONNE;26276;ROCHE SAINT SECRET BECONNE;public;109.2
2021-2022;GRENOBLE;026;DROME;0260378V;ECOLE PRIMAIRE SAHUNE;26288;SAHUNE;public;107.1
2021-2022;GRENOBLE;026;DROME;0260382Z;ECOLE PRIMAIRE ROSE JARRAND;26290;SAINT AGNAN EN VERCORS;public;103.6
