rentree_scolaire;academie;code_du_departement;departement;uai;nom_de_l_etablissment;code_insee_de_la_commune;nom_de_la_commune;secteur;ips
2021-2022;CRETEIL;093;SEINE-SAINT-DENIS;0931318C;ECOLE ELEMENTAIRE HONORE DE BALZAC;93073;TREMBLAY EN FRANCE;public;103.1
2021-2022;CRETEIL;093;SEINE-SAINT-DENIS;0931319D;ECOLE ELEMENTAIRE JEAN MOULIN;93073;TREMBLAY EN FRANCE;public;80.7
2021-2022;CRETEIL;093;SEINE-SAINT-DENIS;0931401T;ECOLE ELEMENTAIRE PAUL ELUARD;93008;BOBIGNY;public;82.0
2021-2022;CRETEIL;093;SEINE-SAINT-DENIS;0931409B;ECOLE ELEMENTAIRE ROMAIN ROLLAND;93031;EPINAY SUR SEINE;public;75.8
2021-2022;CRETEIL;093;SEINE-SAINT-DENIS;0931467P;ECOLE ELEMENTAIRE HENRI MONDOR;93064;ROSNY SOUS BOIS;public;90.6
2021-2022;CRETEIL;093;SEINE-SAINT-DENIS;0931469S;ECOLE ELEMENTAIRE LES PERRIERES;93005;AULNAY SOUS BOIS;public;79.4
2021-2022;CRETEIL;093;SEINE-SAINT-DENIS;0931473W;ECOLE ELEMENTAIRE FRANCOIS VILLON;93071;SEVRAN;public;72.8
2021-2022;CRETEIL;093;SEINE-SAINT-DENIS;0931503D;ECOLE ELEMENTAIRE MARIE CURIE;93008;BOBIGNY;public;82.0
2021-2022;CRETEIL;093;SEINE-SAINT-DENIS;0931508J;ECOLE ELEMENTAIRE JOLIOT CURIE 2;93048;MONTREUIL;public;87.9
2021-2022;CRETEIL;093;SEINE-SAINT-DENIS;0931510L;ECOLE ELEMENTAIRE CENTRE;93049;NEUILLY PLAISANCE;public;120.1
2021-2022;CRETEIL;093;SEINE-SAINT-DENIS;0931519W;ECOLE ELEMENTAIRE LA FONTAINE;93062;LE RAINCY;public;124.2
2021-2022;CRETEIL;093;SEINE-SAINT-DENIS;0931555K;ECOLE PRIMAIRE CHEVALIER DE SAINT GEORGES;93007;LE BLANC MESNIL;public;75.2
2021-2022;CRETEIL;093;SEINE-SAINT-DENIS;0931581N;ECOLE ELEMENTAIRE LACEPEDE 2;93031;EPINAY SUR SEINE;public;79.0
2021-2022;CRETEIL;093;SEINE-SAINT-DENIS;0931589X;ECOLE ELEMENTAIRE JULIUS ET ETHEL ROSENBERG;93073;TREMBLAY EN FRANCE;public;76.4
2021-2022;CRETEIL;093;SEINE-SAINT-DENIS;0931755C;ECOLE ELEMENTAIRE MOLIERE;93008;BOBIGNY;public;77.9
2021-2022;CRETEIL;093;SEINE-SAINT-DENIS;0931757E;ECOLE ELEMENTAIRE GEORGES POLITZER;93073;TREMBLAY EN FRANCE;public;79.2
2021-2022;CRETEIL;093;SEINE-SAINT-DENIS;0931758F;ECOLE ELEMENTAIRE LOUIS PASTEUR;93078;VILLEPINTE;public;77.2
2021-2022;CRETEIL;093;SEINE-SAINT-DENIS;0931772W;ECOLE ELEMENTAIRE GAVROCHE;93051;NOISY LE GRAND;public;93.5
2021-2022;CRETEIL;093;SEINE-SAINT-DENIS;0931975S;ECOLE ELEMENTAIRE JULES VERNE;93051;NOISY LE GRAND;public;75.2
2021-2022;CRETEIL;093;SEINE-SAINT-DENIS;0931996P;ECOLE ELEMENTAIRE ANTOINE DE SAINT EXUPERY;93027;LA COURNEUVE;public;77.4
2021-2022;CRETEIL;093;SEINE-SAINT-DENIS;0932051Z;ECOLE PRIMAIRE JULES VALLES;93070;SAINT OUEN SUR SEINE;public;83.8
2021-2022;CRETEIL;093;SEINE-SAINT-DENIS;0932392V;ECOLE PRIMAIRE VICTOR HUGO;93045;LES LILAS;public;114.1
2021-2022;CRETEIL;093;SEINE-SAINT-DENIS;0932440X;ECOLE PRIMAIRE D APPLICATION OLYMPE DE GOUGES;93010;BONDY;public;82.5
2021-2022;CRETEIL;093;SEINE-SAINT-DENIS;0932472G;ECOLE ELEMENTAIRE RACHEL CARSON;93066;SAINT DENIS;public;84.6
2021-2022;CRETEIL;093;SEINE-SAINT-DENIS;0932510Y;ECOLE PRIMAIRE GEORGES VALBON;93008;BOBIGNY;public;81.9
2021-2022;CRETEIL;093;SEINE-SAINT-DENIS;0932572R;ECOLE PRIMAIRE PEF;93070;SAINT OUEN SUR SEINE;public;93.2
2021-2022;CRETEIL;093;SEINE-SAINT-DENIS;0932589J;ECOLE ELEMENTAIRE RENEE FEVRIER;93008;BOBIGNY;public;80.4
2021-2022;CRETEIL;093;SEINE-SAINT-DENIS;0932595R;ECOLE PRIMAIRE LA ROSERAIE JACQUELINE DE CHAMBRUN;93066;SAINT DENIS;public;85.8
2021-2022;CRETEIL;093;SEINE-SAINT-DENIS;0932613K;ECOLE ELEMENTAIRE PINA BAUSCH;93066;SAINT DENIS;public;78.0
2021-2022;CRETEIL;093;SEINE-SAINT-DENIS;0932623W;ECOLE ELEMENTAIRE HENRI BARBUSSE;93014;CLICHY SOUS BOIS;public;76.7
2021-2022;CRETEIL;093;SEINE-SAINT-DENIS;0932629C;ECOLE PRIMAIRE GEORGE SAND;93053;NOISY LE SEC;public;88.4
2021-2022;CRETEIL;093;SEINE-SAINT-DENIS;0932631E;ECOLE PRIMAIRE DENISE ALBERT;93071;SEVRAN;public;95.1
2021-2022;CRETEIL;093;SEINE-SAINT-DENIS;0932655F;ECOLE ELEMENTAIRE MARIE CURIE;93071;SEVRAN;public;74.0
2021-2022;CRETEIL;093;SEINE-SAINT-DENIS;0932663P;ECOLE ELEMENTAIRE PUBLIQUE FRIDA KAHLO;93001;AUBERVILLIERS;public;77.6
2021-2022;CRETEIL;093;SEINE-SAINT-DENIS;0932684M;ECOLE PRIMAIRE PETITS PIANOS LILI BOULANGER;93066;SAINT DENIS;public;78.5
2021-2022;CRETEIL;093;SEINE-SAINT-DENIS;0932698C;ECOLE ELEMENTAIRE PRIVEE REUSSITE EDUCATIVE, VALEURS ET EPANOUISSEMENT;93031;EPINAY SUR SEINE;privé sous contrat;112.8
2021-2022;CRETEIL;093;SEINE-SAINT-DENIS;0932703H;ECOLE ELEMENTAIRE ROSENBERG;93027;LA COURNEUVE;public;71.9
2021-2022;CRETEIL;093;SEINE-SAINT-DENIS;0932706L;ECOLE ELEMENTAIRE SAMUEL WALLIS;93051;NOISY LE GRAND;public;86.7
2021-2022;CRETEIL;093;SEINE-SAINT-DENIS;0932736U;ECOLE PRIMAIRE ANNE FRANK;93077;VILLEMOMBLE;public;105.9
2021-2022;CRETEIL;094;VAL-DE-MARNE;0940177G;ECOLE ELEMENTAIRE OUEST;94080;VINCENNES;public;126.3
2021-2022;CRETEIL;094;VAL-DE-MARNE;0940180K;ECOLE ELEMENTAIRE ETIENNE DOLET;94002;ALFORTVILLE;public;114.2
2021-2022;CRETEIL;094;VAL-DE-MARNE;0940188U;ECOLE ELEMENTAIRE ETIENNE DE SILHOUETTE;94015;BRY SUR MARNE;public;135.0
2021-2022;CRETEIL;094;VAL-DE-MARNE;0940197D;ECOLE ELEMENTAIRE CHARLES BEUVIN A;94028;CRETEIL;public;91.6
2021-2022;CRETEIL;094;VAL-DE-MARNE;0940212V;ECOLE ELEMENTAIRE AIME CESAIRE;94003;ARCUEIL;public;114.3
2021-2022;CRETEIL;094;VAL-DE-MARNE;0940215Y;ECOLE ELEMENTAIRE ROLAND VERNAUDON;94080;VINCENNES;public;130.2
2021-2022;CRETEIL;094;VAL-DE-MARNE;0940221E;ECOLE ELEMENTAIRE CAMILLE CLAUDEL;94073;THIAIS;public;114.1
2021-2022;CRETEIL;094;VAL-DE-MARNE;0940236W;ECOLE ELEMENTAIRE PAUL BERT;94067;SAINT MANDE;public;126.6
2021-2022;CRETEIL;094;VAL-DE-MARNE;0940249K;ECOLE ELEMENTAIRE JOLIOT CURIE A;94041;IVRY SUR SEINE;public;83.6
2021-2022;CRETEIL;094;VAL-DE-MARNE;0940259W;ECOLE ELEMENTAIRE FREDERIC JOLIOT CURIE;94022;CHOISY LE ROI;public;99.3
2021-2022;CRETEIL;094;VAL-DE-MARNE;0940294J;ECOLE ELEMENTAIRE CENTRE;94022;CHOISY LE ROI;public;89.4
2021-2022;CRETEIL;094;VAL-DE-MARNE;0940318K;ECOLE ELEMENTAIRE JEAN MOULIN;94054;ORLY;public;108.3
2021-2022;CRETEIL;094;VAL-DE-MARNE;0940321N;ECOLE ELEMENTAIRE JARDIN PARISIEN B;94038;L HAY LES ROSES;public;86.6
2021-2022;CRETEIL;094;VAL-DE-MARNE;0940336E;ECOLE ELEMENTAIRE MARINVILLE;94068;SAINT MAUR DES FOSSES;public;130.4
2021-2022;CRETEIL;094;VAL-DE-MARNE;0940340J;ECOLE ELEMENTAIRE MICHELET;94068;SAINT MAUR DES FOSSES;public;133.7
2021-2022;CRETEIL;094;VAL-DE-MARNE;0940349U;ECOLE ELEMENTAIRE JEAN MACE;94022;CHOISY LE ROI;public;104.6
2021-2022;CRETEIL;094;VAL-DE-MARNE;0940353Y;ECOLE ELEMENTAIRE PASTEUR B;94033;FONTENAY SOUS BOIS;public;124.2
2021-2022;CRETEIL;094;VAL-DE-MARNE;0940361G;ECOLE ELEMENTAIRE PIERRE BROSSOLETTE;94043;LE KREMLIN BICETRE;public;104.9
2021-2022;CRETEIL;094;VAL-DE-MARNE;0940373V;ECOLE ELEMENTAIRE LE PARC EST;94068;SAINT MAUR DES FOSSES;public;132.8
2021-2022;CRETEIL;094;VAL-DE-MARNE;0940531S;ECOLE ELEMENTAIRE ROMAIN ROLLAND A;94054;ORLY;public;83.6
2021-2022;CRETEIL;094;VAL-DE-MARNE;0940535W;ECOLE ELEMENTAIRE ALBERT CAMUS;94028;CRETEIL;public;83.0
2021-2022;CRETEIL;094;VAL-DE-MARNE;0940555T;ECOLE ELEMENTAIRE LA PLAINE;94016;CACHAN;public;95.7
2021-2022;CRETEIL;094;VAL-DE-MARNE;0940558W;ECOLE ELEMENTAIRE JACQUES DECOUR;94017;CHAMPIGNY SUR MARNE;public;103.3
2021-2022;CRETEIL;094;VAL-DE-MARNE;0940674X;ECOLE ELEMENTAIRE PASTEUR;94044;LIMEIL BREVANNES;public;88.4
2021-2022;CRETEIL;094;VAL-DE-MARNE;0940704E;ECOLE ELEMENTAIRE MELANIE BONIS;94075;VILLECRESNES;public;115.0
2021-2022;CRETEIL;094;VAL-DE-MARNE;0940707H;ECOLE ELEMENTAIRE JULES FERRY;94079;VILLIERS SUR MARNE;public;94.5
2021-2022;CRETEIL;094;VAL-DE-MARNE;0940712N;ECOLE PRIMAIRE JEANNE ET MAURICE DUDRAGNE;94079;VILLIERS SUR MARNE;public;105.0
2021-2022;CRETEIL;094;VAL-DE-MARNE;0940759P;ECOLE ELEMENTAIRE LAPIERRE;94002;ALFORTVILLE;public;83.3
2021-2022;CRETEIL;094;VAL-DE-MARNE;0940769A;ECOLE ELEMENTAIRE ROBERT SCHUMAN;94073;THIAIS;public;108.6
2021-2022;CRETEIL;094;VAL-DE-MARNE;0940777J;ECOLE ELEMENTAIRE MAURICE THOREZ A;94017;CHAMPIGNY SUR MARNE;public;82.9
2021-2022;CRETEIL;094;VAL-DE-MARNE;0940952Z;ECOLE ELEMENTAIRE MARCEL CACHIN;94074;VALENTON;public;88.1
2021-2022;CRETEIL;094;VAL-DE-MARNE;0940954B;ECOLE ELEMENTAIRE AIME ET EUGENIE COTTON;94011;BONNEUIL SUR MARNE;public;83.2
2021-2022;CRETEIL;094;VAL-DE-MARNE;0940962K;ECOLE PRIMAIRE PRIVEE SAINTE THERESE;94017;CHAMPIGNY SUR MARNE;privé sous contrat;126.7
2021-2022;CRETEIL;094;VAL-DE-MARNE;0940969T;ECOLE PRIMAIRE PRIVEE SAINT LOUIS BLAISE PASCAL;94022;CHOISY LE ROI;privé sous contrat;117.9
2021-2022;CRETEIL;094;VAL-DE-MARNE;0940970U;ECOLE PRIMAIRE PRIVEE DE MAILLE;94028;CRETEIL;privé sous contrat;124.6
2021-2022;CRETEIL;094;VAL-DE-MARNE;0940980E;ECOLE PRIMAIRE PRIVEE JEAN XXIII;94041;IVRY SUR SEINE;privé sous contrat;124.5
2021-2022;CRETEIL;094;VAL-DE-MARNE;0940986L;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;94058;LE PERREUX SUR MARNE;privé sous contrat;138.5
2021-2022;CRETEIL;094;VAL-DE-MARNE;0940989P;ECOLE PRIMAIRE PRIVEE SAINTE THERESE;94046;MAISONS ALFORT;privé sous contrat;130.7
2021-2022;CRETEIL;094;VAL-DE-MARNE;0940993U;ECOLE PRIMAIRE PRIVEE MONTALEMBERT;94052;NOGENT SUR MARNE;privé sous contrat;144.0
2021-2022;CRETEIL;094;VAL-DE-MARNE;0941001C;ECOLE PRIMAIRE PRIVEE LE ROSAIRE;94068;SAINT MAUR DES FOSSES;privé sous contrat;135.0
2021-2022;CRETEIL;094;VAL-DE-MARNE;0941002D;ECOLE PRIMAIRE PRIVEE SAINT ANDRE;94068;SAINT MAUR DES FOSSES;privé sous contrat;136.7
2021-2022;CRETEIL;094;VAL-DE-MARNE;0941124L;ECOLE ELEMENTAIRE ROMAIN ROLLAND;94033;FONTENAY SOUS BOIS;public;99.8
2021-2022;CRETEIL;094;VAL-DE-MARNE;0941246U;ECOLE ELEMENTAIRE HENRI BARBUSSE;94003;ARCUEIL;public;113.5
2021-2022;CRETEIL;094;VAL-DE-MARNE;0941251Z;ECOLE ELEMENTAIRE ANATOLE FRANCE A;94017;CHAMPIGNY SUR MARNE;public;75.7
2021-2022;CRETEIL;094;VAL-DE-MARNE;0941257F;ECOLE ELEMENTAIRE PAUL LANGEVIN;94033;FONTENAY SOUS BOIS;public;93.0
2021-2022;CRETEIL;094;VAL-DE-MARNE;0941266R;ECOLE ELEMENTAIRE LES PLANETES;94046;MAISONS ALFORT;public;104.4
2021-2022;CRETEIL;094;VAL-DE-MARNE;0941271W;ECOLE ELEMENTAIRE CHARLES DIGEON;94067;SAINT MANDE;public;135.3
2021-2022;CRETEIL;094;VAL-DE-MARNE;0941277C;ECOLE ELEMENTAIRE JEAN VILAR;94076;VILLEJUIF;public;112.3
2021-2022;CRETEIL;094;VAL-DE-MARNE;0941320Z;ECOLE ELEMENTAIRE JULES FERRY;94033;FONTENAY SOUS BOIS;public;132.0
2021-2022;CRETEIL;094;VAL-DE-MARNE;0941327G;ECOLE ELEMENTAIRE CITE VERTE;94071;SUCY EN BRIE;public;99.5
2021-2022;CRETEIL;094;VAL-DE-MARNE;0941328H;ECOLE PRIMAIRE PRIVEE JEANNE D ARC;94043;LE KREMLIN BICETRE;privé sous contrat;136.9
2021-2022;CRETEIL;094;VAL-DE-MARNE;0941377L;ECOLE ELEMENTAIRE ARISTIDE BRIAND A;94018;CHARENTON LE PONT;public;128.7
2021-2022;CRETEIL;094;VAL-DE-MARNE;0941379N;ECOLE ELEMENTAIRE JULES FERRY;94003;ARCUEIL;public;107.8
2021-2022;CRETEIL;094;VAL-DE-MARNE;0941381R;ECOLE ELEMENTAIRE HENRI BARBUSSE;94037;GENTILLY;public;100.4
2021-2022;CRETEIL;094;VAL-DE-MARNE;0941386W;ECOLE ELEMENTAIRE HENRI WALLON A;94033;FONTENAY SOUS BOIS;public;90.2
2021-2022;CRETEIL;094;VAL-DE-MARNE;0941425N;ECOLE ELEMENTAIRE SAINT EXUPERY;94073;THIAIS;public;108.3
2021-2022;CRETEIL;094;VAL-DE-MARNE;0941428S;ECOLE PRIMAIRE PRIVEE OZAR HATORAH;94028;CRETEIL;privé sous contrat;126.9
2021-2022;CRETEIL;094;VAL-DE-MARNE;0941456X;ECOLE ELEMENTAIRE PIERRE CURIE;94021;CHEVILLY LARUE;public;102.9
2021-2022;CRETEIL;094;VAL-DE-MARNE;0941457Y;ECOLE ELEMENTAIRE MAURICE DENIS;94017;CHAMPIGNY SUR MARNE;public;98.9
2021-2022;CRETEIL;094;VAL-DE-MARNE;0941462D;ECOLE PRIMAIRE PRIVEE OHEL BAROUCH;94080;VINCENNES;privé sous contrat;136.3
2021-2022;CRETEIL;094;VAL-DE-MARNE;0941501W;ECOLE ELEMENTAIRE CARNOT;94016;CACHAN;public;128.1
2021-2022;CRETEIL;094;VAL-DE-MARNE;0941542R;ECOLE ELEMENTAIRE GEORGES POMPIDOU;94046;MAISONS ALFORT;public;121.3
2021-2022;CRETEIL;094;VAL-DE-MARNE;0941754W;ECOLE ELEMENTAIRE PIERRE MENDES FRANCE;94028;CRETEIL;public;90.5
2021-2022;CRETEIL;094;VAL-DE-MARNE;0941922D;ECOLE PRIMAIRE PRIVEE YECHIVA ETS HAIM;94068;SAINT MAUR DES FOSSES;privé sous contrat;132.4
2021-2022;CRETEIL;094;VAL-DE-MARNE;0941944C;ECOLE ELEMENTAIRE LA SOURCE;94028;CRETEIL;public;94.3
2021-2022;CRETEIL;094;VAL-DE-MARNE;0942022M;ECOLE ELEMENTAIRE PARANGON;94042;JOINVILLE LE PONT;public;122.9
2021-2022;CRETEIL;094;VAL-DE-MARNE;0942041H;ECOLE ELEMENTAIRE JEAN MOULIN;94077;VILLENEUVE LE ROI;public;89.6
2021-2022;CRETEIL;094;VAL-DE-MARNE;0942044L;ECOLE ELEMENTAIRE BLAISE PASCAL;94081;VITRY SUR SEINE;public;88.5
2021-2022;CRETEIL;094;VAL-DE-MARNE;0942088J;ECOLE ELEMENTAIRE IRENE JOLIOT CURIE;94076;VILLEJUIF;public;90.6
2021-2022;CRETEIL;094;VAL-DE-MARNE;0942092N;ECOLE ELEMENTAIRE HENRI ARLES;94011;BONNEUIL SUR MARNE;public;85.7
2021-2022;CRETEIL;094;VAL-DE-MARNE;0942107E;ECOLE ELEMENTAIRE PASTEUR;94018;CHARENTON LE PONT;public;116.8
2021-2022;CRETEIL;094;VAL-DE-MARNE;0942212U;ECOLE ELEMENTAIRE PASTEUR;94046;MAISONS ALFORT;public;124.0
2021-2022;CRETEIL;094;VAL-DE-MARNE;0942347R;ECOLE ELEMENTAIRE HENRI BARBUSSE;94041;IVRY SUR SEINE;public;89.5
2021-2022;CRETEIL;094;VAL-DE-MARNE;0942359D;ECOLE PRIMAIRE ROSA PARKS;94041;IVRY SUR SEINE;public;99.6
2021-2022;VERSAILLES;095;VAL-D'OISE;0950060Z;ECOLE ELEMENTAIRE JEAN MACE;95018;ARGENTEUIL;public;96.6
2021-2022;VERSAILLES;095;VAL-D'OISE;0950087D;ECOLE ELEMENTAIRE MAURICE BERTEAUX 1;95176;CORMEILLES EN PARISIS;public;121.9
2021-2022;VERSAILLES;095;VAL-D'OISE;0950088E;ECOLE ELEMENTAIRE MAURICE BERTEAUX 2;95176;CORMEILLES EN PARISIS;public;123.4
2021-2022;VERSAILLES;095;VAL-D'OISE;0950093K;ECOLE ELEMENTAIRE LOUIS PASTEUR;95306;HERBLAY SUR SEINE;public;120.1
2021-2022;VERSAILLES;095;VAL-D'OISE;0950105Y;ECOLE ELEMENTAIRE PAULINE KERGOMARD 1;95585;SARCELLES;public;71.7
2021-2022;VERSAILLES;095;VAL-D'OISE;0950112F;ECOLE ELEMENTAIRE SAINT EXUPERY 1;95585;SARCELLES;public;75.5
2021-2022;VERSAILLES;095;VAL-D'OISE;0950114H;ECOLE ELEMENTAIRE JEAN MERMOZ 1;95585;SARCELLES;public;74.7
2021-2022;VERSAILLES;095;VAL-D'OISE;0950125V;ECOLE PRIMAIRE PUBLIQUE ANDRE JUMENTIER;95365;MAREIL EN FRANCE;public;122.6
2021-2022;VERSAILLES;095;VAL-D'OISE;0950132C;ECOLE PRIMAIRE PUBLIQUE YANN ARTHUS BERTRAND LES CAMELIAS;95660;VILLAINES SOUS BOIS;public;127.5
2021-2022;VERSAILLES;095;VAL-D'OISE;0950134E;ECOLE ELEMENTAIRE MARIE CURIE;95680;VILLIERS LE BEL;public;79.7
2021-2022;VERSAILLES;095;VAL-D'OISE;0950136G;ECOLE ELEMENTAIRE GERARD PHILIPE;95680;VILLIERS LE BEL;public;76.3
2021-2022;VERSAILLES;095;VAL-D'OISE;0950162K;ECOLE PRIMAIRE PUBLIQUE JEAN ZAY;95052;BEAUMONT SUR OISE;public;109.6
2021-2022;VERSAILLES;095;VAL-D'OISE;0950184J;ECOLE PRIMAIRE PUBLIQUE JACQUES PREVERT;95489;PISCOP;public;123.0
2021-2022;VERSAILLES;095;VAL-D'OISE;0950192T;ECOLE ELEMENTAIRE HONORE DE BALZAC;95313;L ISLE ADAM;public;117.7
2021-2022;VERSAILLES;095;VAL-D'OISE;0950216U;ECOLE PRIMAIRE PUBLIQUE MAURICE DEBACQ;95529;RONQUEROLLES;public;128.4
2021-2022;VERSAILLES;095;VAL-D'OISE;0950222A;ECOLE ELEMENTAIRE PARC AUX CHARRETTES;95500;PONTOISE;public;107.9
2021-2022;VERSAILLES;095;VAL-D'OISE;0950243Y;ECOLE PRIMAIRE PUBLIQUE ANDRE PARRAIN;95183;COURDIMANCHE;public;120.3
2021-2022;VERSAILLES;095;VAL-D'OISE;0950247C;ECOLE ELEMENTAIRE PIERRE LEFEVRE;95271;GENICOURT;public;117.8
2021-2022;VERSAILLES;095;VAL-D'OISE;0950254K;ECOLE PRIMAIRE PUBLIQUE GUSTAVE EIFFEL;95450;NEUVILLE SUR OISE;public;137.0
2021-2022;VERSAILLES;095;VAL-D'OISE;0950262U;ECOLE ELEMENTAIRE PIERRE CURIE;95488;PIERRELAYE;public;92.4
2021-2022;VERSAILLES;095;VAL-D'OISE;0950271D;ECOLE ELEMENTAIRE JACQUES PREVERT;95572;SAINT OUEN L AUMONE;public;78.8
2021-2022;VERSAILLES;095;VAL-D'OISE;0950272E;ECOLE PRIMAIRE PUBLIQUE LE VILLAGE;95637;VAUREAL;public;132.1
2021-2022;VERSAILLES;095;VAL-D'OISE;0950294D;ECOLE ELEMENTAIRE;95151;CHAUVRY;public;125.8
2021-2022;VERSAILLES;095;VAL-D'OISE;0950308U;ECOLE ELEMENTAIRE VICTOR HUGO 2;95219;ERMONT;public;101.0
2021-2022;VERSAILLES;095;VAL-D'OISE;0950341E;ECOLE ELEMENTAIRE JEAN MOULIN;95355;MAGNY EN VEXIN;public;117.0
2021-2022;VERSAILLES;095;VAL-D'OISE;0950351R;ECOLE PRIMAIRE PUBLIQUE;95270;GENAINVILLE;public;132.8
2021-2022;VERSAILLES;095;VAL-D'OISE;0950356W;ECOLE PRIMAIRE PUBLIQUE LE GRAND SAULE;95523;LA ROCHE GUYON;public;101.4
2021-2022;VERSAILLES;095;VAL-D'OISE;0950358Y;ECOLE PRIMAIRE PUBLIQUE PIERRE SALVI;95541;SAINT CLAIR SUR EPTE;public;100.9
2021-2022;VERSAILLES;095;VAL-D'OISE;0950372N;ECOLE PRIMAIRE PUBLIQUE;95023;ARRONVILLE;public;143.5
2021-2022;VERSAILLES;095;VAL-D'OISE;0950373P;ECOLE PRIMAIRE LE BOURG;95040;AVERNES;public;126.5
2021-2022;VERSAILLES;095;VAL-D'OISE;0950407B;ECOLE PRIMAIRE LE CENTRE;95592;SERAINCOURT;public;121.5
2021-2022;VERSAILLES;095;VAL-D'OISE;0950437J;ECOLE ELEMENTAIRE ALBERT CAMUS;95277;GONESSE;public;82.2
2021-2022;VERSAILLES;095;VAL-D'OISE;0950440M;ECOLE PRIMAIRE SEVIGNE;95280;GOUSSAINVILLE;public;62.9
2021-2022;VERSAILLES;095;VAL-D'OISE;0950459H;ECOLE PRIMAIRE BLANCHE DE CASTILLE;95026;ASNIERES SUR OISE;public;113.5
2021-2022;VERSAILLES;095;VAL-D'OISE;0950495X;ECOLE PRIMAIRE FERDINAND BUISSON;95428;MONTMORENCY;public;122.2
2021-2022;VERSAILLES;095;VAL-D'OISE;0950498A;ECOLE PRIMAIRE JULES FERRY;95428;MONTMORENCY;public;131.4
2021-2022;VERSAILLES;095;VAL-D'OISE;0950507K;ECOLE ELEMENTAIRE ORMESSON 1;95210;ENGHIEN LES BAINS;public;128.4
2021-2022;VERSAILLES;095;VAL-D'OISE;0950521A;ECOLE ELEMENTAIRE JEAN JAURES;95555;SAINT GRATIEN;public;116.3
2021-2022;VERSAILLES;095;VAL-D'OISE;0950523C;ECOLE ELEMENTAIRE EMILE ROUX 1;95598;SOISY SOUS MONTMORENCY;public;122.6
2021-2022;VERSAILLES;095;VAL-D'OISE;0950698T;ECOLE ELEMENTAIRE PAUL ELUARD 1;95487;PERSAN;public;85.8
2021-2022;VERSAILLES;095;VAL-D'OISE;0950699U;ECOLE ELEMENTAIRE PAUL ELUARD 2;95487;PERSAN;public;82.2
2021-2022;VERSAILLES;095;VAL-D'OISE;0950708D;ECOLE ELEMENTAIRE GABRIEL PERI;95199;DOMONT;public;105.8
2021-2022;VERSAILLES;095;VAL-D'OISE;0950764P;ECOLE ELEMENTAIRE JEAN MERMOZ;95607;TAVERNY;public;113.6
2021-2022;VERSAILLES;095;VAL-D'OISE;0950769V;ECOLE ELEMENTAIRE ANATOLE FRANCE;95585;SARCELLES;public;76.3
2021-2022;VERSAILLES;095;VAL-D'OISE;0950830L;ECOLE PRIMAIRE PRIVEE INSTITUTION JEANNE D ARC;95052;BEAUMONT SUR OISE;privé sous contrat;120.0
2021-2022;VERSAILLES;095;VAL-D'OISE;0950847E;ECOLE PRIMAIRE PRIVEE INSTITUTION MARIE THERESE;95355;MAGNY EN VEXIN;privé sous contrat;133.7
2021-2022;VERSAILLES;095;VAL-D'OISE;0950859T;ECOLE PRIMAIRE PRIVEE INSTITUTION NOTRE DAME;95582;SANNOIS;privé sous contrat;132.8
2021-2022;VERSAILLES;095;VAL-D'OISE;0950862W;ECOLE PRIMAIRE PRIVEE SAINTE MARIE;95607;TAVERNY;privé sous contrat;133.5
2021-2022;VERSAILLES;095;VAL-D'OISE;0950863X;ECOLE PRIMAIRE PRIVEE SAINT DIDIER;95680;VILLIERS LE BEL;privé sous contrat;105.7
2021-2022;VERSAILLES;095;VAL-D'OISE;0950972R;ECOLE PRIMAIRE EMILE ZOLA;95585;SARCELLES;public;79.0
2021-2022;VERSAILLES;095;VAL-D'OISE;0951030D;ECOLE PRIMAIRE ALPHONSE DAUDET;95430;MONTSOULT;public;131.6
2021-2022;VERSAILLES;095;VAL-D'OISE;0951064R;ECOLE ELEMENTAIRE LES HAUTS CHAMPS;95091;BOUFFEMONT;public;102.1
2021-2022;VERSAILLES;095;VAL-D'OISE;0951066T;ECOLE ELEMENTAIRE LES TOULEUSES;95127;CERGY;public;88.6
2021-2022;VERSAILLES;095;VAL-D'OISE;0951079G;ECOLE ELEMENTAIRE JEAN MOULIN;95555;SAINT GRATIEN;public;102.0
2021-2022;VERSAILLES;095;VAL-D'OISE;0951082K;ECOLE ELEMENTAIRE EDOUARD HERRIOT;95555;SAINT GRATIEN;public;91.2
2021-2022;VERSAILLES;095;VAL-D'OISE;0951113U;ECOLE ELEMENTAIRE JEAN JACQUES ROUSSEAU;95018;ARGENTEUIL;public;88.2
2021-2022;VERSAILLES;095;VAL-D'OISE;0951128K;ECOLE ELEMENTAIRE PAUL SERRE;95205;ECOUEN;public;104.3
2021-2022;VERSAILLES;095;VAL-D'OISE;0951133R;ECOLE ELEMENTAIRE ANTOINE DE SAINT EXUPERY;95060;BESSANCOURT;public;111.7
2021-2022;VERSAILLES;095;VAL-D'OISE;0951226S;ECOLE ELEMENTAIRE MARCEL PAGNOL;95607;TAVERNY;public;103.5
2021-2022;VERSAILLES;095;VAL-D'OISE;0951228U;ECOLE ELEMENTAIRE LA METH;95476;OSNY;public;108.2
2021-2022;VERSAILLES;095;VAL-D'OISE;0951248R;ECOLE ELEMENTAIRE LES CHATEAUX;95127;CERGY;public;101.7
2021-2022;VERSAILLES;095;VAL-D'OISE;0951254X;ECOLE ELEMENTAIRE CHAPONVAL;95039;AUVERS SUR OISE;public;120.1
