Observatory;Data_year;agglomeration;Zone_complementaire;Type_habitat;epoque_construction_homogene;anciennete_locataire_homogene;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_observations;nombre_logements;methodologie_production
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;;2. 1 an et plus;Appart 3P;6,7;7,9;8,9;9,6;10,5;8,6;430;482;530;563;628;531;61;257;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;;2. 1 an et plus;Appart 4P+;4,4;7,1;7,6;8,0;8,7;6,9;437;558;680;741;880;670;97;53;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;1. Avant 1946;;;6,9;8,0;11,0;14,4;16,0;9,9;330;362;490;555;610;484;49;126;442;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;1. Avant 1946;;Appart 1P;;;;;;;;;;;;;;29;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;1. Avant 1946;;Appart 2P;9,4;9,5;11,9;16,0;18,0;12,4;330;360;460;490;555;443;36;60;188;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;1. Avant 1946;;Appart 3P;;;;;;;;;;;;;;28;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;1. Avant 1946;;Appart 4P+;;;;;;;;;;;;;;9;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;1. Avant 1946;1. Moins de 1 an;;;;;;;;;;;;;;;40;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;1. Avant 1946;2. 1 an et plus;;7,1;7,6;9,5;11,7;15,3;9,2;330;351;490;550;602;477;52;86;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;2. Entre 1946-1970;;;8,1;9,9;11,2;13,4;14,4;11,0;350;397;460;500;566;457;42;58;541;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;2. Entre 1946-1970;;Appart 1P;;;;;;;;;;;;;;13;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;2. Entre 1946-1970;;Appart 2P;;;;;;;;;;;;;;22;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;2. Entre 1946-1970;;Appart 3P;;;;;;;;;;;;;;19;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;2. Entre 1946-1970;;Appart 4P+;;;;;;;;;;;;;;4;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;21;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;2. Entre 1946-1970;2. 1 an et plus;;;;;;;;;;;;;;;37;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;3. Entre 1971-1990;;;7,1;7,5;10,0;11,6;14,5;9,2;367;420;460;539;558;472;51;102;884;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;3. Entre 1971-1990;;Appart 1P;;;;;;;;;;;;;;18;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;3. Entre 1971-1990;;Appart 2P;7,3;7,9;11,3;12,4;14,5;10,3;380;400;450;517;550;453;44;50;374;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;3. Entre 1971-1990;;Appart 3P;;;;;;;;;;;;;;29;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;3. Entre 1971-1990;;Appart 4P+;;;;;;;;;;;;;;5;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;3. Entre 1971-1990;1. Moins de 1 an;;;;;;;;;;;;;;;21;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;3. Entre 1971-1990;2. 1 an et plus;;6,8;7,3;8,8;11,3;12,8;8,8;343;400;460;550;558;474;54;81;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;4. Entre 1991-2005;;;7,9;8,6;9,3;10,8;12,2;8,7;370;430;450;530;590;477;55;194;1064;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;4. Entre 1991-2005;;Appart 1P;;;;;;;;;;;;;;18;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;4. Entre 1991-2005;;Appart 2P;8,2;8,7;10,6;12,1;13,9;10,3;370;420;450;465;492;442;43;91;480;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;4. Entre 1991-2005;;Appart 3P;8,3;8,6;9,1;9,5;9,7;9,0;430;430;521;560;611;510;57;72;394;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;4. Entre 1991-2005;;Appart 4P+;;;;;;;;;;;;;;13;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;4. Entre 1991-2005;1. Moins de 1 an;;;;;;;;;;;;;;;35;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;4. Entre 1991-2005;2. 1 an et plus;;7,7;8,3;9,2;10,3;11,8;8,5;370;420;450;530;582;472;56;159;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;5. Après 2005;;;7,9;8,1;9,3;10,4;12,0;9,1;404;450;520;620;730;555;61;443;1150;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;5. Après 2005;;Appart 1P;;;;;;;;;;;;;;20;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;5. Après 2005;;Appart 2P;8,9;9,6;10,5;11,5;12,0;10,4;395;420;454;480;500;455;44;220;552;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;5. Après 2005;;Appart 3P;7,9;8,1;8,7;9,4;9,7;8,7;507;520;570;614;643;570;65;169;463;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;5. Après 2005;;Appart 4P+;;;;;;;;;;;;;;34;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;5. Après 2005;1. Moins de 1 an;;8,1;8,7;9,6;10,9;11,9;9,7;439;460;570;612;756;577;60;90;;Estimation directe
B5600;2022;Auray Quiberon Terre Atlantique;;Appartement;5. Après 2005;2. 1 an et plus;;7,6;8,0;9,1;10,3;12,0;8,9;395;449;520;630;720;546;61;353;;Estimation directe
