rentree_scolaire;academie;code_du_departement;departement;uai;nom_de_l_etablissment;code_insee_de_la_commune;nom_de_la_commune;secteur;ips
2021-2022;RENNES;022;COTES D'ARMOR;0221538C;COLLEGE PER JAKEZ HELIAS;22147;MERDRIGNAC;public;90.9
2021-2022;RENNES;022;COTES D'ARMOR;0221539D;COLLEGE DU PRAT ELES;22005;BELLE ISLE EN TERRE;public;98.1
2021-2022;RENNES;022;COTES D'ARMOR;0221540E;COLLEGE GWER HALOU;22025;CALLAC;public;95.0
2021-2022;RENNES;022;COTES D'ARMOR;0221541F;COLLEGE DU PENKER;22194;PLESTIN LES GREVES;public;107.2
2021-2022;RENNES;022;COTES D'ARMOR;0221698B;COLLEGE ALBERT CAMUS;22070;GUINGAMP;public;90.7
2021-2022;RENNES;022;COTES D'ARMOR;0221744B;COLLEGE PRIVE NOTRE DAME DE LA VICTOIRE;22050;DINAN;privé sous contrat;115.3
2021-2022;RENNES;022;COTES D'ARMOR;0221931E;COLLEGE YVES COPPENS;22113;LANNION;public;116.1
2021-2022;LIMOGES;023;CREUSE;0230004E;COLLEGE JEAN BEAUFRET;23013;AUZANCES;public;102.3
2021-2022;LIMOGES;023;CREUSE;0230408U;COLLEGE BENJAMIN BORD;23075;DUN LE PALESTEL;public;105.5
2021-2022;BORDEAUX;024;DORDOGNE;0240014K;COLLEGE GEORGES ET MARIE BOUSQUET;24167;EYMET;public;105.1
2021-2022;BORDEAUX;024;DORDOGNE;0240030C;COLLEGE MICHEL DE MONTAIGNE;24322;PERIGUEUX;public;92.4
2021-2022;BORDEAUX;024;DORDOGNE;0240037K;COLLEGE JULES FERRY;24547;TERRASSON LAVILLEDIEU;public;94.1
2021-2022;BORDEAUX;024;DORDOGNE;0240044T;COLLEGE HENRI BRETIN;24309;NEUVIC;public;99.7
2021-2022;BORDEAUX;024;DORDOGNE;0241007P;COLLEGE GIRAUT DE BORNEIL;24164;EXCIDEUIL;public;102.6
2021-2022;BORDEAUX;024;DORDOGNE;0241075N;COLLEGE PRIVE SAINT JOSEPH;24322;PERIGUEUX;privé sous contrat;124.3
2021-2022;BESANCON;025;DOUBS;0250009Z;COLLEGE STENDHAL;25056;BESANCON;public;100.0
2021-2022;BESANCON;025;DOUBS;0250024R;COLLEGE PAUL ELIE DUBOIS;25315;L ISLE SUR LE DOUBS;public;100.7
2021-2022;BESANCON;025;DOUBS;0251054K;COLLEGE PRIVE JEAN BOSCO;25432;ORCHAMPS VENNES;privé sous contrat;100.4
2021-2022;BESANCON;025;DOUBS;0251061T;COLLEGE PRIVE SAINTE JEANNE ANTIDE;25529;SANCEY;privé sous contrat;95.1
2021-2022;BESANCON;025;DOUBS;0251063V;COLLEGE PRIVE FRANCOIS CARTANNAZ;25454;PIREY;privé sous contrat;116.5
2021-2022;BESANCON;025;DOUBS;0251127P;COLLEGE VOLTAIRE;25056;BESANCON;public;83.7
2021-2022;BESANCON;025;DOUBS;0251348E;COLLEGE ALBERT CAMUS;25056;BESANCON;public;108.0
2021-2022;BESANCON;025;DOUBS;0251524W;COLLEGE PHILIPPE GRENIER;25462;PONTARLIER;public;97.3
2021-2022;BESANCON;025;DOUBS;0251587P;COLLEGE PRIVE SAINT JOSEPH;25056;BESANCON;privé sous contrat;120.4
2021-2022;GRENOBLE;026;DROME;0260002L;COLLEGE HENRI BARBUSSE;26063;BUIS LES BARONNIES;public;109.1
2021-2022;GRENOBLE;026;DROME;0260004N;COLLEGE SPORT NATURE;26074;LA CHAPELLE EN VERCORS;public;121.9
2021-2022;GRENOBLE;026;DROME;0260012X;COLLEGE DANIEL FAUCHER;26166;LORIOL SUR DROME;public;99.6
2021-2022;GRENOBLE;026;DROME;0260029R;COLLEGE FERNAND BERTHON;26325;SAINT RAMBERT D ALBON;public;86.0
2021-2022;GRENOBLE;026;DROME;0260032U;COLLEGE ANDRE COTTE;26333;SAINT VALLIER;public;90.3
2021-2022;GRENOBLE;026;DROME;0260045H;COLLEGE MARGUERITE DURAS;26198;MONTELIMAR;public;110.7
2021-2022;GRENOBLE;026;DROME;0260096N;COLLEGE PRIVE ANNE CARTIER;26165;LIVRON SUR DROME;privé sous contrat;110.1
2021-2022;GRENOBLE;026;DROME;0260101U;COLLEGE PRIVE LES GOELANDS;26325;SAINT RAMBERT D ALBON;privé sous contrat;99.9
2021-2022;GRENOBLE;026;DROME;0260117L;COLLEGE PAUL VALERY;26362;VALENCE;public;81.4
2021-2022;GRENOBLE;026;DROME;0260766S;COLLEGE GERARD GAUD;26058;BOURG LES VALENCE;public;90.1
2021-2022;GRENOBLE;026;DROME;0260789S;COLLEGE GUSTAVE MONOD;26198;MONTELIMAR;public;95.4
2021-2022;GRENOBLE;026;DROME;0261032F;COLLEGE JEAN PERRIN;26324;SAINT PAUL TROIS CHATEAUX;public;110.4
2021-2022;GRENOBLE;026;DROME;0261086P;COLLEGE EUROPA;26198;MONTELIMAR;public;90.0
2021-2022;GRENOBLE;026;DROME;0261091V;COLLEGE ALBERT TRIBOULET;26281;ROMANS SUR ISERE;public;79.0
2021-2022;GRENOBLE;026;DROME;0261094Y;COLLEGE EMILE LOUBET;26362;VALENCE;public;93.8
2021-2022;NORMANDIE;027;EURE;0270008M;COLLEGE EVARISTE GALOIS;27112;BRETEUIL;public;91.2
2021-2022;NORMANDIE;027;EURE;0270010P;COLLEGE PIERRE BROSSOLETTE;27116;BRIONNE;public;92.1
2021-2022;NORMANDIE;027;EURE;0270020A;COLLEGE PAUL BERT;27229;EVREUX;public;94.5
2021-2022;NORMANDIE;027;EURE;0270022C;COLLEGE NAVARRE;27229;EVREUX;public;89.3
2021-2022;NORMANDIE;027;EURE;0270032N;COLLEGE PIERRE CORNEILLE;27428;LE NEUBOURG;public;100.0
2021-2022;NORMANDIE;027;EURE;0270033P;COLLEGE JEAN CLAUDE DAUPHIN;27438;NONANCOURT;public;93.6
2021-2022;NORMANDIE;027;EURE;0270038V;COLLEGE HYACINTHE LANGLOIS;27469;PONT DE L ARCHE;public;106.9
2021-2022;NORMANDIE;027;EURE;0271056B;COLLEGE PRIVE SAINT GEORGES;27051;BEAUMONT LE ROGER;privé sous contrat;106.3
2021-2022;NORMANDIE;027;EURE;0271095U;COLLEGE GEORGES POLITZER;27229;EVREUX;public;81.7
2021-2022;NORMANDIE;027;EURE;0271098X;COLLEGE GUY DE MAUPASSANT;27246;FLEURY SUR ANDELLE;public;96.3
2021-2022;NORMANDIE;027;EURE;0271286B;COLLEGE ALPHONSE ALLAIS;27701;VAL DE REUIL;public;78.0
2021-2022;NORMANDIE;027;EURE;0271288D;COLLEGE CESAR LEMAITRE;27681;VERNON;public;101.9
2021-2022;NORMANDIE;027;EURE;0271321P;COLLEGE VICTOR HUGO;27284;GISORS;public;97.1
2021-2022;NORMANDIE;027;EURE;0271336F;COLLEGE LE HAMELET;27375;LOUVIERS;public;96.3
2021-2022;NORMANDIE;027;EURE;0271398Y;COLLEGE LES FOUGERES;27375;LOUVIERS;public;89.7
2021-2022;NORMANDIE;027;EURE;0271450E;COLLEGE PRIVE SAINT OUEN;27467;PONT AUDEMER;privé sous contrat;115.1
2021-2022;NORMANDIE;027;EURE;0271631B;COLLEGE PABLO PICASSO;27284;GISORS;public;96.5
2021-2022;NORMANDIE;027;EURE;0271632C;COLLEGE MICHEL DE MONTAIGNE;27528;LE VAUDREUIL;public;96.2
2021-2022;NORMANDIE;027;EURE;0271676A;COLLEGE PRIVE DES ROCHES;27679;VERNEUIL D AVRE ET D ITON;privé sous contrat;128.4
2021-2022;ORLEANS-TOURS;028;EURE-ET-LOIR;0280001Z;COLLEGE JULES FERRY;28015;AUNEAU BLEURY SAINT SYMPHORIEN;public;103.5
2021-2022;ORLEANS-TOURS;028;EURE-ET-LOIR;0280006E;COLLEGE FLORIMOND ROBERTET;28061;BROU;public;96.6
2021-2022;ORLEANS-TOURS;028;EURE-ET-LOIR;0280035L;COLLEGE JEAN MOULIN;28279;NOGENT LE ROI;public;114.9
2021-2022;ORLEANS-TOURS;028;EURE-ET-LOIR;0280669A;COLLEGE PRIVE DELFEUILLE;28280;NOGENT LE ROTROU;privé sous contrat;104.2
2021-2022;ORLEANS-TOURS;028;EURE-ET-LOIR;0280702L;COLLEGE MARCEL PROUST;28196;ILLIERS COMBRAY;public;101.8
2021-2022;ORLEANS-TOURS;028;EURE-ET-LOIR;0280741D;COLLEGE PRIVE SAINT FRANCOIS;28354;SAINT MAURICE SAINT GERMAIN;privé sous contrat;88.2
2021-2022;ORLEANS-TOURS;028;EURE-ET-LOIR;0280755U;COLLEGE HELENE BOUCHER;28085;CHARTRES;public;111.4
2021-2022;ORLEANS-TOURS;028;EURE-ET-LOIR;0280867R;COLLEGE FRANCOIS RABELAIS;28103;CLOYES LES TROIS RIVIERES;public;98.8
2021-2022;ORLEANS-TOURS;028;EURE-ET-LOIR;0280887M;COLLEGE LA LOGE DES BOIS;28373;SENONCHES;public;102.4
2021-2022;ORLEANS-TOURS;028;EURE-ET-LOIR;0280903E;COLLEGE LOUIS ARSENE MEUNIER;28280;NOGENT LE ROTROU;public;94.8
2021-2022;ORLEANS-TOURS;028;EURE-ET-LOIR;0280918W;COLLEGE ANATOLE FRANCE;28088;CHATEAUDUN;public;75.2
2021-2022;ORLEANS-TOURS;028;EURE-ET-LOIR;0280924C;COLLEGE PIERRE BROSSOLETTE;28280;NOGENT LE ROTROU;public;95.2
2021-2022;ORLEANS-TOURS;028;EURE-ET-LOIR;0281060A;COLLEGE MARTIAL TAUGOURDEAU;28134;DREUX;public;98.3
2021-2022;ORLEANS-TOURS;028;EURE-ET-LOIR;0281095N;COLLEGE CHARLES DE GAULLE;28064;BU;public;122.2
2021-2022;RENNES;029;FINISTERE;0290048V;COLLEGE PAYS DES ABERS;29117;LANNILIS;public;108.8
2021-2022;RENNES;029;FINISTERE;0290057E;COLLEGE FRANCOIS CHARLES;29188;PLOUGASNOU;public;116.6
2021-2022;RENNES;029;FINISTERE;0290151G;COLLEGE CAMILLE VALLAUX;29235;LE RELECQ KERHUON;public;119.4
2021-2022;RENNES;029;FINISTERE;0290244H;COLLEGE PRIVE SAINT PIERRE;29020;BRIEC;privé sous contrat;106.3
2021-2022;RENNES;029;FINISTERE;0290288F;COLLEGE PRIVE SAINT GERMAIN;29162;PLEYBEN;privé sous contrat;107.4
2021-2022;RENNES;029;FINISTERE;0290297R;COLLEGE PRIVE SAINTE ANNE;29189;PLOUGASTEL DAOULAS;privé sous contrat;117.1
2021-2022;RENNES;029;FINISTERE;0290308C;COLLEGE PRIVE SAINT JEAN DE LA CROIX;29235;LE RELECQ KERHUON;privé sous contrat;126.1
2021-2022;RENNES;029;FINISTERE;0290330B;COLLEGE BOIS DE LOCQUERAN;29197;PLOUHINEC;public;106.6
2021-2022;RENNES;029;FINISTERE;0290333E;COLLEGE JACQUES PREVERT;29259;SAINT POL DE LEON;public;103.7
2021-2022;RENNES;029;FINISTERE;0290674A;COLLEGE PRIVE SAINT JOSEPH;29072;GUILVINEC;privé sous contrat;99.1
2021-2022;RENNES;029;FINISTERE;0291101P;COLLEGE KERVIHAN;29058;FOUESNANT;public;117.2
2021-2022;RENNES;029;FINISTERE;0291102R;COLLEGE BEG AVEL;29024;CARHAIX PLOUGUER;public;97.3
2021-2022;RENNES;029;FINISTERE;0291590W;COLLEGE JEAN MOULIN;29026;CHATEAULIN;public;104.9
2021-2022;RENNES;029;FINISTERE;0291595B;COLLEGE DE L IROISE;29019;BREST;public;105.3
2021-2022;RENNES;029;FINISTERE;0291635V;COLLEGE HERSART DE LA VILLEMARQUE;29233;QUIMPERLE;public;104.7
2021-2022;RENNES;029;FINISTERE;0291639Z;COLLEGE PRIVE SAINT ANTOINE;29117;LANNILIS;privé sous contrat;108.7
2021-2022;RENNES;029;FINISTERE;0291640A;COLLEGE PRIVE SAINT JOSEPH;29105;LANDIVISIAU;privé sous contrat;104.5
2021-2022;RENNES;029;FINISTERE;0291713E;COLLEGE PRIVE SAINTE MARIE;29069;GUILERS;privé sous contrat;111.1
2021-2022;RENNES;029;FINISTERE;0291716H;COLLEGE CROAS AR PENNOC;29069;GUILERS;public;110.0
2021-2022;RENNES;029;FINISTERE;0291869Z;COLLEGE PRIVE LA CROIX ROUGE LA SALLE;29019;BREST;privé sous contrat;107.6
2021-2022;RENNES;029;FINISTERE;0291877H;COLLEGE PRIVE SAINT GABRIEL;29220;PONT L ABBE;privé sous contrat;109.5
2021-2022;RENNES;029;FINISTERE;0291879K;COLLEGE PRIVE SAINT JEAN BAPTISTE KERIVOAL;29232;QUIMPER;privé sous contrat;112.3
2021-2022;RENNES;029;FINISTERE;0291929P;COLLEGE DE KERALLAN;29212;PLOUZANE;public;123.8
2021-2022;RENNES;029;FINISTERE;0292006Y;COLLEGE DE L AULNE;29027;CHATEAUNEUF DU FAOU;public;91.1
2021-2022;RENNES;029;FINISTERE;0292055B;COLLEGE PRIVE DIWAN PENN AR BED;29235;LE RELECQ KERHUON;privé sous contrat;134.6
2021-2022;MONTPELLIER;030;GARD;0300042H;COLLEGE MARCEAU LAPIERRE;30269;SAINT JEAN DU GARD;public;108.7
2021-2022;MONTPELLIER;030;GARD;0300050S;COLLEGE;30344;VERGEZE;public;105.4
2021-2022;MONTPELLIER;030;GARD;0300101X;COLLEGE PRIVE MAINTENON;30321;SOMMIERES;privé sous contrat;123.9
2021-2022;MONTPELLIER;030;GARD;0300141R;COLLEGE CONDORCET;30189;NIMES;public;62.1
2021-2022;MONTPELLIER;030;GARD;0300922P;COLLEGE PRIVE TAISSON;30007;ALES;privé sous contrat;117.6
2021-2022;MONTPELLIER;030;GARD;0301014P;COLLEGE DENIS DIDEROT;30007;ALES;public;88.2
2021-2022;MONTPELLIER;030;GARD;0301245R;COLLEGE LOU CASTELLAS;30156;MARGUERITTES;public;106.4
2021-2022;MONTPELLIER;030;GARD;0301356L;COLLEGE PRIVE EMMANUEL D ALZON;30189;NIMES;privé sous contrat;102.7
2021-2022;MONTPELLIER;030;GARD;0301656M;COLLEGE CLAUDIE HAIGNERE;30217;ROCHEFORT DU GARD;public;116.2
2021-2022;MONTPELLIER;030;GARD;0301670C;COLLEGE FREDERIC DESMONS;30255;SAINT GENIES DE MALGOIRES;public;104.2
2021-2022;MONTPELLIER;030;GARD;0301721H;COLLEGE JEAN LOUIS TRINTIGNANT;30334;UZES;public;108.2
2021-2022;MONTPELLIER;030;GARD;0301723K;COLLEGE THEODORE MONOD;30082;CLARENSAC;public;120.2
2021-2022;MONTPELLIER;030;GARD;0301751R;COLLEGE PRIVE EMMANUEL D ALZON;30133;LE GRAU DU ROI;privé sous contrat;114.9
2021-2022;MONTPELLIER;030;GARD;0301816L;COLLEGE CLAUDE CHAPPE;30123;GALLARGUES LE MONTUEUX;public;110.8
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0310008R;COLLEGE JOSEPH REY;31098;CADOURS;public;113.9
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0310085Z;COLLEGE JEAN PIERRE VERNANT;31555;TOULOUSE;public;104.2
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311144A;COLLEGE PRIVE SAINTE FAMILLE DES MINIMES;31555;TOULOUSE;privé sous contrat;126.0
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311162V;COLLEGE PRIVE SAINTE GENEVIEVE;31490;SAINT JORY;privé sous contrat;113.2
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311209W;COLLEGE PRIVE LA PROVIDENCE;31451;REVEL;privé sous contrat;113.4
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311265G;COLLEGE ROSA PARKS;31555;TOULOUSE;public;75.9
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311330C;COLLEGE JEAN ROSTAND;31044;BALMA;public;115.8
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311335H;COLLEGE JEAN GAY;31573;VERFEIL;public;128.7
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311570N;COLLEGE PRIVE LA PRAIRIE;31555;TOULOUSE;privé sous contrat;125.1
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311573S;COLLEGE JEAN PAUL LAURENS;31004;AYGUESVIVES;public;131.8
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311686P;COLLEGE JULES VALLES;31433;PORTET SUR GARONNE;public;108.3
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311687R;COLLEGE LEON BLUM;31149;COLOMIERS;public;116.4
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311690U;COLLEGE FRANCOIS MITTERRAND;31106;CARAMAN;public;116.3
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311720B;COLLEGE JACQUES MAURE;31116;CASTELGINEST;public;115.3
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311722D;COLLEGE ROMAIN ROLLAND;31488;SAINT JEAN;public;125.2
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311846N;COLLEGE VINCENT AURIOL;31451;REVEL;public;101.9
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0311972A;COLLEGE PRIVE SAINT JOSEPH LA SALLE;31555;TOULOUSE;privé sous contrat;142.3
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0312071H;COLLEGE JULES VERNE;31424;PLAISANCE DU TOUCH;public;113.5
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0312139G;COLLEGE CAMILLE CLAUDEL;31282;LAUNAGUET;public;103.8
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0312140H;COLLEGE RENE CASSIN;31506;SAINT ORENS DE GAMEVILLE;public;128.1
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0312612W;COLLEGE GALILEE;31526;LA SALVETAT SAINT GILLES;public;120.5
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0312698P;COLLEGE PAUL CEZANNE;31389;MONTRABE;public;128.3
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0312729Y;COLLEGE GERMAINE TILLION;31032;AUSSONNE;public;118.0
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0312762J;COLLEGE ELISABETH BADINTER;31445;QUINT FONSEGRIVES;public;138.1
2021-2022;TOULOUSE;031;HAUTE-GARONNE;0313010D;COLLEGE D ESCALQUENS;31169;ESCALQUENS;public;135.5
2021-2022;TOULOUSE;032;GERS;0320004F;COLLEGE PRIVE SAINT CHRISTOPHE;32242;MASSEUBE;privé sous contrat;110.7
2021-2022;TOULOUSE;032;GERS;0320010M;COLLEGE SAINT EXUPERY;32107;CONDOM;public;95.6
2021-2022;TOULOUSE;032;GERS;0320013R;COLLEGE EDOUARD LARTET;32147;GIMONT;public;101.8
2021-2022;TOULOUSE;032;GERS;0320019X;COLLEGE ARETHA FRANKILIN;32233;MARCIAC;public;119.1
2021-2022;TOULOUSE;032;GERS;0320031K;COLLEGE FRANCOIS DE BELLEFOREST;32410;SAMATAN;public;108.8
2021-2022;TOULOUSE;032;GERS;0320056M;COLLEGE PRIVE NOTRE DAME DU CLOS FLEURI;32160;L ISLE JOURDAIN;privé sous contrat;138.8
2021-2022;TOULOUSE;032;GERS;0320074G;COLLEGE VASCONIE;32252;MIELAN;public;99.0
2021-2022;TOULOUSE;032;GERS;0320740F;COLLEGE FRANCOISE HERITIER;32160;L ISLE JOURDAIN;public;123.3
2021-2022;BORDEAUX;033;GIRONDE;0330093X;COLLEGE DE LUSSAC;33261;LUSSAC;public;105.7
2021-2022;BORDEAUX;033;GIRONDE;0330103H;COLLEGE PIERRE DE BELLEYME;33314;PAUILLAC;public;88.4
2021-2022;BORDEAUX;033;GIRONDE;0330113U;COLLEGE JEAN MONNET;33389;SAINT CIERS SUR GIRONDE;public;97.3
2021-2022;BORDEAUX;033;GIRONDE;0330122D;COLLEGE FRANCOIS MAURIAC;33484;SAINT SYMPHORIEN;public;105.5
2021-2022;BORDEAUX;033;GIRONDE;0330128K;COLLEGE HENRI BRISSON;33522;TALENCE;public;127.9
2021-2022;BORDEAUX;033;GIRONDE;0330140Y;COLLEGE GRAND PARC;33063;BORDEAUX;public;78.5
2021-2022;BORDEAUX;033;GIRONDE;0330145D;COLLEGE CAPEYRON;33281;MERIGNAC;public;103.4
2021-2022;BORDEAUX;033;GIRONDE;0330163Y;COLLEGE ELIE FAURE;33402;SAINTE FOY LA GRANDE;public;85.5
2021-2022;BORDEAUX;033;GIRONDE;0331532L;COLLEGE PRIVE JEANNE D ARC;33447;SAINT MEDARD DE GUIZIERES;privé sous contrat;100.2
2021-2022;BORDEAUX;033;GIRONDE;0331618E;COLLEGE LEONARD LENOIR;33063;BORDEAUX;public;107.5
2021-2022;BORDEAUX;033;GIRONDE;0331619F;COLLEGE GEORGES LAPIERRE;33249;LORMONT;public;81.4
2021-2022;BORDEAUX;033;GIRONDE;0331888Y;COLLEGE DU VAL DE SAYE;33492;SAINT YZAN DE SOUDIAC;public;95.4
2021-2022;BORDEAUX;033;GIRONDE;0332187Y;COLLEGE HASTIGNAN;33449;SAINT MEDARD EN JALLES;public;121.3
2021-2022;BORDEAUX;033;GIRONDE;0332283C;COLLEGE FRANCOIS MITTERRAND;33140;CREON;public;114.3
2021-2022;BORDEAUX;033;GIRONDE;0332285E;COLLEGE JACQUES ELLUL;33063;BORDEAUX;public;91.9
2021-2022;BORDEAUX;033;GIRONDE;0332341R;COLLEGE JACQUES PREVERT;33067;BOURG;public;102.8
2021-2022;BORDEAUX;033;GIRONDE;0332437V;COLLEGE EMILE ZOLA;33200;LE HAILLAN;public;118.5
2021-2022;BORDEAUX;033;GIRONDE;0332488A;COLLEGE PRIVE SAINT JOSEPH DE TIVOLI;33063;BORDEAUX;privé sous contrat;141.8
2021-2022;BORDEAUX;033;GIRONDE;0332491D;COLLEGE PRIVE ALBERT LE GRAND;33063;BORDEAUX;privé sous contrat;138.7
2021-2022;BORDEAUX;033;GIRONDE;0332494G;COLLEGE PRIVE RAMBAUD;33213;LA BREDE;privé sous contrat;125.7
2021-2022;BORDEAUX;033;GIRONDE;0332569N;COLLEGE PORTE DU MEDOC;33312;PAREMPUYRE;public;111.7
2021-2022;BORDEAUX;033;GIRONDE;0332934K;COLLEGE ELISE DEROCHE;33323;LE PIAN SUR GARONNE;public;109.2
2021-2022;BORDEAUX;033;GIRONDE;0333132A;COLLEGE DE CARBON BLANC;33096;CARBON BLANC;public;103.5
2021-2022;BORDEAUX;033;GIRONDE;0333133B;COLLEGE OLYMPE DE GOUGES;33080;CADAUJAC;public;113.5
2021-2022;BORDEAUX;033;GIRONDE;0333134C;COLLEGE DE L ESTEY;33422;SAINT JEAN D ILLAC;public;116.8
2021-2022;BORDEAUX;033;GIRONDE;0333213N;COLLEGE MARGUERITE DURAS;33243;LIBOURNE;public;88.6
2021-2022;BORDEAUX;033;GIRONDE;0333274E;COLLEGE ROSA BONHEUR;33075;BRUGES;public;95.4
2021-2022;BORDEAUX;033;GIRONDE;0333287U;COLLEGE DE LACANAU;33214;LACANAU;public;120.2
2021-2022;MONTPELLIER;034;HERAULT;0340025T;COLLEGE LES DEUX PINS;34108;FRONTIGNAN;public;95.2
2021-2022;MONTPELLIER;034;HERAULT;0340032A;COLLEGE LES ARBOURYS;34147;MAGALAS;public;106.4
2021-2022;MONTPELLIER;034;HERAULT;0340053Y;COLLEGE CROIX D ARGENT;34172;MONTPELLIER;public;88.2
2021-2022;MONTPELLIER;034;HERAULT;0340063J;COLLEGE LOUIS CAHUZAC;34226;QUARANTE;public;100.3
2021-2022;MONTPELLIER;034;HERAULT;0340070S;COLLEGE DU JAUR;34284;SAINT PONS DE THOMIERES;public;97.0
2021-2022;MONTPELLIER;034;HERAULT;0340110K;COLLEGE PIC SAINT LOUP;34247;SAINT CLEMENT DE RIVIERE;public;131.9
2021-2022;MONTPELLIER;034;HERAULT;0340111L;COLLEGE CLEMENCEAU;34172;MONTPELLIER;public;103.1
2021-2022;MONTPELLIER;034;HERAULT;0340117T;COLLEGE PAUL DARDE;34142;LODEVE;public;99.6
2021-2022;MONTPELLIER;034;HERAULT;0340119V;COLLEGE FERDINAND FABRE;34028;BEDARIEUX;public;94.4
2021-2022;MONTPELLIER;034;HERAULT;0340837A;COLLEGE JEAN BENE;34199;PEZENAS;public;101.1
2021-2022;MONTPELLIER;034;HERAULT;0340888F;COLLEGE PRIVE NOTRE DAME;34028;BEDARIEUX;privé sous contrat;91.9
2021-2022;MONTPELLIER;034;HERAULT;0340891J;COLLEGE PRIVE SAINTE MADELEINE;34032;BEZIERS;privé sous contrat;106.3
2021-2022;MONTPELLIER;034;HERAULT;0340896P;COLLEGE PRIVE LA PRESENTATION;34111;GANGES;privé sous contrat;99.4
2021-2022;MONTPELLIER;034;HERAULT;0340974Z;COLLEGE EMMANUEL MAFFRE BAUGE;34194;PAULHAN;public;109.4
2021-2022;MONTPELLIER;034;HERAULT;0341030K;COLLEGE CAMILLE CLAUDEL;34172;MONTPELLIER;public;127.1
2021-2022;MONTPELLIER;034;HERAULT;0341066Z;COLLEGE JEAN PERRIN;34032;BEZIERS;public;79.8
2021-2022;MONTPELLIER;034;HERAULT;0341276C;COLLEGE LOUIS GERMAIN;34270;SAINT JEAN DE VEDAS;public;111.3
2021-2022;MONTPELLIER;034;HERAULT;0341280G;COLLEGE LES PINS;34058;CASTRIES;public;123.7
2021-2022;MONTPELLIER;034;HERAULT;0341387Y;COLLEGE ALFRED CROUZET;34300;SERVIAN;public;106.0
2021-2022;MONTPELLIER;034;HERAULT;0341388Z;COLLEGE MARCEL PAGNOL;34299;SERIGNAN;public;102.1
2021-2022;MONTPELLIER;034;HERAULT;0341577E;COLLEGE LE BERANGE;34022;BAILLARGUES;public;115.4
2021-2022;MONTPELLIER;034;HERAULT;0342077Y;COLLEGE RAY CHARLES;34095;FABREGUES;public;117.2
2021-2022;MONTPELLIER;034;HERAULT;0342130F;COLLEGE PIERRE DELEY;34150;MARSEILLAN;public;91.4
2021-2022;MONTPELLIER;034;HERAULT;0342186S;COLLEGE MAX ROUQUETTE;34239;SAINT ANDRE DE SANGONIS;public;108.6
2021-2022;MONTPELLIER;034;HERAULT;0342326U;COLLEGE BOBY LAPOINTE;34237;ROUJAN;public;106.0
2021-2022;RENNES;035;ILLE-ET-VILAINE;0350027P;COLLEGE LES GAYEULLES;35238;RENNES;public;102.4
2021-2022;RENNES;035;ILLE-ET-VILAINE;0350039C;COLLEGE PIERRE DE DREUX;35253;SAINT AUBIN DU CORMIER;public;118.0
2021-2022;RENNES;035;ILLE-ET-VILAINE;0350708E;COLLEGE PAUL FEVAL;35095;DOL DE BRETAGNE;public;89.4
2021-2022;RENNES;035;ILLE-ET-VILAINE;0350760L;COLLEGE CLEUNAY;35238;RENNES;public;97.2
2021-2022;RENNES;035;ILLE-ET-VILAINE;0350780H;COLLEGE PRIVE IMMACULEE;35278;SAINT GREGOIRE;privé sous contrat;138.7
2021-2022;RENNES;035;ILLE-ET-VILAINE;0350781J;COLLEGE PRIVE NOTRE DAME DU VIEUX COURS;35238;RENNES;privé sous contrat;130.3
2021-2022;RENNES;035;ILLE-ET-VILAINE;0350848G;COLLEGE PRIVE SAINT ANDRE;35004;VAL COUESNON;privé sous contrat;93.7
2021-2022;RENNES;035;ILLE-ET-VILAINE;0350854N;COLLEGE PRIVE SAINT JOSEPH;35068;CHATEAUBOURG;privé sous contrat;118.7
2021-2022;RENNES;035;ILLE-ET-VILAINE;0350857S;COLLEGE PRIVE SAINT GILDUIN;35085;COMBOURG;privé sous contrat;114.0
2021-2022;RENNES;035;ILLE-ET-VILAINE;0350864Z;COLLEGE PRIVE SAINT JOSEPH;35127;GUIGNEN;privé sous contrat;107.5
2021-2022;RENNES;035;ILLE-ET-VILAINE;0350867C;COLLEGE PRIVE SAINT MICHEL;35152;LIFFRE;privé sous contrat;126.5
