code_uic;libelle;fret;voyageurs;code_ligne;rg_troncon;pk;commune;departemen;idreseau;idgaia;x_l93;y_l93;x_wgs84;y_wgs84;c_geo;geo_point_2d;geo_shape
87755223;Bandol;N;O;930000;1;050+607;BANDOL;VAR;3077;29a5a626-dfbc-11e3-a2ff-01a464e0362d;923833.7168999985;6230702.079;5.749815526229215;43.140491048348736;43.140491048348736,5.749815526229215;43.14049104738302,5.749815526229215;"{""coordinates"": [5.749815526229215, 43.14049104738302], ""type"": ""Point""}"
87696179;Pouilly-sur-Loire;O;O;750000;1;214+004;POUILLY-SUR-LOIRE;NIEVRE;6141;297a4c76-dfbc-11e3-a2ff-01a464e0362d;697358.253700003;6686913.2271;2.965051211539136;47.28252848274005;47.28252848274005,2.965051211539136;47.28252848176941,2.965051211539134;"{""coordinates"": [2.965051211539134, 47.28252848176941], ""type"": ""Point""}"
87718155;Arbois;N;O;880000;1;401+119;ARBOIS;JURA;2912;28faadb4-dfbc-11e3-a2ff-01a464e0362d;910253.9023000002;6649513.8189;5.763090017438219;46.91270132171763;46.91270132171763,5.763090017438219;46.91270132076251,5.763090017438219;"{""coordinates"": [5.763090017438219, 46.91270132076251], ""type"": ""Point""}"
87784488;Cases-de-Pène;O;N;676000;1;463+765;ESPIRA-DE-L'AGLY;PYRENEES-ORIENTALES;3499;d9c2a8a8-6667-11e3-89ff-01f464e0362d;683051.0830999985;6186628.236499999;2.793116620024166;42.77898338998102;42.77898338998102,2.793116620024166;42.77898338901533,2.7931166200241657;"{""coordinates"": [2.793116620024166, 42.77898338901533], ""type"": ""Point""}"
87481002;Nantes;O;O;519000;1;428+284;NANTES;LOIRE-ATLANTIQUE;5736;c01d1406-f312-11e3-90ff-015864e0362d;358259.4680000022;6690441.043499999;-1.518765979566461;47.226238868091336;47.226238868091336,-1.518765979566461;47.22623886712025,-1.5187659795664639;"{""coordinates"": [-1.518765979566464, 47.22623886712025], ""type"": ""Point""}"
87142125;Culmont-Chalindrey;O;O;843000;1;390+773;CHALINDREY;HAUTE-MARNE;3902;2953a9de-dfbc-11e3-a2ff-01a464e0362d;883044.6499999985;6748176.507300001;5.445906370699546;47.80846651260561;47.80846651260561,5.445906370699546;47.808466511639466,5.4459063706995465;"{""coordinates"": [5.445906370699547, 47.808466511639466], ""type"": ""Point""}"
87751743;La Penne-sur-Huveaune;N;O;930000;1;012+448;LA PENNE-SUR-HUVEAUNE;BOUCHES-DU-RHONE;4724;d9aade98-6667-11e3-89ff-01f464e0362d;904260.703900002;6246100.1173;5.515553840898035;43.284789141416624;43.284789141416624,5.515553840898035;43.28478914045096,5.5155538408980345;"{""coordinates"": [5.515553840898034, 43.28478914045096], ""type"": ""Point""}"
87732404;Gannat;O;O;790000;1;378+390;GANNAT;ALLIER;4260;d9717cca-6667-11e3-89ff-01f464e0362d;715826.9804000035;6555334.9021000005;3.204865220044901;46.097617863456954;46.097617863456954,3.204865220044901;46.097617862497984,3.2048652200449;"{""coordinates"": [3.2048652200449, 46.097617862497984], ""type"": ""Point""}"
87590331;Haluchère-Batignolles;N;O;519000;1;433+010;NANTES;LOIRE-ATLANTIQUE;152499;e048856a-19bf-11e5-82ff-01fc64e0362d;358119.6208000034;6692997.890999999;-1.522545375703279;47.24914745560844;47.24914745560844,-1.5225453757032792;47.24914745463753,-1.5225453757032819;"{""coordinates"": [-1.522545375703282, 47.24914745463753], ""type"": ""Point""}"
87396671;La Chartre-sur-le-Loir;O;N;500000;1;201+426;LA CHARTRE-SUR-LE-LOIR;SARTHE;4628;d99275ae-6667-11e3-89ff-01f464e0362d;518806.97339999676;6740576.353100002;0.58192907937748;47.740608360158774;47.740608360158774,0.5819290793774801;47.740608359192024,0.581929079377478;"{""coordinates"": [0.581929079377478, 47.740608359192024], ""type"": ""Point""}"
87313742;Feuquières-Broquiers;N;O;325000;1;119+677;FEUQUIÈRES;OISE;4146;e1a97e12-19bf-11e5-a6ff-01fc64e0362d;615548.1460999995;6951224.2478;1.831068318577522;49.65451312832422;49.65451312832422,1.8310683185775218;49.6545131273755,1.83106831857752;"{""coordinates"": [1.83106831857752, 49.6545131273755], ""type"": ""Point""}"
87313874;Amiens;O;O;311000;1;130+563;AMIENS;SOMME;2865;d9b0d438-6667-11e3-89ff-01f464e0362d;650325.2739999965;6977017.2820999995;2.309276494077791;49.88991715802339;49.88991715802339,2.3092764940777912;49.8899171570771,2.3092764940777903;"{""coordinates"": [2.30927649407779, 49.8899171570771], ""type"": ""Point""}"
87612028;Labège-Village;N;O;640000;1;267+800;LABÈGE;HAUTE-GARONNE;4799;e0092be8-19bf-11e5-82ff-01fc64e0362d;581398.4543000013;6271224.964899998;1.533297950311996;43.53018571636624;43.53018571636624,1.5332979503119961;43.530185715400734,1.5332979503119948;"{""coordinates"": [1.533297950311995, 43.530185715400734], ""type"": ""Point""}"
87545160;Lardy;N;O;570000;1;042+781;LARDY;ESSONNE;4873;e16c4a42-19bf-11e5-a6ff-01fc64e0362d;644878.7498999983;6824674.134599999;2.253571152085942;48.519964986339474;48.519964986339474,2.2535711520859416;48.51996498537976,2.2535711520859407;"{""coordinates"": [2.253571152085941, 48.51996498537976], ""type"": ""Point""}"
87784512;Le Soler;N;O;679000;1;474+565;LE SOLER;PYRENEES-ORIENTALES;5007;29716a08-dfbc-11e3-a2ff-01a464e0362d;682569.1484000012;6175407.080899999;2.787602438694243;42.678079975389345;42.678079975389345,2.7876024386942433;42.678079974423696,2.7876024386942424;"{""coordinates"": [2.787602438694242, 42.678079974423696], ""type"": ""Point""}"
87751602;L'Estaque;N;O;935000;1;870+080;MARSEILLE;BOUCHES-DU-RHONE;4569;29844138-dfbc-11e3-a2ff-01a464e0362d;888239.3800999969;6254395.899;5.321365695857461;43.363795215107366;43.363795215107366,5.321365695857461;43.36379521414173,5.321365695857461;"{""coordinates"": [5.321365695857461, 43.36379521414173], ""type"": ""Point""}"
87141820;Pont-à-Mousson;O;O;090000;1;362+086;PONT-A-MOUSSON;MEURTHE-ET-MOSELLE;8495;c0f03a58-f312-11e3-90ff-015864e0362d;923591.5756999999;6871008.903000001;6.050608194237219;48.90020719080954;48.90020719080954,6.050608194237219;48.9002071898534,6.050608194237219;"{""coordinates"": [6.050608194237219, 48.9002071898534], ""type"": ""Point""}"
87723718;Les Échets;N;O;886000;1;020+726;MIRIBEL;AIN;5068;e02b2674-19bf-11e5-82ff-01fc64e0362d;848200.992899999;6532330.1697;4.910745269670009;45.87449953647197;45.87449953647197,4.9107452696700085;45.87449953551212,4.910745269670009;"{""coordinates"": [4.910745269670009, 45.87449953551212], ""type"": ""Point""}"
87545277;Villeneuve-le-Roi;O;O;570000;1;012+405;VILLENEUVE-LE-ROI;VAL-DE-MARNE;7249;e17a58fc-19bf-11e5-a6ff-01fc64e0362d;657856.4763000011;6848830.460900001;2.426928989786292;48.73821835231162;48.73821835231162,2.426928989786292;48.73821835135393,2.4269289897862905;"{""coordinates"": [2.42692898978629, 48.73821835135393], ""type"": ""Point""}"
87191130;Uckange;O;O;180000;2;181+881;UCKANGE;MOSELLE;7052;c02afaa4-f312-11e3-90ff-015864e0362d;929533.9403000027;6916125.244399998;6.156190363131994;49.30344104441216;49.30344104441216,6.156190363131994;49.303441043459934,6.156190363131995;"{""coordinates"": [6.156190363131995, 49.303441043459934], ""type"": ""Point""}"
87345439;Brunémont;N;O;259000;2;210+472;BRUNÉMONT;NORD;3424;29713702-dfbc-11e3-a2ff-01a464e0362d;710426.0301999971;7020036.4618999995;3.146083415609879;50.27814084091143;50.27814084091143,3.146083415609879;50.27814083996918,3.146083415609878;"{""coordinates"": [3.146083415609878, 50.27814083996918], ""type"": ""Point""}"
87144410;Arches;N;O;060000;1;011+466;ARCHES;VOSGES;2916;2951d76c-dfbc-11e3-a2ff-01a464e0362d;962455.7462000027;6785811.0528;6.528289800019222;48.11988792115844;48.11988792115844,6.528289800019222;48.11988792019504,6.528289800019224;"{""coordinates"": [6.528289800019224, 48.11988792019504], ""type"": ""Point""}"
87281071;Calais-Fréthun;N;O;216000;1;112+645;FRÉTHUN;PAS-DE-CALAIS;80925;c0bf8774-f312-11e3-90ff-015864e0362d;616228.8544000015;7090121.750500001;1.811555402785079;50.9015707880651;50.9015707880651,1.811555402785079;50.90157078712958,1.8115554027850775;"{""coordinates"": [1.811555402785078, 50.90157078712958], ""type"": ""Point""}"
87491076;Beillant;N;O;500000;2;501+200;SAINT-SEVER-DE-SAINTONGE;CHARENTE-MARITIME;3157;29986096-dfbc-11e3-a2ff-01a464e0362d;425652.19889999926;6517399.579799999;-0.526885316803244;45.70101714290073;45.70101714290073,-0.5268853168032436;45.701017141940206,-0.5268853168032458;"{""coordinates"": [-0.526885316803246, 45.701017141940206], ""type"": ""Point""}"
87584508;St-Denis-de-Pile;N;O;570000;3;539+433;SAINT-DENIS-DE-PILE;GIRONDE;6421;d97985f6-6667-11e3-89ff-01f464e0362d;447975.64919999987;6436136.202199999;-0.197951644416328;44.97850876383457;44.97850876383457,-0.19795164441632807;44.97850876287167,-0.19795164441633;"{""coordinates"": [-0.19795164441633, 44.97850876287167], ""type"": ""Point""}"
87271320;La Courneuve-Dugny;O;N;990000;2;053+676;COURNEUVE (LA );SEINE-SAINT-DENIS;4638;e003ed4c-19bf-11e5-82ff-01fc64e0362d;656866.1652999967;6871690.2357;2.411145069309644;48.94373276539867;48.94373276539867,2.411145069309644;48.94373276444295,2.411145069309643;"{""coordinates"": [2.411145069309643, 48.94373276444295], ""type"": ""Point""}"
87481200;Bouaye;N;O;534000;1;014+595;BOUAYE;LOIRE-ATLANTIQUE;3307;d9c6ce28-6667-11e3-89ff-01f464e0362d;345422.7845999971;6681369.421100002;-1.681009432067846;47.137978792687676;47.137978792687676,-1.6810094320678457;47.13797879173376,-1.6810094320678484;"{""coordinates"": [-1.681009432067848, 47.13797879173376], ""type"": ""Point""}"
87318964;Avignon-TGV;N;O;752000;1;625+162;AVIGNON;VAUCLUSE;9564;c0bd14f8-f312-11e3-90ff-015864e0362d;843431.5249999985;6315271.916200001;4.785988680479314;43.92185220386844;43.92185220386844,4.7859886804793135;43.92185220290335,4.785988680479314;"{""coordinates"": [4.785988680479314, 43.92185220290335], ""type"": ""Point""}"
87713701;Mervans;N;O;860000;1;382+170;MERVANS;SAONE-ET-LOIRE;5462;29d48916-dfbc-11e3-a2ff-01a464e0362d;866188.2739000022;6635549.147;5.179263641346274;46.79944201369547;46.79944201369547,5.179263641346274;46.79944201273976,5.179263641346275;"{""coordinates"": [5.179263641346275, 46.79944201273976], ""type"": ""Point""}"
87172411;Margut-Fromy;O;N;204000;2;188+718;MARGUT;ARDENNES;5365;29237c90-dfbc-11e3-a2ff-01a464e0362d;863272.3081;6945832.865899999;5.257332839814516;49.59070957115903;49.59070957115903,5.257332839814516;49.590709570209675,5.257332839814516;"{""coordinates"": [5.257332839814516, 49.590709570209675], ""type"": ""Point""}"
87317537;Eu;N;O;325000;3;179+393;EU;SEINE-MARITIME;4104;d9a1435e-6667-11e3-89ff-01f464e0362d;586514.3049999997;6996242.446400002;1.416800758468185;50.05433701803559;50.05433701803559,1.4168007584681845;50.05433701709098,1.4168007584681828;"{""coordinates"": [1.416800758468183, 50.05433701709098], ""type"": ""Point""}"
87641043;Lapeyrouse;N;O;707000;1;358+815;LAPEYROUSE;PUY-DE-DOME;4868;d9751804-6667-11e3-89ff-01f464e0362d;691816.7897000015;6569657.5284;2.893826665140213;46.22672641227878;46.22672641227878,2.8938266651402134;46.22672641132038,2.8938266651402125;"{""coordinates"": [2.893826665140212, 46.22672641132038], ""type"": ""Point""}"
87471219;Beslé;N;O;468000;1;425+865;GUÉMENÉ-PENFAO;LOIRE-ATLANTIQUE;3203;e00d226c-19bf-11e5-82ff-01fc64e0362d;334959.9346999973;6744475.239100002;-1.870113281883948;47.69932007739704;47.69932007739704,-1.870113281883948;47.69932007642995,-1.870113281883952;"{""coordinates"": [-1.870113281883952, 47.69932007642995], ""type"": ""Point""}"
87141044;Toul;O;O;070000;1;319+404;TOUL;MEURTHE-ET-MOSELLE;7002;d9df8fde-6667-11e3-89ff-01f464e0362d;911948.9091999978;6845964.046700001;5.879449805958919;48.67904989655333;48.67904989655333,5.879449805958919;48.6790498955951,5.879449805958921;"{""coordinates"": [5.879449805958921, 48.6790498955951], ""type"": ""Point""}"
87447284;Valognes;O;O;366000;1;342+617;VALOGNES;MANCHE;7095;296f386c-dfbc-11e3-a2ff-01a464e0362d;375529.90079999715;6943215.967099998;-1.480336857697901;49.50541760770656;49.50541760770656,-1.4803368576979012;49.50541760675636,-1.480336857697904;"{""coordinates"": [-1.480336857697904, 49.50541760675636], ""type"": ""Point""}"
87172593;Vouziers;O;N;210000;1;028+176;VOUZIERS;ARDENNES;8357;d9931636-6667-11e3-89ff-01f464e0362d;823874.6494999975;6922447.273400001;4.705851241346434;49.38948151612966;49.38948151612966,4.705851241346434;49.3894815151783,4.705851241346435;"{""coordinates"": [4.705851241346435, 49.3894815151783], ""type"": ""Point""}"
87683219;Villeneuve-sur-Yonne;N;O;830000;1;126+958;VILLENEUVE-SUR-YONNE;YONNE;7260;c0852cae-f312-11e3-90ff-015864e0362d;721320.8938999996;6776229.217700001;3.286346893591795;48.086090907944325;48.086090907944325,3.2863468935917948;48.086090906980644,3.2863468935917934;"{""coordinates"": [3.286346893591793, 48.086090906980644], ""type"": ""Point""}"
87144477;St-Léonard;N;O;062000;1;040+804;SAINT-LÉONARD;VOSGES;6547;d9b6a53c-6667-11e3-89ff-01f464e0362d;992617.0829999968;6798024.046100002;6.941310871948678;48.21682744071811;48.21682744071811,6.941310871948678;48.216827439755605,6.941310871948679;"{""coordinates"": [6.941310871948679, 48.216827439755605], ""type"": ""Point""}"
87171587;Germaine;N;O;074000;1;156+239;GERMAINE;MARNE;4293;e03c62de-19bf-11e5-82ff-01fc64e0362d;774657.8373999968;6892512.183400001;4.022858782942289;49.12805579944981;49.12805579944981,4.022858782942289;49.12805579849585,4.02285878294229;"{""coordinates"": [4.02285878294229, 49.12805579849585], ""type"": ""Point""}"
87141341;Coussey;O;N;026000;1;055+146;COUSSEY;VOSGES;3860;e541475e-6667-11e3-a7ff-01f464e0362d;898882.1001999974;6814610.9124;5.687579796656098;48.40132672222825;48.40132672222825,5.687579796656098;48.40132672126742,5.6875797966561;"{""coordinates"": [5.6875797966561, 48.40132672126742], ""type"": ""Point""}"
87741629;Frontenex;O;O;899000;1;015+847;FRONTENEX;SAVOIE;4242;e033a564-19bf-11e5-82ff-01fc64e0362d;958151.8919999972;6508857.056299999;6.314324090541986;45.63048107461825;45.63048107461825,6.314324090541986;45.63048107365746,6.314324090541987;"{""coordinates"": [6.314324090541987, 45.63048107365746], ""type"": ""Point""}"
87681619;Villabé;N;O;746000;1;035+200;VILLABÉ;ESSONNE;7218;d946c3a2-6667-11e3-89ff-01f464e0362d;660312.6215000004;6832628.568599999;2.461828319020637;48.59264620198872;48.59264620198872,2.4618283190206367;48.59264620102967,2.461828319020636;"{""coordinates"": [2.461828319020636, 48.59264620102967], ""type"": ""Point""}"
87747568;St-Georges-de-Commiers;N;O;905000;1;149+711;SAINT-GEORGES-DE-COMMIERS;ISERE;6469;e01edc34-19bf-11e5-82ff-01fc64e0362d;912634.3791999966;6441922.115899999;5.701065889466308;45.043812384307145;45.043812384307145,5.701065889466308;45.04381238334445,5.70106588946631;"{""coordinates"": [5.70106588946631, 45.04381238334445], ""type"": ""Point""}"
87697292;Épinay-sur-Seine TT;N;O;960000;1;044+881;EPINAY-SUR-SEINE;SEINE-SAINT-DENIS;171219;35209588-0d53-11e6-8dff-016064e0362d;648872.6599000022;6872926.5198;2.301875276622173;48.95426384411057;48.95426384411057,2.301875276622173;48.95426384315494,2.301875276622172;"{""coordinates"": [2.301875276622172, 48.95426384315494], ""type"": ""Point""}"
87641472;Mont-Dore;O;N;710000;1;456+622;MONT-DORE;PUY-DE-DOME;8234;e021800e-19bf-11e5-82ff-01fc64e0362d;684781.8183000013;6497816.669399999;2.804855040465586;45.57968837522159;45.57968837522159,2.8048550404655863;45.579688374260606,2.804855040465585;"{""coordinates"": [2.804855040465585, 45.579688374260606], ""type"": ""Point""}"
87715326;Champagnole;O;O;878000;1;013+723;CHAMPAGNOLE;JURA;3594;d997cf06-6667-11e3-89ff-01f464e0362d;922101.5146000013;6631795.749600001;5.910072631614371;46.749442278854836;46.749442278854836,5.910072631614371;46.749442277898886,5.910072631614371;"{""coordinates"": [5.910072631614371, 46.749442277898886], ""type"": ""Point""}"
87286419;Wavrin;N;O;289000;1;015+876;WAVRIN;NORD;7350;d9e0d024-6667-11e3-89ff-01f464e0362d;695431.5640999973;7053000.075300001;2.935613086782622;50.57412319182417;50.57412319182417,2.9356130867826216;50.574123190885096,2.9356130867826207;"{""coordinates"": [2.935613086782621, 50.574123190885096], ""type"": ""Point""}"
87116558;Nanteuil-Saâcy;N;O;070000;1;073+816;SAÂCY-SUR-MARNE;SEINE-ET-MARNE;5740;d9d08024-6667-11e3-89ff-01f464e0362d;716121.7291999981;6874913.5068;3.220217021680595;48.9739617204389;48.9739617204389,3.2202170216805954;48.97396171948345,3.2202170216805954;"{""coordinates"": [3.220217021680595, 48.97396171948345], ""type"": ""Point""}"
87313064;Méricourt-Ribemont;N;O;272000;1;146+837;MÉRICOURT-L'ABBÉ;SOMME;5456;29a41b38-dfbc-11e3-a2ff-01a464e0362d;669358.5932999998;6984215.956099998;2.573385900620755;49.955790569210116;49.955790569210116,2.5733859006207545;49.95579056826448,2.573385900620753;"{""coordinates"": [2.573385900620753, 49.95579056826448], ""type"": ""Point""}"
87144279;Vittel;O;O;035000;1;068+689;VITTEL;VOSGES;7313;e0430752-19bf-11e5-82ff-01fc64e0362d;918541.5599000007;6793214.469999999;5.942242226000524;48.202635169665676;48.202635169665676,5.942242226000524;48.20263516870304,5.942242226000526;"{""coordinates"": [5.942242226000526, 48.20263516870304], ""type"": ""Point""}"
87576579;Aubigny-sur-Nère;O;N;682000;1;083+092;AUBIGNY-SUR-NÈRE;CHER;2976;e5458dee-6667-11e3-a7ff-01f464e0362d;657602.7256999984;6710456.9169000015;2.436896672159076;47.49311445503215;47.49311445503215,2.4368966721590755;47.49311445406329,2.436896672159074;"{""coordinates"": [2.436896672159074, 47.49311445406329], ""type"": ""Point""}"
87583427;La Rochefoucauld;N;O;610000;2;491+988;LA ROCHEFOUCAULD;CHARENTE;4757;c09be7a0-f312-11e3-90ff-015864e0362d;497075.8216999993;6518981.797699999;0.38984481512601;45.740241928094676;45.740241928094676,0.3898448151260101;45.74024192713427,0.38984481512600794;"{""coordinates"": [0.389844815126008, 45.74024192713427], ""type"": ""Point""}"
87645481;Murat;O;O;720000;1;350+335;MURAT;CANTAL;5720;e1a4c32a-19bf-11e5-a6ff-01fc64e0362d;689747.113499999;6445539.548799999;2.869632362496703;45.109055864544665;45.109055864544665,2.8696323624967026;45.10905586358215,2.869632362496702;"{""coordinates"": [2.869632362496702, 45.10905586358215], ""type"": ""Point""}"
87543074;Toury;O;O;570000;1;088+333;TOURY;EURE-ET-LOIR;7024;e0209306-19bf-11e5-82ff-01fc64e0362d;621189.2663000003;6788531.844300002;1.939384579321158;48.19237858487703;48.19237858487703,1.9393845793211584;48.192378583914305,1.9393845793211573;"{""coordinates"": [1.939384579321157, 48.192378583914305], ""type"": ""Point""}"
87447243;Carentan;N;O;366000;1;313+284;CARENTAN;MANCHE;3485;299401da-dfbc-11e3-a2ff-01a464e0362d;391551.69829999655;6919637.102000002;-1.242069292807631;49.30175533362343;49.30175533362343,-1.2420692928076307;49.30175533267119,-1.2420692928076336;"{""coordinates"": [-1.242069292807634, 49.30175533267119], ""type"": ""Point""}"
87611772;Gimont-Cahuzac;N;O;648000;1;062+944;GIMONT;GERS;4312;e004061a-19bf-11e5-82ff-01fc64e0362d;527886.8624000028;6283885.227499999;0.867583714386745;43.63309623244655;43.63309623244655,0.8675837143867445;43.63309623148115,0.8675837143867425;"{""coordinates"": [0.867583714386743, 43.63309623148115], ""type"": ""Point""}"
87313106;Picquigny;N;O;311000;1;144+672;PICQUIGNY;SOMME;5994;2910aaac-dfbc-11e3-a2ff-01a464e0362d;638456.3726999983;6983393.775800001;2.143290023735589;49.94614977548918;49.94614977548918,2.1432900237355894;49.94614977454346,2.143290023735588;"{""coordinates"": [2.143290023735588, 49.94614977454346], ""type"": ""Point""}"
87396291;Montfort-le-Gesnois;N;O;420000;1;193+888;MONTFORT-LE-GESNOIS;SARTHE;5612;d97dc17c-6667-11e3-89ff-01f464e0362d;506763.19900000095;6774307.306000002;0.406533379951194;48.040585156941496;48.040585156941496,0.40653337995119404;48.04058515597741,0.4065333799511923;"{""coordinates"": [0.406533379951192, 48.04058515597741], ""type"": ""Point""}"
87317164;Montreuil-sur-Mer;N;O;308000;1;123+153;MONTREUIL;PAS-DE-CALAIS;5653;d9953c40-6667-11e3-89ff-01f464e0362d;612474.6860999987;7041675.921;1.769017904748211;50.46637341957389;50.46637341957389,1.769017904748211;50.46637341863365,1.7690179047482097;"{""coordinates"": [1.76901790474821, 50.46637341863365], ""type"": ""Point""}"
87171819;St-Masmes;O;N;207000;1;009+280;SAINT-MASMES;MARNE;80737;e544ad58-6667-11e3-a7ff-01f464e0362d;792246.5094999969;6913386.335200001;4.268390666431735;49.3134022390633;49.3134022390633,4.268390666431735;49.313402238111195,4.268390666431736;"{""coordinates"": [4.268390666431736, 49.313402238111195], ""type"": ""Point""}"
87713503;Gevrey-Chambertin;N;O;830000;1;325+363;GEVREY-CHAMBERTIN;COTE-D'OR;4300;298e0c34-dfbc-11e3-a2ff-01a464e0362d;851238.7087000012;6682691.1686;4.998960077909259;47.22728961857255;47.22728961857255,4.998960077909259;47.227289617601485,4.99896007790926;"{""coordinates"": [4.99896007790926, 47.227289617601485], ""type"": ""Point""}"
87393116;Bellevue;N;O;420000;1;008+475;MEUDON;HAUTS-DE-SEINE;3170;c106d8f6-f312-11e3-90ff-015864e0362d;643451.2182999998;6857917.7619;2.229850778453927;48.81884317835575;48.81884317835575,2.229850778453927;48.81884317739884,2.2298507784539257;"{""coordinates"": [2.229850778453926, 48.81884317739884], ""type"": ""Point""}"
87394148;St-Piat;N;O;420000;1;072+847;SAINT-PIAT;EURE-ET-LOIR;6629;29b35a8a-dfbc-11e3-a2ff-01a464e0362d;595944.1042999998;6827890.295400001;1.590248880831111;48.54288412127952;48.54288412127952,1.5902488808311113;48.54288412031999,1.5902488808311097;"{""coordinates"": [1.59024888083111, 48.54288412031999], ""type"": ""Point""}"
87574491;Chenonceaux-Chisseaux;N;O;593000;1;280+667;CHENONCEAUX;INDRE-ET-LOIRE;3691;294608f8-dfbc-11e3-a2ff-01a464e0362d;553965.1136000007;6694049.126400001;1.066116308404458;47.33067417756085;47.33067417756085,1.066116308404458;47.33067417659063,1.0661163084044567;"{""coordinates"": [1.066116308404457, 47.33067417659063], ""type"": ""Point""}"
87574855;Montrichard;N;O;593000;1;272+469;MONTRICHARD;LOIR-ET-CHER;5656;d99863de-6667-11e3-89ff-01f464e0362d;561978.4360999987;6695317.262800001;1.171805894101684;47.34380533566546;47.34380533566546,1.1718058941016842;47.34380533469534,1.1718058941016825;"{""coordinates"": [1.171805894101682, 47.34380533469534], ""type"": ""Point""}"
87193714;Sarralbe;N;O;097000;1;082+500;SARRALBE;MOSELLE;6759;d98280d8-6667-11e3-89ff-01f464e0362d;995209.9800999984;6885419.806000002;7.036295700186401;49.00077683351729;49.00077683351729,7.036295700186401;49.00077683256212,7.036295700186403;"{""coordinates"": [7.036295700186403, 49.00077683256212], ""type"": ""Point""}"
87543421;Chécy-Mardié;O;N;687000;1;132+320;CHÉCY;LOIRET;3680;d97e2960-6667-11e3-89ff-01f464e0362d;628193.3511999995;6755571.952599999;2.039031913956027;47.89660878649339;47.89660878649339,2.039031913956027;47.89660878552802,2.0390319139560256;"{""coordinates"": [2.039031913956026, 47.89660878552802], ""type"": ""Point""}"
87718056;Devecey;O;N;856000;1;418+399;DEVECEY;DOUBS;9282;d9cec0cc-6667-11e3-89ff-01f464e0362d;926939.5702000037;6696006.455200002;6.00540935531408;47.325510275285886;47.325510275285886,6.00540935531408;47.32551027431561,6.005409355314081;"{""coordinates"": [6.005409355314081, 47.32551027431561], ""type"": ""Point""}"
87382879;Montreuil;N;O;973000;1;021+627;VERSAILLES;YVELINES;5649;e19bb838-19bf-11e5-a6ff-01fc64e0362d;637670.8747000024;6856600.695;2.15132568052432;48.806465799538934;48.806465799538934,2.15132568052432;48.80646579858188,2.1513256805243186;"{""coordinates"": [2.151325680524319, 48.80646579858188], ""type"": ""Point""}"
87543009;Orléans;O;O;569000;1;121+050;ORLEANS;LOIRET;5870;d9bc9d5e-6667-11e3-89ff-01f464e0362d;618178.4937999994;6756985.3363999985;1.90475970109187;47.90815419279802;47.90815419279802,1.9047597010918702;47.90815419183274,1.9047597010918693;"{""coordinates"": [1.904759701091869, 47.90815419183274], ""type"": ""Point""}"
87574319;Onzain-Chaumont-sur-Loire;N;O;570000;2;194+868;ONZAIN;LOIR-ET-CHER;5861;d98e9c08-6667-11e3-89ff-01f464e0362d;563436.8907999992;6711729.6065;1.186124412116244;47.49181168698501;47.49181168698501,1.1861244121162442;47.49181168601613,1.1861244121162424;"{""coordinates"": [1.186124412116242, 47.49181168601613], ""type"": ""Point""}"
87592352;Bersac;N;O;590000;2;362+231;BERSAC-SUR-RIVALIER;HAUTE-VIENNE;3193;29daebe6-dfbc-11e3-a2ff-01a464e0362d;578872.328900002;6555246.790100001;1.432342536199712;46.08618159208703;46.08618159208703,1.4323425361997122;46.086181591128025,1.4323425361997106;"{""coordinates"": [1.432342536199711, 46.086181591128025], ""type"": ""Point""}"
87575118;Les Ormes-sur-Vienne;O;O;570000;3;285+506;LES ORMES;VIENNE;8148;d9bd7c4e-6667-11e3-89ff-01f464e0362d;518166.27610000223;6655148.3226;0.607910383068543;46.971756371385645;46.971756371385645,0.607910383068543;46.971756370430825,0.6079103830685407;"{""coordinates"": [0.607910383068541, 46.971756370430825], ""type"": ""Point""}"
87734228;Le Breuil-sur-Couze;N;O;790000;1;463+116;LE BREUIL-SUR-COUZE;PUY-DE-DOME;4911;d9ac4a1c-6667-11e3-89ff-01f464e0362d;720484.9211999997;6485332.586300001;3.262149225132201;45.467136147717795;45.467136147717795,3.262149225132201;45.46713614675644,3.2621492251321995;"{""coordinates"": [3.2621492251322, 45.46713614675644], ""type"": ""Point""}"
87342287;Thiennes;N;O;301000;1;253+225;THIENNES;NORD;6970;2999a3ea-dfbc-11e3-a2ff-01a464e0362d;662628.0108999982;7061791.6151;2.472464194753023;50.65191956984205;50.65191956984205,2.4724641947530226;50.6519195689038,2.4724641947530217;"{""coordinates"": [2.472464194753022, 50.6519195689038], ""type"": ""Point""}"
87721506;Écully-la-Demi-Lune;N;O;782000;1;003+921;TASSIN-LA-DEMI-LUNE;RHONE;4026;d9c6f1c0-6667-11e3-89ff-01f464e0362d;838267.945100002;6520024.060699999;4.779149852010692;45.765804076277306;45.765804076277306,4.779149852010692;45.76580407531702,4.7791498520106925;"{""coordinates"": [4.779149852010693, 45.76580407531702], ""type"": ""Point""}"
87476556;Pontivy;O;N;475000;1;546+976;PONTIVY;MORBIHAN;8916;e127ac64-19bf-11e5-a6ff-01fc64e0362d;256014.42559999973;6790244.5152;-2.965775460249527;48.0615601977653;48.0615601977653,-2.965775460249527;48.061560196801395,-2.965775460249531;"{""coordinates"": [-2.965775460249531, 48.061560196801395], ""type"": ""Point""}"
