code_uic;libelle;fret;voyageurs;code_ligne;rg_troncon;pk;commune;departemen;idreseau;idgaia;x_l93;y_l93;x_wgs84;y_wgs84;c_geo;geo_point_2d;geo_shape
87595124;Thiviers;O;O;611000;1;463+440;THIVIERS;DORDOGNE;6977;e1952f44-19bf-11e5-a6ff-01fc64e0362d;537442.4632000029;6482089.842099998;0.921287324289545;45.4189745726381;45.4189745726381,0.9212873242895445;45.41897457167656,0.9212873242895426;"{""coordinates"": [0.921287324289543, 45.41897457167656], ""type"": ""Point""}"
87214742;St-Blaise-la-Roche-Poutay;N;O;110000;1;052+346;SAINT-BLAISE-LA-ROCHE;BAS-RHIN;6391;e13735e6-19bf-11e5-a6ff-01fc64e0362d;1008133.2347000018;6820065.5953;7.165571428718571;48.407715325539854;48.407715325539854,7.165571428718571;48.407715324579094,7.165571428718573;"{""coordinates"": [7.165571428718573, 48.407715324579094], ""type"": ""Point""}"
87682146;Combs-la-Ville-Quincy;N;O;830000;1;025+864;COMBS-LA-VILLE;SEINE-ET-MARNE;3782;297841ca-dfbc-11e3-a2ff-01a464e0362d;666645.0998999998;6841038.227000002;2.54704224181887;48.66864679123076;48.66864679123076,2.54704224181887;48.668646790272426,2.547042241818869;"{""coordinates"": [2.547042241818869, 48.668646790272426], ""type"": ""Point""}"
87784629;Marquixanes;N;O;679000;1;501+805;MARQUIXANES;PYRENEES-ORIENTALES;81619;e17e5634-19bf-11e5-a6ff-01fc64e0362d;657744.5420999974;6171588.669500001;2.485420118174981;42.64272277309329;42.64272277309329,2.4854201181749813;42.64272277212765,2.48542011817498;"{""coordinates"": [2.48542011817498, 42.64272277212765], ""type"": ""Point""}"
87116285;Mouroux;N;O;002000;1;068+567;MOUROUX;SEINE-ET-MARNE;5698;29369d62-dfbc-11e3-a2ff-01a464e0362d;703234.6014000028;6857045.4593;3.044047451591068;48.81347015023518;48.81347015023518,3.044047451591068;48.81347014927822,3.0440474515910676;"{""coordinates"": [3.044047451591068, 48.81347014927822], ""type"": ""Point""}"
87175802;Buzy (Meuse);O;N;085000;1;304+886;BUZY-DARMONT;MEUSE;8532;e549d396-6667-11e3-a7ff-01f464e0362d;897681.1015999988;6900322.483199999;5.711115267260615;49.17210944741518;49.17210944741518,5.711115267260615;49.172109446461675,5.711115267260616;"{""coordinates"": [5.711115267260616, 49.172109446461675], ""type"": ""Point""}"
87345215;Sallaumines;N;O;286000;1;211+400;SALLAUMINES;PAS-DE-CALAIS;6734;d9b8afda-6667-11e3-89ff-01f464e0362d;689559.7692999989;7035567.488499999;2.853313364463135;50.41757686621085;50.41757686621085,2.8533133644631348;50.41757686527008,2.853313364463134;"{""coordinates"": [2.853313364463134, 50.41757686527008], ""type"": ""Point""}"
87411819;Clères;N;O;353300;1;000+000;BEAUTOT;SEINE-MARITIME;3740;d94e9174-6667-11e3-89ff-01f464e0362d;558785.8351999968;6949946.517999999;1.046092453274377;49.632948061013444;49.632948061013444,1.046092453274377;49.632948060064535,1.0460924532743752;"{""coordinates"": [1.046092453274375, 49.632948060064535], ""type"": ""Point""}"
87545194;Brétigny;O;O;570000;1;031+336;BRETIGNY-SUR-ORGE;ESSONNE;3382;2945c5f6-dfbc-11e3-a2ff-01a464e0362d;648496.3698000014;6834122.127500001;2.301424948919999;48.60524828991471;48.60524828991471,2.3014249489199985;48.60524828895579,2.301424948919998;"{""coordinates"": [2.301424948919998, 48.60524828895579], ""type"": ""Point""}"
87615351;Roquesérière;N;O;718000;1;371+669;BUZET-SUR-TARN;HAUTE-GARONNE;6297;e18b7d6e-19bf-11e5-a6ff-01fc64e0362d;588766.5447999984;6295627.581599999;1.619120418708056;43.75091727790952;43.75091727790952,1.619120418708056;43.75091727694424,1.6191204187080543;"{""coordinates"": [1.619120418708054, 43.75091727694424], ""type"": ""Point""}"
87366922;St-Germain-en-Laye-Bel-Air-Fourqueux;N;O;990000;1;018+020;SAINT-GERMAIN-EN-LAYE;YVELINES;87384;e0269ca4-19bf-11e5-82ff-01fc64e0362d;631800.0219999999;6866463.860599998;2.069813164581138;48.894567467109496;48.894567467109496,2.069813164581138;48.89456746615329,2.0698131645811366;"{""coordinates"": [2.069813164581137, 48.89456746615329], ""type"": ""Point""}"
87753855;Port-St-Louis-du-Rhône;O;N;935903;1;022+039;PORT-SAINT-LOUIS-DU-RHONE;BOUCHES-DU-RHONE;6126;e19e0520-19bf-11e5-a6ff-01fc64e0362d;846234.8440999985;6257203.3805;4.804363369361556;43.39891441299268;43.39891441299268,4.804363369361556;43.39891441202707,4.804363369361557;"{""coordinates"": [4.804363369361557, 43.39891441202707], ""type"": ""Point""}"
87171611;Val-de-Vesle;N;O;081000;1;205+588;VAL-DE-VESLE;MARNE;7078;29e17d30-dfbc-11e3-a2ff-01a464e0362d;789117.0361000001;6898283.853999998;4.222153557570627;49.17809390171898;49.17809390171898,4.222153557570627;49.17809390076551,4.2221535575706275;"{""coordinates"": [4.222153557570627, 49.17809390076551], ""type"": ""Point""}"
87781260;Vias;N;O;640000;1;448+887;VIAS;HERAULT;7191;292ff5ac-dfbc-11e3-a2ff-01a464e0362d;734578.0459999964;6246373.0559;3.426000862761723;43.31567635129328;43.31567635129328,3.4260008627617227;43.315676350327635,3.4260008627617218;"{""coordinates"": [3.426000862761722, 43.315676350327635], ""type"": ""Point""}"
87381194;Chars;O;O;330000;2;047+605;CHARS;VAL-D'OISE;3626;d9e6c420-6667-11e3-89ff-01f464e0362d;622461.2168999985;6896394.0592;1.936959193648112;49.162611630469804;49.162611630469804,1.9369591936481116;49.16261162951619,1.9369591936481103;"{""coordinates"": [1.93695919364811, 49.16261162951619], ""type"": ""Point""}"
87696450;Imphy;O;O;760000;1;015+061;IMPHY;NIEVRE;4486;e020ab6c-19bf-11e5-82ff-01fc64e0362d;719736.4054000005;6648045.2689;3.259411125784636;46.9323116784127;46.9323116784127,3.2594111257846357;46.932311677457676,3.259411125784635;"{""coordinates"": [3.259411125784635, 46.932311677457676], ""type"": ""Point""}"
87276295;Verberie;O;N;232000;1;073+910;VERBERIE;OISE;7144;e19f26f2-19bf-11e5-a6ff-01fc64e0362d;681514.6912999973;6913404.8572;2.745804967507698;49.3199613885081;49.3199613885081,2.7458049675076976;49.319961387556035,2.7458049675076968;"{""coordinates"": [2.745804967507697, 49.319961387556035], ""type"": ""Point""}"
87682443;Vulaines-sur-Seine-Samoreau;N;O;746000;1;074+298;VULAINES-SUR-SEINE;SEINE-ET-MARNE;7338;d9ca5fb6-6667-11e3-89ff-01f464e0362d;681733.8332000002;6814504.919300001;2.753071315575744;48.43056863999238;48.43056863999238,2.753071315575744;48.43056863903182,2.753071315575743;"{""coordinates"": [2.753071315575743, 48.43056863903182], ""type"": ""Point""}"
87381160;Montgeroult-Courcelles;N;O;330000;2;036+485;MONTGEROULT;VAL-D'OISE;5615;2924060e-dfbc-11e3-a2ff-01a464e0362d;627219.7223000005;6887194.912799999;2.003781236555363;49.0804673352717;49.0804673352717,2.003781236555363;49.08046733431728,2.0037812365553616;"{""coordinates"": [2.003781236555362, 49.08046733431728], ""type"": ""Point""}"
87545780;Civry-St-Cloud;O;N;558000;1;030+730;CIVRY;EURE-ET-LOIR;3730;e54fb766-6667-11e3-a7ff-01f464e0362d;586741.2413000017;6775033.793400001;1.479386702233253;48.065867887788364;48.065867887788364,1.4793867022332525;48.06586788682449,1.4793867022332512;"{""coordinates"": [1.479386702233251, 48.06586788682449], ""type"": ""Point""}"
87726711;Le Chambon-Feugerolles;N;O;798000;1;126+589;CHAMBON-FEUGEROLLES (LE );LOIRE;4923;d99d3344-6667-11e3-89ff-01f464e0362d;803438.8822999969;6478116.958700001;4.322061131250869;45.394671083648;45.394671083648,4.322061131250869;45.3946710826864,4.322061131250869;"{""coordinates"": [4.322061131250869, 45.3946710826864], ""type"": ""Point""}"
87481002;Nantes;O;O;515000;1;430+420;NANTES;LOIRE-ATLANTIQUE;5736;c01d1406-f312-11e3-90ff-015864e0362d;356285.76099999994;6689478.604499999;-1.544074936864095;47.21656946799687;47.21656946799687,-1.5440749368640951;47.2165694670257,-1.5440749368640985;"{""coordinates"": [-1.544074936864098, 47.2165694670257], ""type"": ""Point""}"
87448084;Briouze;N;O;405000;1;029+078;BRIOUZE;ORNE;3411;2971fc7a-dfbc-11e3-a2ff-01a464e0362d;452259.0314999968;6849937.189300001;-0.367459914839763;48.7020274482753;48.7020274482753,-0.36745991483976287;48.70202744731726,-0.3674599148397652;"{""coordinates"": [-0.367459914839765, 48.70202744731726], ""type"": ""Point""}"
87393488;Dreux;O;O;397000;1;001+347;DREUX;EURE-ET-LOIR;4008;29ce7866-dfbc-11e3-a2ff-01a464e0362d;581742.1155999973;6850411.566199999;1.391676047782534;48.74298202366002;48.74298202366002,1.3916760477825338;48.74298202270238,1.3916760477825323;"{""coordinates"": [1.391676047782532, 48.74298202270238], ""type"": ""Point""}"
87281477;Arques (Pas-de-Calais);O;N;294000;1;075+600;ARQUES;PAS-DE-CALAIS;2940;d94549e2-6667-11e3-89ff-01f464e0362d;650659.1851999983;7070382.818799999;2.302450987758433;50.72817744715358;50.72817744715358,2.302450987758433;50.72817744621618,2.302450987758432;"{""coordinates"": [2.302450987758432, 50.72817744621618], ""type"": ""Point""}"
87345389;Bouchain;O;O;250000;1;219+772;BOUCHAIN;NORD;3309;d9d0e65a-6667-11e3-89ff-01f464e0362d;723687.6533999965;7020065.0242;3.331897602202126;50.278036903655895;50.278036903655895,3.331897602202126;50.278036902713644,3.331897602202125;"{""coordinates"": [3.331897602202125, 50.278036902713644], ""type"": ""Point""}"
87582841;Caudrot;N;O;640000;1;051+066;CAUDROT;GIRONDE;3515;e17dfdfe-19bf-11e5-a6ff-01fc64e0362d;450391.43609999865;6391762.688499998;-0.144916843145097;44.5802046553113;44.5802046553113,-0.14491684314509679;44.58020465434742,-0.14491684314509953;"{""coordinates"": [-0.1449168431451, 44.58020465434742], ""type"": ""Point""}"
87281204;Dunkerque-Port-Est;O;N;302506;1;004+725;GRANDE-SYNTHE;NORD;80926;e5477b8e-6667-11e3-a7ff-01f464e0362d;649162.6900999993;7104314.0317;2.276902950853438;51.03243789250946;51.03243789250946,2.2769029508534375;51.03243789157541,2.2769029508534366;"{""coordinates"": [2.276902950853437, 51.03243789157541], ""type"": ""Point""}"
87641076;St-Bonnet-de-Rochefort;N;O;707000;1;385+504;SAINT-BONNET-DE-ROCHEFORT;ALLIER;6392;d9e027e6-6667-11e3-89ff-01f464e0362d;710777.1066000015;6560965.9954;3.139628459846439;46.148424266054526;46.148424266054526,3.139628459846439;46.14842426509577,3.1396284598464383;"{""coordinates"": [3.139628459846438, 46.14842426509577], ""type"": ""Point""}"
87712323;Lantenay;N;O;830000;1;299+465;LANTENAY;COTE-D'OR;4864;297b2f20-dfbc-11e3-a2ff-01a464e0362d;840526.2348000035;6694410.560199998;4.861075071153688;47.335118514203444;47.335118514203444,4.861075071153688;47.33511851323326,4.861075071153688;"{""coordinates"": [4.861075071153688, 47.33511851323326], ""type"": ""Point""}"
87394213;St-Aubin-St-Luperce;N;O;420000;1;098+581;SAINT-AUBIN-DES-BOIS;EURE-ET-LOIR;6378;d9d6f17c-6667-11e3-89ff-01f464e0362d;576642.0943000019;6817679.613000002;1.331738952026448;48.447662575131886;48.447662575131886,1.3317389520264484;48.44766257417149,1.3317389520264464;"{""coordinates"": [1.331738952026446, 48.44766257417149], ""type"": ""Point""}"
87713198;Tonnerre;N;O;830000;1;196+220;TONNERRE;YONNE;6998;d98909de-6667-11e3-89ff-01f464e0362d;772727.7691999972;6751501.391899999;3.97262297445225;47.859875894349855;47.859875894349855,3.97262297445225;47.85987589338415,3.97262297445225;"{""coordinates"": [3.97262297445225, 47.85987589338415], ""type"": ""Point""}"
87581215;Margaux;N;O;584000;1;024+355;MARGAUX;GIRONDE;5362;d98720a8-6667-11e3-89ff-01f464e0362d;409881.6797000021;6444172.712000001;-0.685429458288948;45.03585421890331;45.03585421890331,-0.6854294582889482;45.03585421794059,-0.6854294582889504;"{""coordinates"": [-0.68542945828895, 45.03585421794059], ""type"": ""Point""}"
87745570;St-Cergues-les-Voirons;O;N;892000;1;178+981;SAINT-CERGUES;HAUTE-SAVOIE;6398;d9cbefaa-6667-11e3-89ff-01f464e0362d;954523.5731000006;6575035.220899999;6.303318787769152;46.2272535831692;46.2272535831692,6.303318787769152;46.2272535822108,6.303318787769152;"{""coordinates"": [6.303318787769152, 46.2272535822108], ""type"": ""Point""}"
87295337;Ferrière-la-Grande;O;N;241000;1;089+509;FERRIÈRE-LA-GRANDE;NORD;4143;e5408a6e-6667-11e3-a7ff-01f464e0362d;771466.1459000036;7017848.2612;4.000900568769875;50.25451274873495;50.25451274873495,4.000900568769875;50.254512747792454,4.000900568769875;"{""coordinates"": [4.000900568769875, 50.254512747792454], ""type"": ""Point""}"
87476317;Quimperlé;O;O;470000;1;639+694;QUIMPERLE;FINISTERE;6190;d96c731a-6667-11e3-89ff-01f464e0362d;210637.78689999878;6772419.1415;-3.552988951161868;47.869309994444535;47.869309994444535,-3.552988951161868;47.86930999347891,-3.5529889511618737;"{""coordinates"": [-3.552988951161874, 47.86930999347891], ""type"": ""Point""}"
87175778;Verdun;O;O;085000;1;276+300;VERDUN;MEUSE;7145;d9d16eda-6667-11e3-89ff-01f464e0362d;873477.0216000006;6898808.0352;5.378755568857466;49.16551301257006;49.16551301257006,5.378755568857466;49.165513011616476,5.378755568857466;"{""coordinates"": [5.378755568857466, 49.165513011616476], ""type"": ""Point""}"
87721480;Dardilly-les-Mouilles;N;O;775000;1;109+525;ECULLY;RHONE;3924;d97fe276-6667-11e3-89ff-01f464e0362d;836710.0500999987;6523396.087299999;4.760077445397871;45.79647556364824;45.79647556364824,4.7600774453978705;45.79647556268806,4.76007744539787;"{""coordinates"": [4.76007744539787, 45.79647556268806], ""type"": ""Point""}"
87191973;Zoufftgen (IE);O;N;180000;2;201+114;ZOUFFTGEN;MOSELLE;80839;d9699614-6667-11e3-89ff-01f464e0362d;926893.9267000034;6932945.316500001;6.129087542059962;49.45545408846772;49.45545408846772,6.129087542059962;49.45545408751701,6.129087542059964;"{""coordinates"": [6.129087542059964, 49.45545408751701], ""type"": ""Point""}"
87182113;Bartenheim;N;O;115000;1;128+077;BARTENHEIM;HAUT-RHIN;3097;29d46334-dfbc-11e3-a2ff-01a464e0362d;1036810.0278000012;6735631.5918000005;7.487634905148902;47.63490670376327;47.63490670376327,7.4876349051489015;47.63490670279563,7.487634905148903;"{""coordinates"": [7.487634905148903, 47.63490670279563], ""type"": ""Point""}"
87694596;Brion-Laizy;N;O;761000;1;005+504;LAIZY;SAONE-ET-LOIRE;3406;d9a43d6c-6667-11e3-89ff-01f464e0362d;791866.9839000031;6646069.149;4.206993420666482;46.90848957594309;46.90848957594309,4.206993420666482;46.90848957498793,4.206993420666482;"{""coordinates"": [4.206993420666482, 46.90848957498793], ""type"": ""Point""}"
87295014;Jeumont;O;O;242000;1;237+822;JEUMONT;NORD;4521;d9851b7a-6667-11e3-89ff-01f464e0362d;777539.1199000031;7022585.0603;4.086856778953874;50.296319092273265;50.296319092273265,4.086856778953874;50.29631909133122,4.086856778953875;"{""coordinates"": [4.086856778953875, 50.29631909133122], ""type"": ""Point""}"
87113514;Gagny;N;O;070000;1;014+056;GAGNY;SEINE-SAINT-DENIS;4251;e0170f62-19bf-11e5-82ff-01fc64e0362d;665299.2320000008;6864911.798900001;2.526823122193611;48.88328737661013;48.88328737661013,2.526823122193611;48.88328737565383,2.52682312219361;"{""coordinates"": [2.52682312219361, 48.88328737565383], ""type"": ""Point""}"
87313767;Aumale;O;O;325000;3;136+117;AUMALE;SEINE-MARITIME;2995;e009f7bc-19bf-11e5-82ff-01fc64e0362d;610348.6696999967;6963602.717799999;1.756413677139292;49.76501021704837;49.76501021704837,1.7564136771392924;49.76501021610079,1.7564136771392904;"{""coordinates"": [1.75641367713929, 49.76501021610079], ""type"": ""Point""}"
87444711;Alençon;O;O;430000;1;055+969;ALENCON;ORNE;2842;29727de6-dfbc-11e3-a2ff-01a464e0362d;485475.5301999971;6818792.076000001;0.099146402339928;48.43394020457713;48.43394020457713,0.09914640233992825;48.43394020361661,0.09914640233992583;"{""coordinates"": [0.099146402339926, 48.43394020361661], ""type"": ""Point""}"
87193359;Faulquemont;N;O;172000;1;017+206;FAULQUEMONT;MOSELLE;4129;d9c16d24-6667-11e3-89ff-01f464e0362d;963371.7286999971;6888856.3418000005;6.603766395611025;49.04548594394726;49.04548594394726,6.603766395611025;49.04548594299252,6.603766395611026;"{""coordinates"": [6.603766395611026, 49.04548594299252], ""type"": ""Point""}"
87473322;Plaintel;O;N;475000;1;485+050;PLAINTEL;COTES-D'ARMOR;6010;d98f6676-6667-11e3-89ff-01f464e0362d;269742.3298999965;6830876.316300001;-2.822172581902144;48.4353419705687;48.4353419705687,-2.8221725819021435;48.43534196960818,-2.822172581902148;"{""coordinates"": [-2.822172581902148, 48.43534196960818], ""type"": ""Point""}"
87743005;Bourg-en-Bresse;O;O;883000;1;037+012;BOURG-EN-BRESSE;AIN;3332;d94753d0-6667-11e3-89ff-01f464e0362d;870744.2792999968;6569129.5469;5.214555697548378;46.20045973444396;46.20045973444396,5.214555697548378;46.200459733485445,5.214555697548378;"{""coordinates"": [5.214555697548378, 46.200459733485445], ""type"": ""Point""}"
87613091;Figeac;N;O;720000;1;237+868;FIGEAC;LOT;4151;e01fa2ca-19bf-11e5-82ff-01fc64e0362d;623646.4870000035;6389876.087900002;2.03782039069438;44.60378724957991;44.60378724957991,2.03782039069438;44.60378724861605,2.0378203906943786;"{""coordinates"": [2.037820390694379, 44.60378724861605], ""type"": ""Point""}"
87393454;Tacoignières-Richebourg;N;O;395000;1;055+624;TACOIGNIÈRES;YVELINES;6916;c074fb18-f312-11e3-90ff-015864e0362d;602291.436999999;6859637.4936;1.668976477416391;48.829383318825045;48.829383318825045,1.6689764774163909;48.82938331786822,1.668976477416389;"{""coordinates"": [1.668976477416389, 48.82938331786822], ""type"": ""Point""}"
87592485;Bellac;N;O;606000;1;431+738;BELLAC;HAUTE-VIENNE;3161;c0ec3f7c-f312-11e3-90ff-015864e0362d;549152.5879999995;6560250.3233;1.046243428840409;46.125259801498395;46.125259801498395,1.0462434288404088;46.12525980053955,1.046243428840407;"{""coordinates"": [1.046243428840407, 46.12525980053955], ""type"": ""Point""}"
87696260;Saincaize;O;O;690000;1;291+752;SAINCAIZE-MEAUCE;NIEVRE;6351;d94d4c12-6667-11e3-89ff-01f464e0362d;705437.5503999963;6647996.942200001;3.071469671641923;46.93214630073027;46.93214630073027,3.071469671641923;46.93214629977525,3.071469671641923;"{""coordinates"": [3.071469671641923, 46.93214629977525], ""type"": ""Point""}"
87491076;Beillant;N;O;579000;1;000+000;SAINT-SEVER-DE-SAINTONGE;CHARENTE-MARITIME;3157;29986096-dfbc-11e3-a2ff-01a464e0362d;425690.56909999996;6517405.942400001;-0.526396353790637;45.70108980651848;45.70108980651848,-0.5263963537906374;45.70108980555795,-0.5263963537906402;"{""coordinates"": [-0.52639635379064, 45.70108980555795], ""type"": ""Point""}"
87192666;Conflans-Jarny;O;O;086000;1;316+942;JARNY;MEURTHE-ET-MOSELLE;3798;d9a6b620-6667-11e3-89ff-01f464e0362d;909899.5166999996;6900084.001899999;5.87842254738281;49.16607952738909;49.16607952738909,5.87842254738281;49.16607952643552,5.878422547382811;"{""coordinates"": [5.878422547382811, 49.16607952643552], ""type"": ""Point""}"
87271452;Villepinte;N;O;076000;1;019+800;VILLEPINTE;SEINE-SAINT-DENIS;7267;c0d5164a-f312-11e3-90ff-015864e0362d;664299.2959000021;6873790.5449;2.512440870606306;48.963074764492056;48.963074764492056,2.512440870606306;48.963074763536504,2.512440870606304;"{""coordinates"": [2.512440870606304, 48.963074763536504], ""type"": ""Point""}"
87476200;Auray;O;O;470000;1;584+947;AURAY;MORBIHAN;3002;c037224a-f312-11e3-90ff-015864e0362d;250285.15900000185;6748188.467099998;-2.99960913456031;47.680247089999995;47.680247089999995,-2.9996091345603104;47.680247089032726,-2.999609134560315;"{""coordinates"": [-2.999609134560315, 47.680247089032726], ""type"": ""Point""}"
87393843;St-Quentin-en-Yvelines;N;O;420000;1;023+970;MONTIGNY-LE-BRETONNEUX;YVELINES;6653;d9a65d3a-6667-11e3-89ff-01f464e0362d;629790.0786999986;6854566.872099999;2.044365664932942;48.787365657631234;48.787365657631234,2.044365664932942;48.78736565667403,2.0443656649329407;"{""coordinates"": [2.044365664932941, 48.78736565667403], ""type"": ""Point""}"
87746305;La Roche-sur-Foron;O;O;897000;1;077+740;LA ROCHE-SUR-FORON;HAUTE-SAVOIE;4753;e024c8fa-19bf-11e5-82ff-01fc64e0362d;955297.0055999979;6557310.212299999;6.303725828021828;46.06749064106157;46.06749064106157,6.303725828021828;46.06749064010249,6.303725828021829;"{""coordinates"": [6.303725828021829, 46.06749064010249], ""type"": ""Point""}"
87756866;St-Dalmas-de-Tende;N;O;946000;1;058+128;TENDE;ALPES-MARITIMES;6419;d9df89a0-6667-11e3-89ff-01f464e0362d;1067236.1455999985;6339277.625999998;7.585771131238855;44.05650060863687;44.05650060863687,7.585771131238855;44.056500607671964,7.585771131238856;"{""coordinates"": [7.585771131238856, 44.056500607671964], ""type"": ""Point""}"
87171629;Prunay;N;O;081000;1;209+209;PRUNAY;MARNE;6164;d9d987f6-6667-11e3-89ff-01f464e0362d;786283.3198999986;6900534.3519;4.183760460727639;49.19871245335;49.19871245335,4.183760460727639;49.19871245239674,4.183760460727639;"{""coordinates"": [4.183760460727639, 49.19871245239674], ""type"": ""Point""}"
87641167;Les Ancizes-St-Georges;O;N;709000;1;399+183;SAINT-GEORGES-DE-MONS;PUY-DE-DOME;5041;d9dc64d4-6667-11e3-89ff-01f464e0362d;687200.8469000012;6536860.5896000005;2.834827212339965;45.93132255784207;45.93132255784207,2.834827212339965;45.93132255688243,2.834827212339964;"{""coordinates"": [2.834827212339964, 45.93132255688243], ""type"": ""Point""}"
87476556;Pontivy;O;N;474000;1;639+906;PONTIVY;MORBIHAN;8916;e127ac64-19bf-11e5-a6ff-01fc64e0362d;256014.42559999973;6790244.5152;-2.965775460249527;48.0615601977653;48.0615601977653,-2.965775460249527;48.061560196801395,-2.965775460249531;"{""coordinates"": [-2.965775460249531, 48.061560196801395], ""type"": ""Point""}"
87313056;Corbie;O;O;272000;1;139+438;CORBIE;SOMME;3807;e1b39428-19bf-11e5-a6ff-01fc64e0362d;664168.3418999985;6979424.096900001;2.501546006343574;49.91247380855365;49.91247380855365,2.5015460063435744;49.91247380760758,2.501546006343573;"{""coordinates"": [2.501546006343573, 49.91247380760758], ""type"": ""Point""}"
87343707;Blanc-Misseron;O;N;255000;1;057+855;CRESPIN;NORD;3245;e542b59e-6667-11e3-a7ff-01f464e0362d;747046.4736000001;7034341.021200001;3.660850346027268;50.4048864085275;50.4048864085275,3.6608503460272677;50.4048864075866,3.6608503460272668;"{""coordinates"": [3.660850346027267, 50.4048864075866], ""type"": ""Point""}"
87212118;Vendenheim;N;O;070000;1;492+390;VENDENHEIM;BAS-RHIN;7133;29a0e728-dfbc-11e3-a2ff-01a464e0362d;1047256.8338000029;6850959.885299999;7.718218127488554;48.66540400117573;48.66540400117573,7.718218127488554;48.665404000217364,7.718218127488556;"{""coordinates"": [7.718218127488556, 48.665404000217364], ""type"": ""Point""}"
87213058;Haguenau;O;O;146000;1;024+359;HAGUENAU;BAS-RHIN;4398;d98a0f5a-6667-11e3-89ff-01f464e0362d;1050978.4979000017;6867653.9855;7.782383193842469;48.813268914308225;48.813268914308225,7.782383193842469;48.813268913351244,7.7823831938424695;"{""coordinates"": [7.782383193842469, 48.813268913351244], ""type"": ""Point""}"
87192419;Ancy-sur-Moselle;N;O;089000;1;342+987;ANCY-SUR-MOSELLE;MOSELLE;2876;d9de1fb2-6667-11e3-89ff-01f464e0362d;923804.1674000025;6888507.925500002;6.062761757412355;49.05736994965854;49.05736994965854,6.062761757412355;49.05736994870392,6.062761757412357;"{""coordinates"": [6.062761757412357, 49.05736994870392], ""type"": ""Point""}"
87491589;Blaye;O;N;547000;1;024+500;BLAYE;GIRONDE;8170;d9a70f34-6667-11e3-89ff-01f464e0362d;412101.6966999993;6454290.9661;-0.663227373813743;45.12778957605493;45.12778957605493,-0.6632273738137431;45.12778957509248,-0.6632273738137462;"{""coordinates"": [-0.663227373813746, 45.12778957509248], ""type"": ""Point""}"
87757641;Golfe-Juan-Vallauris;N;O;930000;1;199+170;VALLAURIS;ALPES-MARITIMES;4325;e16442ec-19bf-11e5-a6ff-01fc64e0362d;1029013.612999998;6282587.483899999;7.072898593539637;43.565966860204;43.565966860204,7.072898593539637;43.56596685923851,7.072898593539637;"{""coordinates"": [7.072898593539637, 43.56596685923851], ""type"": ""Point""}"
87718460;Baume-les-Dames;N;O;852000;1;437+922;BAUME-LES-DAMES;DOUBS;3108;d9aa9084-6667-11e3-89ff-01f464e0362d;953514.2028999999;6700252.442400001;6.359331703571241;47.35406376481064;47.35406376481064,6.359331703571241;47.35406376384062,6.359331703571241;"{""coordinates"": [6.359331703571241, 47.35406376384062], ""type"": ""Point""}"
87713651;St-Jean-de-Losne;O;O;851000;1;054+654;SAINT-USAGE;COTE-D'OR;6502;d9981a2c-6667-11e3-89ff-01f464e0362d;869907.7246000022;6669402.918000001;5.240605340813892;47.10318863854627;47.10318863854627,5.240605340813892;47.10318863759217,5.240605340813892;"{""coordinates"": [5.240605340813892, 47.10318863759217], ""type"": ""Point""}"
87276089;Montigny-Beauchamp;N;O;330000;1;020+315;MONTIGNY-LES-CORMEILLES;VAL-D'OISE;5620;c097e012-f312-11e3-90ff-015864e0362d;641321.1812999994;6878900.107799999;2.197940799961354;49.007331978947846;49.007331978947846,2.197940799961354;49.007331977992735,2.1979407999613527;"{""coordinates"": [2.197940799961353, 49.007331977992735], ""type"": ""Point""}"
87381475;Chanteloup-les-Vignes;N;O;334000;1;031+085;CHANTELOUP-LES-VIGNES;YVELINES;3609;c1312da4-f312-11e3-90ff-015864e0362d;628801.7876999974;6874928.052900001;2.027502235521161;48.97035209098213;48.97035209098213,2.0275022355211605;48.97035209002667,2.027502235521159;"{""coordinates"": [2.027502235521159, 48.97035209002667], ""type"": ""Point""}"
87313288;St-Remy-en-l'Eau;N;O;272000;1;075+414;SAINT-REMY-EN-L'EAU;OISE;6658;e0463554-19bf-11e5-82ff-01fc64e0362d;658384.9633999988;6930066.4989;2.426086461191058;49.468631616410335;49.468631616410335,2.4260864611910575;49.468631615459756,2.4260864611910566;"{""coordinates"": [2.426086461191057, 49.468631615459756], ""type"": ""Point""}"
87345272;Meurchin;N;O;286000;1;220+564;MEURCHIN;PAS-DE-CALAIS;5492;29383972-dfbc-11e3-a2ff-01a464e0362d;692465.317400001;7044593.085999999;2.893966358766935;50.49863721173121;50.49863721173121,2.8939663587669346;50.49863721079131,2.893966358766934;"{""coordinates"": [2.893966358766934, 50.49863721079131], ""type"": ""Point""}"
87287300;Ruminghem;N;O;295000;1;080+911;RUMINGHEM;PAS-DE-CALAIS;8601;2905d402-dfbc-11e3-a2ff-01a464e0362d;640712.2355000004;7085322.764899999;2.159589176929757;50.86134464617019;50.86134464617019,2.159589176929757;50.86134464523422,2.159589176929756;"{""coordinates"": [2.159589176929756, 50.86134464523422], ""type"": ""Point""}"
87394429;Magny-Blandainville;N;O;500000;1;107+782;MAGNY;EURE-ET-LOIR;5315;d9a40078-6667-11e3-89ff-01f464e0362d;572622.3966000006;6805160.1521000005;1.281079614171305;48.334279421227514;48.334279421227514,1.2810796141713046;48.33427942026607,1.2810796141713023;"{""coordinates"": [1.281079614171302, 48.33427942026607], ""type"": ""Point""}"
